,text,lbl_index,labels
1132,What do atheists believe of God?,0,DESC
1133,what do chemical scientists discover about certain phenomenon?,1,ENTY
1134,What happened in July 2014?,0,DESC
1135,What was the March Countercurrent 1967?,0,DESC
1136,What happened in 2016?,0,DESC
1137,How do penguins migrate?,0,DESC
1138,What do Amphibious assalut ships need a large contingent of for carrying Marines?,1,ENTY
1139,How much does the America-class amphibious assault ship weigh?,4,NUM
1140,What produces saliva in an insects mouth?,1,ENTY
1141,What can having a vitamin A deficiency cause?,0,DESC
1142,What could not remain flat in absolute space?,1,ENTY
1143,On which month and day did Saturnalia start?,4,NUM
1144,Who started World Tuberculosis Day?,3,HUM
1145,Where did the fighting begin?,5,LOC
1146,Who heads the Directorate?,3,HUM
1147,What are Beaks?,0,DESC
1148,What is USB?,2,ABBR
1149,What is a potential problem with the use of gas in a light bulb?,0,DESC
1150,What was the name of the first single-chip microprocessor?,1,ENTY
1151,What does Carvaka nastika mean?,0,DESC
1152,What does the abbreviation STOIC stand for?,2,ABBR
1153,What does Carvaka mean?,0,DESC
1154,What was the main reason for the latest schism?,0,DESC
1155,What caused the Great Schism?,0,DESC
1156,When did the Anabaptists split?,4,NUM
1157,When did the University of Chicago begin?,4,NUM
1158,What was Chicago's Purple Line train route named after?,1,ENTY
1159,What was the prototype of Chicago house?,1,ENTY
1160,What is Zhongyang Shangchang?,0,DESC
1161,What is Joara?,0,DESC
1162,What is the full-life of uranium-234?,0,DESC
1163,What was zinc named after?,1,ENTY
1164,What is uranium's symbol on the Periodic Table of Elements?,1,ENTY
1165,What isn't uranium's symbol on the Periodic Table of Elements?,1,ENTY
1166,"From Nasrani for Syriac, what does Christian mean?",0,DESC
1167,What does Masīḥī mean?,0,DESC
1168,Why did the train catch fire?,0,DESC
1169,Why do the birds fly north?,0,DESC
1170,Why is white meat of chicken never actually used by the animal?,0,DESC
1171,What happened in 1754?,0,DESC
1172,Who was killed at the Battle of the Wabash?,3,HUM
1173,When was the final French and Indian War fought?,4,NUM
1174,What gemstone comes from the CAR?,1,ENTY
1175,"What does the ""Fourth of June"" celebrate?",1,ENTY
1176,"What is the complex system based on the sun, moon, and planets movements that determine your personality?",1,ENTY
1177,How is the exposure of film changed?,0,DESC
1178,How many hours of television does the average teenager watch per year?,4,NUM
1179,How has computer science helped science as a whole?,0,DESC
1180,When was the term copy-text introduced?,4,NUM
1181,Which major time period were these suggested hairs from?,4,NUM
1182,Where did carpet weaving in the Empire originate?,5,LOC
1183,What was the verdict in Maclean's trial?,0,DESC
1184,What was the outcome of the jury's deliberation in the trial?,0,DESC
1185,What was the verdict of the accusation?,0,DESC
1186,What did Freddie Mercury die of?,1,ENTY
1187,How did Armando Dias die?,0,DESC
1188,How did Nasser die?,0,DESC
1189,What is the meaning of the later-believed pre-Celtic Old European origin of London's name?,0,DESC
1190,What does the name zinc or zinke mean?,0,DESC
1191,"What does the Dutch word ""kroes"" mean in English?",0,DESC
1192,What has been a prime motivation in astronomy and navigation?,0,DESC
1193,Why are astronomical observations better made from most surface locations?,0,DESC
1194,What is the purpose of funding the new technology?,0,DESC
1195,Where did this earthquake occur?,5,LOC
1196,How is RFI generated?,0,DESC
1197,What do many geologists believe about earthquake prediction?,0,DESC
1198,Why is cloud formation so common?,0,DESC
1199,What makes it difficult for clouds to form?,0,DESC
1200,What do aircraft need to do when using shorter runway lengths?,0,DESC
1201,What was the fixed value of stocks?,4,NUM
1202,Where in the United States is it possible to buy out brokerages in cotton?,5,LOC
1203,How many shares of Arsenal stock are there?,4,NUM
1204,How is COPD differentiated?,0,DESC
1205,What is a cladogram?,0,DESC
1206,What is a SSBI?,2,ABBR
1207,What is a WISP? ,2,ABBR
1208,What did English and Scandinavian have in common?,0,DESC
1209,What is the most rare use for zinc?,1,ENTY
1210,What is used for the loud-voiced release of obstruents?,1,ENTY
1211,How is hydrogen used as a food additive?,0,DESC
1212,For what crime was he arrested?,0,DESC
1213,What did Bruce Voeller do with his findings?,0,DESC
1214,Who did Moussa Traore arrest?,3,HUM
1215,What is an LTRO?,2,ABBR
1216,What is ecclesiology?,0,DESC
1217,When was pepsi-Cola first produced?,4,NUM
1218,What city was Cheerwine created and based in?,5,LOC
1219,In what year was the name stout first used to describe a dark beer?,4,NUM
1220,What percentage of animals did 2007 studies estimate could be extinct in 20 years?,4,NUM
1221,Where is the Codex form of the word from?,5,LOC
1222,Where does the word dog originate?,5,LOC
1223,"Where does the word ""algebra"" come from?",0,DESC
1224,What was the last Elvis Presley single released on 78?,1,ENTY
1225,Why did Elvis sales of 78s perform so well in the Southern States?,0,DESC
1226,"Where does the word ""algebra"" come from?",0,DESC
1227,From where did the anti-monarchists get inspiration?,5,LOC
1228,Why did the term house become popular? ,0,DESC
1229,Why are only smaller cathedrals and churches associated with the Gothic style?,0,DESC
1230,What makes Bermuda a popular tourist destination?,0,DESC
1231,What is a cladogram?,0,DESC
1232,What type of annelids are tube-dwelling?,1,ENTY
1233,What is an annelid's cuticle made into?,1,ENTY
1234,What is digestion?,0,DESC
1235,What is combined with the cellulose fibres?,1,ENTY
1236,What is diarrhea?,0,DESC
1237,Where did Liberius go?,5,LOC
1238,Why was the website to be removed? ,0,DESC
1239,What happened to the U.S. Olympic Network?,0,DESC
1240,What is an IP address?,0,DESC
1241,IP is like what other kind of property?,1,ENTY
1242,What period did the bison live in?,4,NUM
1243,When did the quail egg business begin to really become an economic driven industry?,4,NUM
1244,Why is white meat of chicken never actually used by the animal?,0,DESC
1245,What producer was the first to produce deep sound?,3,HUM
1246,Who was the first to produce hardware for speech?,3,HUM
1247,What 1925 film was the first that made use of the three-strip Technicolor process?,1,ENTY
1248,What kind of University is Imperial College London?,3,HUM
1249,What do scholars believe is included from madaris that guarantees them being considered universities?,0,DESC
1250,What university is known as BUY?,3,HUM
1251,What are the eight factors of the Noble Eightfold Path?,1,ENTY
1252,What is the fourth of the Four Noble Truths explain?,0,DESC
1253,What are the seven sees?,1,ENTY
1254,Who was Franklin D. Roosevelt the leader of?,3,HUM
1255,What was the trajectory of Astrology during Hellenistic times?,0,DESC
1256,What does rubato mean?,0,DESC
1257,Why is French taught in school?,0,DESC
1258,What is important for a student in education?,0,DESC
1259,What kind of music does Wave 105 play?,1,ENTY
1260,What didn't Ibn Sina classify into stones?,1,ENTY
1261,What is Bell most famous for inventing?,1,ENTY
1262,What did Bell start drawing after reading the article?,1,ENTY
1263,What kind of telegraph did Bell create?,1,ENTY
1264,What date was the U.S. Army created?,4,NUM
1265,What flag has French origins?,1,ENTY
1266,What piece of uniform has been replaced by the patrol top?,1,ENTY
1267,Who was the former general to President Eisenhower?,3,HUM
1268,"What numbered meeting of the All-Russian Congress of Soviets occurred on January 25, 1918?",4,NUM
1269,What went down after Gorbachev departed from the Kremlin?,0,DESC
1270,What is an IP address?,0,DESC
1271,IP is like what other kind of property?,1,ENTY
1272,When did Archimedes die?,4,NUM
1273,Which mathematical figure did Archimedes approximate?,3,HUM
1274,What did Philo T. Fletcher invent?,1,ENTY
1275,How many tonnes of Cassave is produced per year?,4,NUM
1276,What is diarrhea?,0,DESC
1277,What kind of disease is AIDS?,1,ENTY
1278,What is a major means of the spread of diarrhea disease?,1,ENTY
1279,What is the range of the Argon-ion laser?,4,NUM
1280,What laser can currently be used in the type of role that was first thought of in the late 1960s?,1,ENTY
1281,What does the acronym LEDs stand for?,2,ABBR
1282,What is the universal agent?,1,ENTY
1283,What color is orange associated with?,1,ENTY
1284,What type of plant is defoliant?,1,ENTY
1285,What is the oxidation state for zinc?,1,ENTY
1286,What is the only oxidation state known for zinc compounds?,1,ENTY
1287,What are the only two oxidation states known for zinc compounds?,1,ENTY
1288,What war did America and Mexico fight in?,1,ENTY
1289,Where did the US defeat occupying Spanish forces prior to the Philippine American War?,5,LOC
1290,Who started the Spanish-American War?,3,HUM
1291,What sport did Edward enjoy?,1,ENTY
1292,Which sport was Albert proficient at?,1,ENTY
1293,What legitimate sport related to wrestling began to become popular?,1,ENTY
1294,What are Japanese comics called?,1,ENTY
1295,What word isn't used in Japan for comics?,1,ENTY
1296,What alternative has become popular in Japan?,1,ENTY
1297,What magazine covers Ann Arbor's local businesses?,1,ENTY
1298,Which magazine declared her the most dominant woman musician?,1,ENTY
1299,What is another magazine that is published in Oklahoma City?,1,ENTY
1300,What was the name of Brian May's signature guitar?,1,ENTY
1301,Who played guitar in The Who?,3,HUM
1302,What instrument did he mostly compose for?,1,ENTY
1303,What was the name of Southwestern Athletics's bear cub mascot?,3,HUM
1304,What was the name of Northwestern Athletics's bear cub mascot?,3,HUM
1305,What character did Walt Disney create in 1928?,3,HUM
1306,What alphabet did the missionaries bring to the West Slavs?,1,ENTY
1307,Unaspirated consonants are called what?,1,ENTY
1308,What alphabet was mainly used in West India?,1,ENTY
1309,What is made out of cotton and reeds?,1,ENTY
1310,What is the main source of income for Paris?,1,ENTY
1311,Which industry is Galicia's main money maker?,1,ENTY
1312,Which president ended the draft?,3,HUM
1313,What operation did Bill Clinton start to retaliate for the 1998 embassy attacks?,1,ENTY
1314,What did Kerry say Syria could do to avoid a military strike?,0,DESC
1315,What famous panda was killed under the rubble?,3,HUM
1316,34% of marine life survived what extinction event?,1,ENTY
1317,"What animal was found with 17,000-year-old damage from tuberculosis?",1,ENTY
1318,"In terms of religious affiliation, what is the most prevalent religion in the city? ",1,ENTY
1319,What religion holds the majority in the Bible Belt?,1,ENTY
1320,Which denomination of Christianity has 1.17 million followers?,3,HUM
1321,What developed from the mammalian odor pathways?,1,ENTY
1322,"What silkworm cocoon does the ""Province of Abundance"" refer to?",1,ENTY
1323,Prey that can regrow leaves or arms have learned to deal with what?,1,ENTY
1324,How long have some species of moths believed to have evolved from the same habitat?,4,NUM
1325,What agreement gave Germany many regions of Russia in the first world war?,1,ENTY
1326,What did the Birao Peace Agreement call for?,0,DESC
1327,What German war policy precipitated US involvement in WWI?,1,ENTY
1328,The Lunar Module of the Apollo 11 was named after what animal?,1,ENTY
1329,What is the official name of the missile test facility?,5,LOC
1330,What particular aircraft did the interceptor target most?,1,ENTY
1331,What is one of the least drank beverages in Eretria?,1,ENTY
1332,"In general, what is usually the alcohol content in most beer?",4,NUM
1333,What is the main active ingredient of alcohol? ,1,ENTY
1334,What was the first James Bond film to be screened at IMAX theaters?,1,ENTY
1335,Which movie was a modern version of Thunderball?,1,ENTY
1336,What movie prompted IMAX to show Spectre?,1,ENTY
1337,What was the northern continent that combined into Pangaea?,5,LOC
1338,"What continent is 3,000 ft above sea level?",5,LOC
1339,"What continent is 9,800 m above sea level?",5,LOC
1340,What Foundation wanted to aid Beijing?,3,HUM
1341,What river is Nanjing associated with?,5,LOC
1342,What river was one of the Grand Canal of China's hinterlands?,5,LOC
1343,Which mammal is the smallest?,1,ENTY
1344,What are the closest known living relatives of animals?,1,ENTY
1345,What type of animals took longer to reestablish?,1,ENTY
1346,What wooden utensil could you stir a pot of soup with?,1,ENTY
1347,What is used to set the dining table for casual dinners?,1,ENTY
1348,What alphabet is invisible graphic:223 based on?,1,ENTY
1349,What alphabet was mainly used in West India?,1,ENTY
1350,What alphabet did the missionaries bring to the West Slavs?,1,ENTY
1351,What is an alloy of copper and brass?,1,ENTY
1352,What is an alloy of copper and zinc?,1,ENTY
1353,What is a man-made alloy of silver and gold?,1,ENTY
1354,Where are taste and smell stimuli sent to?,5,LOC
1355,How does man first perceive features of an object?,0,DESC
1356,What can cause a person to have fake senses?,0,DESC
1357,What feature was found on more home stereos that allowed continuous play between records?,0,DESC
1358,What was the name of the first real-time software MP3 player?,1,ENTY
1359,What other popular music player did Apple compare their new product to?,3,HUM
1360,What kind of music style does Penina o Tiafau use?,1,ENTY
1361,What language does she mainly sing?,1,ENTY
1362,Music from Beyonce is generally categorized as what genre?,1,ENTY
1363,What movie was made in 1928?,1,ENTY
1364,Which 1986 movie contained a Queen theme song?,1,ENTY
1365,What Universal hit film was produced in 1974?,1,ENTY
1366,Which comic book had success with its first superhero in 1938?,1,ENTY
1367,What was the first comic to be published after Goodman formally adopted the name Marvel Comics?,1,ENTY
1368,What was the name of the adult themed comics imprint for Marvel with more explicit content?,1,ENTY
1369,Where does the Arctic tern migrate each year?,5,LOC
1370,What color is zinc?,1,ENTY
1371,What breed of penguin lives in Antarctica?,1,ENTY
1372,What did King Charles II's charter establish?,1,ENTY
1373,What was created when the Prussians defeated Austria??,1,ENTY
1374,What did Wilhelm Wien discover?,1,ENTY
1375,Crocodiles were threatened by what species?,1,ENTY
1376,What is the top predator in an environment called? ,1,ENTY
1377,What have animals in the CAR been threatened by ?,1,ENTY
1378,What breed was so prolific it became a prototype of hound?,1,ENTY
1379,What language is modern day Dalmatian based on?,1,ENTY
1380,How many main types of dogs are there?,4,NUM
1381,What is the Latin for Calalunya?,1,ENTY
1382,What was the Latin term for the Roman inns?,1,ENTY
1383,What word is capitalized in phonetics in Latin?,1,ENTY
1384,What product is processed cottonseed oil?,1,ENTY
1385,What type of oil is also known as suncryde?,1,ENTY
1386,What is also known as synClark oil?,1,ENTY
1387,What Marvel character was specifically created to appeal to the UK market?,3,HUM
1388,Who originally founded Marvel Comics?,3,HUM
1389,What animals are depicted on the Mogadishan canopies?,1,ENTY
1390,What large animals reside in the national park?,1,ENTY
1391,What are some animals in the Arthropoda group?,1,ENTY
1392,What major tennis event take place annually every August in New Haven?,1,ENTY
1393,Which borough of New York hosts the US Open Tennis championships?,5,LOC
1394,How many PGA championships has Southern Hills held?,4,NUM
1395,What century were most four influential books published?,4,NUM
1396,"According to The American Library Association, what rank did the book have among the most frequently challenged books from 2000 to 2009?",4,NUM
1397,What is regarded as the greatest literary work in Old English?,1,ENTY
1398,On what street is the New York Stock Exchange headquartered?,5,LOC
1399,What did the Shanghai Stock Exchange do?,0,DESC
1400,"Besides the Shanghai Stock Exchange, what other exchange suspended trading of southwestern China stock?",1,ENTY
1401,What film directed by Oscar Knightley won Best Short Film in 1996?,1,ENTY
1402,Which movie earned Madonna a Golden Globe Award?,1,ENTY
1403,What is Flora Gomes' most famous film?,1,ENTY
1404,What was a naginata?,0,DESC
1405,What types of deer does Oklahoma have a lot of?,1,ENTY
1406,Through what system are handguns being replacedby the U.S. Army?,1,ENTY
1407,What vowels are not separate phonemes?,1,ENTY
1408,What are the seven sees?,1,ENTY
1409,What were the first seven not connected to?,1,ENTY
1410,What monuments did Louis XIV have constructed?,5,LOC
1411,What type of fruit is exported from Valencia?,1,ENTY
1412,What is also a fruit?,1,ENTY
1413,What species of hardwood are hickory and mulberry trees?,1,ENTY
1414,What insects feed on other insects?,1,ENTY
1415,What do annelids' larvae like to eat?,1,ENTY
1416,What do insects gather from plants?,1,ENTY
1417,What is Sauerkraut typically served with in Alsace?,1,ENTY
1418,What is the most popular pub game?,1,ENTY
1419,What brewery was licensed in 1004?,3,HUM
1420,What law required that a pub offer at least one beer from a brewery it wasn't tied to?,1,ENTY
1421,What type of bottle conditioned beer is customarily poured with the yeast in it?,1,ENTY
1422,What kind of the wine is regularly consumed by the French?,1,ENTY
1423,What type of wine is believed to have more health benefits?,1,ENTY
1424,What city is Syrah red wine believed to have been named after?,5,LOC
1425,Green and what color are represented on the flag of Scotland?,1,ENTY
1426,What shade of red is England's traditional away colour shirts?,1,ENTY
1427,What flag has French origins?,1,ENTY
1428,Who is the largest vegetable producing district in the state?,3,HUM
1429,Which market has the largest open air flowerbed in the US?,5,LOC
1430,What is the main crop of the province?,1,ENTY
1431,What instrument did Chopin play for Charles Hallé when the latter visited him?,1,ENTY
1432,What instrument did he mostly compose for?,1,ENTY
1433,Which instrument do every one of his compositions include?,1,ENTY
1434,What legal document formed the basis of the pre-Constitutional Federal government of the United States?,1,ENTY
1435,What document rejected modern federalist government?,1,ENTY
1436,What was the name of the document Donald Rumsfeld wrote?,1,ENTY
1437,What British series is American Idols format based on?,1,ENTY
1438,What was the title of the first show seen on the BBC?,1,ENTY
1439,What series premiered in 2012?,1,ENTY
1440,What did Beamish and Crawford brewery take over in 1984?,1,ENTY
1441,What was created in 1987 to add to food so they will last longer on the shelf?,1,ENTY
1442,What company did Seagram buy in 1999?,3,HUM
1443,What is the name of the major daily editorial newspaper for the city of New Haven?,1,ENTY
1444, What is the other newspaper that serves Texas?,1,ENTY
1445,Which newspaper is the most produced through the state of Oklahoma?,1,ENTY
1446,what type of island group are the islands?,5,LOC
1447,What is the name of one of the Hanish Islands?,5,LOC
1448,"Crazy noises from indigenous animals, frequent storms and hazardous reefs earned the islands what name?",1,ENTY
1449,Which mammal is the smallest?,1,ENTY
1450,What animal has held the title of Bermuda's only native land vertabrate?,1,ENTY
1451,What insect can walk on the surface of water?,1,ENTY
1452,What devices were painted with radium paint?,1,ENTY
1453,"Before John Champion, what was the only element used to produce zinc?",1,ENTY
1454,What substance used in Napoleon's treatment is it suggested prevented his stomach from expelling arsenic compounds?,1,ENTY
1455,What is the color of U4-?,1,ENTY
1456,What color is orange associated with?,1,ENTY
1457,What are Barcelona's most often used change colors?,1,ENTY
1458,What book did Sir Henry Norman write after traveling to the Far East?,1,ENTY
1459,Who is the author of The Pillow Book?,3,HUM
1460,"Who published Du ""Cubisme""?",3,HUM
1461,What magazine broke the story of Paul VI pending saint hood?,1,ENTY
1462,What French Magazine cover did the media criticize?,1,ENTY
1463,What magazine had articles about Castro benefiting from corruption?,1,ENTY
1464,What is the effigy of Viscount Nelson wearing?,1,ENTY
1465,What was placed in the Queens left hand when she was placed in her coffin?,1,ENTY
1466,What Commonwealth symbols were embroidered on Elizabeth's gown?,1,ENTY
1467,What book did Frederick Lynch author?,1,ENTY
1468,What book did Sir Henry Norman write after traveling to the Far East?,1,ENTY
1469,What writer was known to visit both the Cheshire Cheese and the Prospect of Whitby?,3,HUM
1470,What title did Time magazine give to JFK in 1994?,3,HUM
1471,What was the name of the adult themed comics imprint for Marvel with more explicit content?,1,ENTY
1472,What is a common form of theft in companies?,1,ENTY
1473,Where does Thuringia steal it's lignite?,5,LOC
1474,What language was spoken by ethnic Estonians?,1,ENTY
1475,What's the native Pennsylvania Dutch word for the language?,1,ENTY
1476,What language was created in Shenandoah Valley?,1,ENTY
1477,What was Harrison's first single?,1,ENTY
1478,What popular game was demoed in just audio at the game shows?,1,ENTY
1479,What did Sony name their vibrating PS2 controller?,1,ENTY
1480,What are operational issues that the private sector has that hurts hiring?,0,DESC
1481,What caused the loss of local governments?,0,DESC
1482,What does a society have a low degree of if its government officials have little disctetion?,3,HUM
1483,"What invention, for which he is primarily known, did Eli Whitney develop in New Haven?",1,ENTY
1484,What three contributions to Atlantic City was Edward L. Bader known for?,0,DESC
1485,What did Philo T. Fletcher invent?,1,ENTY
1486,What is one of the least drank beverages in Eretria?,1,ENTY
1487,What beverage is not halal?,1,ENTY
1488,What drink company ended its relationship with American Idol during season 14?,3,HUM
1489,What war did America and Mexico fight in?,1,ENTY
1490,Which other war also caused a disconnect between paper money and precious metals?,1,ENTY
1491,What war took place in 1945?,1,ENTY
1492,What value system do Western scholars tend to use in analyzing societies?,1,ENTY
1493,What kind of systems are the traditional focus of linguistics?,1,ENTY
1494,What is taken as the basis of an analysis?,1,ENTY
1495,What monuments did Louis XIV have constructed?,5,LOC
1496,What famous statue signified the victory of the Greeks over a worthy enemy?,1,ENTY
1497,What other famous sculpture has had his art displayed at the Museo Soumaya?,1,ENTY
1498, What was John F. Kennedy's support of the President based on?,0,DESC
1499,"Historically, who in particular had dogs as companions?",3,HUM
1500,Who owned the rights to Oswald the Rabbit?,3,HUM
1501,What drugs are the least expensive to develop?,1,ENTY
1502,What drug effectively treated drugs?,1,ENTY
1503,What drugs were used for label uses?,1,ENTY
1504,What is the most common Masihi word?,1,ENTY
1505,When was Adolf Hitlers first visit to the Alps?,4,NUM
1506,What is Flora Gomes' most famous film?,1,ENTY
1507,For which film from 1982 did Schwarzenegger first gain fame?,1,ENTY
1508,What paint did Leonardo da Vinci recommend?,1,ENTY
1509,What painting of Duchamp's was not controversial?,1,ENTY
1510,Which 1907 piece did Picasso present in the show that introduced Cubism to the USA? ,1,ENTY
1511,What has many homophones?,1,ENTY
1512,"What is a tongue twister of a word that merely means ""cleanly divided""?",1,ENTY
1513,What vowels are not separate phonemes?,1,ENTY
1514,Which color of hair is most common among mammalian taxa?,1,ENTY
1515,Name the largest species of fish in the world.,1,ENTY
1516,What is the name of the dog in the Guinness Book of World Records for longest lived?,1,ENTY
1517,What do some fish use to kill larger creatures?,1,ENTY
1518,What are the fridges made of?,1,ENTY
1519,What is made out of cotton and reeds?,1,ENTY
1520,What were blueware ceramics made from?,1,ENTY
1521,What were Indians categorized as after they were included as others?,1,ENTY
1522,Where do Indians call themselves Isaai?,5,LOC
1523,What were Indigenous Americans living among Europeans called?,3,HUM
1524,What is the name of the Border collie that knew over 1000 words?,3,HUM
1525,What is the name of the dog in the Guinness Book of World Records for longest lived?,1,ENTY
1526,What is the name of the dog with three heads in Greek mythology?,1,ENTY
1527, What other instruments do the Chinese mandolin orchestras play?,1,ENTY
1528,What other instrument did the Tennessee string bands use? ,1,ENTY
1529,What did the Swingle Singers primarily use to emulate musical instruments?,1,ENTY
1530,What was the name of Southwestern Athletics's bear cub mascot?,3,HUM
1531,What was the name of Northwestern Athletics's bear cub mascot?,3,HUM
1532,What was the primary cause of the cholera outbreak in 19th century London?,0,DESC
1533,How many people were affected by the 2008 cholera epidemic?,4,NUM
1534,What disease plagued former Byzatine lands in the Late Middle Ages?,1,ENTY
1535,"In what year Z-Cars have ""Johnny Todd"" become its theme song?",4,NUM
1536,What Rod Stewart song in 1971 featured the mandolin?,1,ENTY
1537,What was the opening lyric from the Duck Tales theme show?,0,DESC
1538,What is the threat that extreme temperature causes in environment?,0,DESC
1539,What is a type of immune system disorder?,1,ENTY
1540,Which New York-based newspaper has won the Pulitzer Prize for journalism?,1,ENTY
1541,What other newspaper was accused of bias?,1,ENTY
1542,"The fictional detective, Nero Wolfe, preferred what newspaper to American newspapers?",1,ENTY
1543,What is one type of MCU bridge?,1,ENTY
1544,The Queensboro Bridge utilized what type of construction?,1,ENTY
1545,What architectural style does the Throgs Neck Bridge reflect?,1,ENTY
1546,Where do tubenosed birds breed?,5,LOC
1547,What happens in polygynous species with sexual dimophism?,0,DESC
1548,Where do the European pied flycatcher breed?,5,LOC
1549,What was a notable film that Turner colorized?,1,ENTY
1550,Who directed the 1962 film?,3,HUM
1551,What 1925 film was the first that made use of the three-strip Technicolor process?,1,ENTY
1552,What is the name of the author of Nineteen Eighty-Four?,3,HUM
1553,Which Wendt novel was made into a film directed by Paul Maunder?,1,ENTY
1554,What other kinds of ice are thicker than glaciers?,1,ENTY
1555,What are ice sheets that cover the sea called?,1,ENTY
1556,What animals are more sensitive to reduction of community area?,1,ENTY
1557,What have animals in the CAR been threatened by ?,1,ENTY
1558,"What animal was found with 17,000-year-old damage from tuberculosis?",1,ENTY
1559,Which Alaskan native starred in a film also set in Alaska?,3,HUM
1560,What movie featured that Steppenwolf single?,1,ENTY
1561,What Universal-International film was about a talking mule?,1,ENTY
1562,How long is the song The March of the Black Queen?,4,NUM
1563,"How many albums did ""Music"" sell in the first 10 days?",4,NUM
1564,What are most 78 rpm records made of?,1,ENTY
1565,What marvel character was announced at the first Marvelcon?,3,HUM
1566,"In what issue was Namor, The Sub-Mariner introduced?",0,DESC
1567,What Marvel character's stories are set in an area resembling the American Southwest?,3,HUM
1568,What alphabet did the missionaries bring to the West Slavs?,1,ENTY
1569,What alphabet was mainly used in West India?,1,ENTY
1570,Name another major group that Jews are often identified as belonging to?,3,HUM
1571,What does every computer program support?,1,ENTY
1572,What Apple program is used to communicate between computers and portable devices?,1,ENTY
1573,What is the name of the software that Apple introduced for running Windows XP?,1,ENTY
1574,What best selling author graduated from BYU in 1957?,3,HUM
1575,What century were most four influential books published?,4,NUM
1576,How many books were published before 1918?,4,NUM
1577,Which movie was a modern version of Thunderball?,1,ENTY
1578,What movie did Beyonce act in 2006?,1,ENTY
1579,Which film did Beyoncé star with Steve Martin in?,1,ENTY
1580,What is the name of the Austrian comrade Tito met in Moscow in 1936?,3,HUM
1581,"What leader tried to unite all people considered themselves ""German""",3,HUM
1582,"Who was the Prussian ruler who at first  claimed he would help Austria in its battle with France, but later refused to?",3,HUM
1583,Who was the earliest known southern music artist?,3,HUM
1584,What happened before the 1980s?,0,DESC
1585,What event played a major part in the decline of the economy during 1999?,1,ENTY
1586,What happened in 1970?,0,DESC
1587,What is the name of the big rowing races?,1,ENTY
1588,What features 33 strokes?,0,DESC
1589,What gives remaining stroke numbers?,0,DESC
1590,What type of snakes are common in Gash Barka?,1,ENTY
1591,How many types of poisonous mollusks are there in the wild?,4,NUM
1592,What is the Latin for Calalunya?,1,ENTY
1593,What language is closest to Latin?,1,ENTY
1594,What is the latin word for architecture?,1,ENTY
1595,In which recording studio did the Beatles do much of their recording? ,5,LOC
1596,Who said of the album Exile on Main St.; it was not the Rolling Stones finest album?,3,HUM
1597,What was the name of one of the band members in the Beatles?,3,HUM
1598,All large mammal species have gone extinct in what countries?,5,LOC
1599,What extinct species of hominid that lived throughout most of the Pleistocene geological period is believed to have dwelled in Myanmar?,1,ENTY
1600,What famous panda was killed under the rubble?,3,HUM
1601,What is the name of the big rowing races?,1,ENTY
1602,What is the name of the first torchbearer for the 2008 Olympics?,3,HUM
1603,Which medal did Greece's women's water polo team win at the 2004 Summer Olympics?,1,ENTY
1604,What was Jesus offered to drink after his arrest?,1,ENTY
1605,What is one of the least drank beverages in Eretria?,1,ENTY
1606,"The fictional detective, Nero Wolfe, preferred what newspaper to American newspapers?",1,ENTY
1607,In what year was the first known solar eclipse?,4,NUM
1608,What event occurs on New Year's Eve?,1,ENTY
1609,What event did David Henige believe might have happened instead of a solar eclipse?,1,ENTY
1610,What type of map originated in China?,1,ENTY
1611,What are the main crops grown in China?,1,ENTY
1612,What is another name for standard written chinese?,1,ENTY
1613,What breed was so prolific it became a prototype of hound?,1,ENTY
1614,What is the name of the dog in the Guinness Book of World Records for longest lived?,1,ENTY
1615,What is the name of the Border collie that knew over 1000 words?,3,HUM
1616,What is not experienced by objects moving against a geodesic?,1,ENTY
1617,What is movement by ripples called?,1,ENTY
1618,What is it called when people have symptoms?,1,ENTY
1619,What is a term for rare diseases in some territories?,1,ENTY
1620,What was the popular name of the disease that caused many casualties during the Walcheren Campaign?,1,ENTY
1621,In which recording studio did the Beatles do much of their recording? ,5,LOC
1622,What was the name of one of the band members in the Beatles?,3,HUM
1623,What was the name of the White Rabbits' album?,1,ENTY
1624,What are the three main native Alaskan language families?,1,ENTY
1625,What's the native Pennsylvania Dutch word for the language?,1,ENTY
1626,"At least how many native Alaskan languages exist, according to the Alaska Native Language Center?",4,NUM
1627,What is the most common bird found in the Alps?,1,ENTY
1628,"Which species of birds were recorded 3,000 years ago?",1,ENTY
1629,What is the only type of bird listed in the Encyclopedia Britannica as poultry?,1,ENTY
1630,What event decimated urban populations in the 13th century?,1,ENTY
1631,What was the most affected area of The Great Fire of 1892?,5,LOC
1632,What happened in 1899?,0,DESC
1633,What is literary historical writing sometimes called?,1,ENTY
1634,What is the coding called that is used with speech?,1,ENTY
1635,A definition of literature that incorporates style and the poetic nature of prose is what?,0,DESC
1636,What is the name of the ABC Family show whose theme is entirely a capella?,1,ENTY
1637,What was the show called by other networks?,1,ENTY
1638,what popular show has aired on the CBC since its inception in 1952?,1,ENTY
1639,What war resulted in Russia shrinking further during 1918?,1,ENTY
1640,What famous encyclopedia contains a Russian back-transliteration of Estonian?,1,ENTY
1641,Which unofficial name was Russia given at the start of 1918?,3,HUM
1642,What animal's food sources were greatly affected with the loss of wolves in Yellowstone National Park?,1,ENTY
1643,What is one thing bears use to find their prey?,1,ENTY
1644,What does the Spanish ibex eat?,1,ENTY
