,Reviews,Ratings
1165,"it 's also curious to note that this film , like the similarly ill timed antitrust , is easily as bad at a fraction the budget",0
1166,do n't let the subtitles fool you the movie only proves that hollywood no longer has a monopoly on mindless action,0
1167,the only type of lives this glossy comedy drama resembles are ones in formulaic mainstream movies,0
1168,fulford wierzbicki deftly captures the wise beyond her years teen,1
1169,"you see the movie and you think , zzzzzzzzz",0
1170,much of this slick and sprightly cgi feature is sufficiently funny to amuse even the most resolutely unreligious parents who escort their little ones to megaplex screenings,1
1171,"a tightly directed , highly professional film that 's old fashioned in all the best possible ways",1
1172,confessions is without a doubt a memorable directorial debut from king hunk,1
1173,best enjoyed as a work of fiction inspired by real life events,1
1174,this is a heartfelt story it just is n't a very involving one,0
1175,schnitzler does a fine job contrasting the sleekness of the film 's present with the playful paranoia of the film 's past ',1
1176,"george clooney , in his first directorial effort , presents this utterly ridiculous shaggy dog story as one of the most creative , energetic and original comedies to hit the screen in years",1
1177,"` martin lawrence live ' is so self pitying , i almost expected there to be a collection taken for the comedian at the end of the show",0
1178,"the screenplay does too much meandering , norton has to recite bland police procedural details , fiennes wanders around in an attempt to seem weird and distanced , hopkins looks like a drag queen",0
1179,"if oscar had a category called best bad film you thought was going to be really awful but was n't , guys would probably be duking it out with the queen of the damned for the honor",0
1180,"anyone else who may , for whatever reason , be thinking about going to see this movie is hereby given fair warning",0
1181,i could n't help but feel the wasted potential of this slapstick comedy,0
1182,the latest vapid actor 's exercise to appropriate the structure of arthur schnitzler 's reigen,0
1183,majidi 's direction has never been smoother or more confident,1
1184,there 's only one way to kill michael myers for good stop buying tickets to these movies,0
1185,"fear permeates the whole of stortelling , todd solondz ' oftentimes funny , yet ultimately cowardly autocritique",1
1186,"falsehoods pile up , undermining the movie 's reality and stifling its creator 's comic voice",0
1187,bland but harmless,0
1188,like leafing through an album of photos accompanied by the sketchiest of captions,0
1189,"judd 's characters ought to pick up the durable best seller smart women , foolish choices for advice",0
1190,"the criticism never rises above easy , cynical potshots at morally bankrupt characters",0
1191,"adolescents will be adequately served by the movie 's sophomoric blend of shenanigans and slapstick , although the more lascivious minded might be disappointed in the relative modesty of a movie that sports a ` topless tutorial service '",1
1192,about the best thing you could say about narc is that it 's a rock solid little genre picture,1
1193,"an unbelievably stupid film , though occasionally fun enough to make you forget its absurdity",0
1194,star producer salma hayek and director julie taymor have infused frida with a visual style unique and inherent to the titular character 's paintings and in the process created a masterful work of art of their own,1
1195,"what lrb denis rrb accomplishes in his chilling , unnerving film is a double portrait of two young women whose lives were as claustrophic , suffocating and chilly as the attics to which they were inevitably consigned",1
1196,"to build a feel good fantasy around a vain dictator madman is off putting , to say the least , not to mention inappropriate and wildly undeserved",0
1197,a generic bloodbath that often becomes laughably unbearable when it is n't merely offensive,0
1198,judith and zaza 's extended bedroom sequence is so intimate and sensual and funny and psychologically self revealing that it makes most of what passes for sex in the movies look like cheap hysterics,1
1199,"with an unusual protagonist lrb a kilt wearing jackson rrb and subject matter , the improbable `` formula 51 '' is somewhat entertaining , but it could have been much stronger",1
1200,"this is the kind of movie during which you want to bang your head on the seat in front of you , at its cluelessness , at its idiocy , at its utterly misplaced earnestness",0
1201,its appeal will probably limited to lds church members and undemanding armchair tourists,0
1202,the latest adam sandler assault and possibly the worst film of the year,0
1203,"the determination of pinochet 's victims to seek justice , and their often heartbreaking testimony , spoken directly into director patricio guzman 's camera , pack a powerful emotional wallop",1
1204,"a beautiful , timeless and universal tale of heated passions jealousy , betrayal , forgiveness and murder",1
1205,"hill looks to be going through the motions , beginning with the pale script",0
1206,"who needs mind bending drugs when they can see this , the final part of the ` qatsi ' trilogy , directed by godfrey reggio , with music by philip glass ?",1
1207,disjointed parody,0
1208,"typical anim , with cheapo animation lrb like saturday morning tv in the '60s rrb , a complex sword and sorcery plot and characters who all have big round eyes and japanese names",0
1209,you ca n't believe anyone would really buy this stuff,0
1210,"the plot is nothing but boilerplate clich s from start to finish , and the script assumes that not only would subtlety be lost on the target audience , but that it 's also too stupid to realize that they 've already seen this exact same movie a hundred times",0
1211,"twenty years later , e t is still a cinematic touchstone",1
1212,"angela gheorghiu as famous prima donna floria tosca , roberto alagna as her lover mario cavaradossi , and ruggero as the villainous , lecherous police chief scarpia , all sing beautifully and act adequately",1
1213,gondry 's direction is adequate but what gives human nature its unique feel is kaufman 's script,1
1214,"though this rude and crude film does deliver a few gut busting laughs , its digs at modern society are all things we 've seen before",0
1215,one of the most exciting action films to come out of china in recent years,1
1216,glizty but formulaic and silly cagney 's ` top of the world ' has been replaced by the bottom of the barrel,0
1217,makes a joke out of car chases for an hour and then gives us half an hour of car chases,0
1218,"lrb a rrb soulless , stupid sequel",0
1219,"with a large cast representing a broad cross section , tavernier 's film bounds along with the rat a tat energy of `` his girl friday , '' maintaining a light touch while tackling serious themes",1
1220,"unpretentious , charming , quirky , original",1
1221,"humorless , self conscious art drivel , made without a glimmer of intelligence or invention",0
1222,told just proficiently enough to trounce its overly comfortable trappings,1
1223,"if you have n't seen the film lately , you may be surprised at the variety of tones in spielberg 's work",1
1224,any movie that makes hard work seem heroic deserves a look,1
1225,"it 's a thin notion , repetitively stretched out to feature length , awash in self consciously flashy camera effects , droning house music and flat , flat dialogue",0
1226,"a dull , dumb and derivative horror film",0
1227,how about surprising us by trying something new ?,0
1228,"an energetic , violent movie with a momentum that never lets up",1
1229,"even by the intentionally low standards of frat boy humor , sorority boys is a bowser",0
1230,"an affable but undernourished romantic comedy that fails to match the freshness of the actress producer and writer 's previous collaboration , miss congeniality",0
1231,"it really is a shame that more wo n't get an opportunity to embrace small , sweet ` evelyn '",1
1232,caviezel embodies the transformation of his character completely,1
1233,"i found it slow , predictable and not very amusing",0
1234,see it,1
1235,"as played by ryan gosling , danny is a frighteningly fascinating contradiction",1
1236,"the movie spends more time with schneider than with newcomer mcadams , even though her performance is more interesting lrb and funnier rrb than his",0
1237,"oh , and more entertaining , too",1
1238,"the genius of the work speaks volumes , offering up a hallucinatory dreamscape that frustrates and captivates",1
1239,"austin powers for the most part is extremely funny , the first part making up for any flaws that come later",1
1240,"a worthy addition to the cinematic canon , which , at last count , numbered 52 different versions",1
1241,"if you like blood , guts and crazy beasts stalking men with guns though you will likely enjoy this monster",1
1242,"it is a popcorn film , not a must own , or even a must see",0
1243,how inept is serving sara ?,0
1244,"a thoughtful , reverent portrait of what is essentially a subculture , with its own rules regarding love and family , governance and hierarchy",1
1245,"lrb caine rrb proves once again he has n't lost his touch , bringing off a superb performance in an admittedly middling film",1
1246,"a vibrant whirlwind of love , family and all that goes with it , my big fat greek wedding is a non stop funny feast of warmth , colour and cringe",1
1247,"the film , like jimmy 's routines , could use a few good laughs",0
1248,"like a skillful fisher , the director uses the last act to reel in the audience since its poignancy hooks us completely",1
1249,"but once the falcon arrives in the skies above manhattan , the adventure is on red alert",1
1250,"as antonia is assimilated into this newfangled community , the film settles in and becomes compulsively watchable in a guilty pleasure , daytime drama sort of fashion",1
1251,this is n't a new idea,0
1252,"on a cutting room floor somewhere lies footage that might have made no such thing a trenchant , ironic cultural satire instead of a frustrating misfire",0
1253,that haynes can both maintain and dismantle the facades that his genre and his character construct is a wonderous accomplishment of veracity and narrative grace,1
1254,"just bring on the battle bots , please !",1
1255,"but first , you have to give the audience a reason to want to put for that effort",0
1256,"for all the dolorous trim , secretary is a genial romance that maintains a surprisingly buoyant tone throughout , notwithstanding some of the writers ' sporadic dips into pop freudianism",1
1257,"a bright , inventive , thoroughly winning flight of revisionist fancy",1
1258,just about the surest bet for an all around good time at the movies this summer,1
1259,those of you who are not an eighth grade girl will most likely doze off during this one,0
1260,a rambling ensemble piece with loosely connected characters and plots that never quite gel,0
1261,greg kinnear gives a mesmerizing performance as a full fledged sex addict who is in complete denial about his obsessive behavior,1
1262,this action thriller dark comedy is one of the most repellent things to pop up in a cinematic year already littered with celluloid garbage,0
1263,"metaphors abound , but it is easy to take this film at face value and enjoy its slightly humorous and tender story",1
1264,"the movie is the equivalent of french hip hop , which also seems to play on a 10 year delay",0
1265,a well rounded tribute to a man whose achievements and complexities reached far beyond the end zone,1
1266,the film presents classic moral condundrum drama what would you have done to survive ?,1
1267,"both shrill and soporific , and because everything is repeated five or six times , it can seem tiresomely simpleminded",0
1268,"a rich tale of our times , very well told with an appropriate minimum of means",1
1269,"the action here is unusually tame , the characters are too simplistic to maintain interest , and the plot offers few surprises",0
1270,"the four feathers has rewards , from the exoticism of its seas of sand to the fierce grandeur of its sweeping battle scenes",1
1271,"there 's a delightfully quirky movie to be made from curling , but brooms is n't it",0
1272,i suspect that there are more interesting ways of dealing with the subject,0
1273,a very good film sits in the place where a masterpiece should be,1
1274,changing lanes is an anomaly for a hollywood movie it 's a well written and occasionally challenging social drama that actually has something interesting to say,1
1275,"flat out amusing , sometimes endearing and often fabulous , with a solid cast , noteworthy characters , delicious dialogue and a wide supply of effective sight gags",1
1276,"passionate , irrational , long suffering but cruel as a tarantula , helga figures prominently in this movie , and helps keep the proceedings as funny for grown ups as for rugrats",1
1277,"whenever you think you 've figured out late marriage , it throws you for a loop",1
1278,"the story 's scope and pageantry are mesmerizing , and mr day lewis roars with leonine power",1
1279,"one problem with the movie , directed by joel schumacher , is that it jams too many prefabricated story elements into the running time",0
1280,"barely manages for but a few seconds over its seemingly eternal running time to pique your interest , your imagination , your empathy or anything , really , save your disgust and your indifference",0
1281,the story the movie tells is of brian de palma 's addiction to the junk calorie suspense tropes that have all but ruined his career,0
1282,"miyazaki has created such a vibrant , colorful world , it 's almost impossible not to be swept away by the sheer beauty of his images",1
1283,"it 's not a bad premise , just a bad movie",0
1284,"when one hears harry shearer is going to make his debut as a film director , one would hope for the best",1
1285,"if you enjoy being rewarded by a script that assumes you are n't very bright , then blood work is for you",0
1286,great dragons !,1
1287,"the powerful success of read my lips with such provocative material shows why , after only three films , director co writer jacques audiard , though little known in this country , belongs in the very top rank of french filmmakers",1
1288,"most fish stories are a little peculiar , but this is one that should be thrown back in the river",0
1289,a word of advice to the makers of the singles ward celebrity cameos do not automatically equal laughs,0
1290,kinnear and dafoe give what may be the performances of their careers,1
1291,"a pathetic exploitation film that tries to seem sincere , and just seems worse for the effort",0
1292,"pratfalls aside , barbershop gets its greatest play from the timeless spectacle of people really talking to each other",1
1293,`` one look at a girl in tight pants and big tits and you turn stupid ? '',0
1294,kids should have a stirring time at this beautifully drawn movie,1
1295,an unfortunate title for a film that has nothing endearing about it,0
1296,david spade as citizen kane ?,0
1297,"director tom dey demonstrated a knack for mixing action and idiosyncratic humor in his charming 2000 debut shanghai noon , but showtime 's uninspired send up of tv cop show cliches mostly leaves him shooting blanks",1
1298,"director george hickenlooper has had some success with documentaries , but here his sense of story and his juvenile camera movements smack of a film school undergrad , and his maudlin ending might not have gotten him into film school in the first place",0
1299,"like kubrick , soderbergh is n't afraid to try any genre and to do it his own way",1
1300,the very definition of what critics have come to term an `` ambitious failure '',0
1301,"i can imagine this movie as a b w british comedy , circa 1960 , with peter sellers , kenneth williams , et al , but at this time , with this cast , this movie is hopeless",0
1302,at times auto focus feels so distant you might as well be watching it through a telescope,0
1303,a brutally dry satire of middle american numbness,0
1304,"it is philosophy , illustrated through everyday events",1
1305,this is one of the year 's best films,1
1306,the wild thornberrys movie is pleasant enough and the message of our close ties with animals can certainly not be emphasized enough,1
1307,"sounding like arnold schwarzenegger , with a physique to match , lrb ahola rrb has a wooden delivery and encounters a substantial arc of change that does n't produce any real transformation",0
1308,the strength of the film lies in its two central performances by sven wollter as the stricken composer and viveka seldahl as his desperate violinist wife,1
1309,absorbing character study by andr turpin,1
1310,"unfortunately , that 's precisely what arthur dong 's family fundamentals does",0
1311,"instead , she sees it as a chance to revitalize what is and always has been remarkable about clung to traditions",1
1312,an odd drama set in the world of lingerie models and bar dancers in the midwest that held my interest precisely because it did n't try to,1
1313,"a headline fresh thriller set among orthodox jews on the west bank , joseph cedar 's time of favor manages not only to find a compelling dramatic means of addressing a complex situation , it does so without compromising that complexity",1
1314,"the way home is an ode to unconditional love and compassion garnered from years of seeing it all , a condition only the old are privy to , and often misconstrued as weakness",1
1315,a rude black comedy about the catalytic effect a holy fool has upon those around him in the cutthroat world of children 's television,0
1316,"despite its lavish formalism and intellectual austerity , the film manages to keep you at the edge of your seat with its shape shifting perils , political intrigue and brushes with calamity",1
1317,"coppola 's directorial debut is an incredibly layered and stylistic film that , despite a fairly slow paced , almost humdrum approach to character development , still manages at least a decent attempt at meaningful cinema",1
1318,"so we got ten little indians meets friday the 13th by way of clean and sober , filmed on the set of carpenter 's the thing and loaded with actors you 're most likely to find on the next inevitable incarnation of the love boat",0
1319,"with its lackadaisical plotting and mindless action , all about the benjamins evokes the bottom tier of blaxploitation flicks from the 1970s",0
1320,among the many pleasures are the lively intelligence of the artists and their perceptiveness about their own situations,1
1321,"a reminder that beyond all the hype and recent digital glitz , spielberg knows how to tell us about people",1
1322,collapses under its own meager weight,0
1323,does n't deserve a passing grade lrb even on a curve rrb,0
1324,"white oleander may leave you rolling your eyes in the dark , but that does n't mean you wo n't like looking at it",1
1325,at once disarmingly straightforward and strikingly devious,1
1326,"if you 're looking for a smart , nuanced look at de sade and what might have happened at picpus , sade is your film",1
1327,i do n't blame eddie murphy but should n't owen wilson know a movie must have a story and a script ?,0
1328,a manipulative feminist empowerment tale thinly posing as a serious drama about spousal abuse,0
1329,this in depth study of important developments of the computer industry should make it required viewing in university computer science departments for years to come,1
1330,the script becomes lifeless and falls apart like a cheap lawn chair,0
1331,this is one of those war movies that focuses on human interaction rather than battle and action sequences and it 's all the stronger because of it,1
1332,so devoid of pleasure or sensuality that it can not even be dubbed hedonistic,0
1333,"solondz is without doubt an artist of uncompromising vision , but that vision is beginning to feel , if not morally bankrupt , at least terribly monotonous",0
1334,"here 's a case of two actors who do everything humanly possible to create characters who are sweet and believable , and are defeated by a screenplay that forces them into bizarre , implausible behavior",0
1335,"`` catch me '' feels capable of charming the masses with star power , a pop induced score and sentimental moments that have become a spielberg trademark",1
1336,`` solaris '' is a shapeless inconsequential move relying on the viewer to do most of the work,0
1337,"lrb t rrb his slop does n't even have potential as a cult film , as it 's too loud to shout insults at the screen",0
1338,it reduces the complexities to bromides and slogans and it gets so preachy keen and so tub thumpingly loud it makes you feel like a chump just for sitting through it,0
1339,"while solondz tries and tries hard , storytelling fails to provide much more insight than the inside column of a torn book jacket",0
1340,"pacino and williams seem to keep upping the ante on each other , just as their characters do in the film",1
1341,this is n't a movie it 's a symptom,0
1342,by the end you ca n't help but feel ` stoked ',1
1343,half past dead is just such an achievement,1
1344,"on its own , it 's not very interesting",0
1345,"ignore the reputation , and ignore the film",0
1346,"the performances of the children , untrained in acting , have an honesty and dignity that breaks your heart",1
1347,peter jackson has done the nearly impossible,1
1348,"the movie enters a realm where few non porn films venture , and comes across as darkly funny , energetic , and surprisingly gentle",1
1349,"director chris wedge and screenwriters michael berg , michael j wilson and peter ackerman create some episodes that rival vintage looney tunes for the most creative mayhem in a brief amount of time",1
1350,and it 's not that funny which is just generally insulting,0
1351,evokes the style and flash of the double cross that made mamet 's `` house of games '' and last fall 's `` heist '' so much fun,1
1352,"the efforts of its star , kline , to lend some dignity to a dumb story are for naught",0
1353,"one of the most original american productions this year , you 'll find yourself remembering this refreshing visit to a sunshine state",1
1354,"the more you think about the movie , the more you will probably like it",1
1355,some like it hot on the hardwood proves once again that a man in drag is not in and of himself funny,0
1356,there 's a lot of tooth in roger dodger,1
1357,a brutal and funny work,1
1358,"ramsay is clearly extraordinarily talented , and based on three short films and two features , here 's betting her third feature will be something to behold",1
1359,"we never feel anything for these characters , and as a result the film is basically just a curiosity",0
1360,"director shekhar kapur and screenwriters michael schiffer and hossein amini have tried hard to modernize and reconceptualize things , but the barriers finally prove to be too great",0
1361,"melds derivative elements into something that is often quite rich and exciting , and always a beauty to behold",1
1362,it 's like going to a house party and watching the host defend himself against a frothing ex girlfriend,0
1363,a great companion piece to other napoleon films,1
1364,it aimlessly and unsuccessfully attempts to fuse at least three dull plots into one good one,0
1365,"however , it 's pleasant enough and its ecological , pro wildlife sentiments are certainly welcome",1
1366,"between bursts of automatic gunfire , the story offers a trenchant critique of capitalism",1
1367,kinnear gives his best screen performance with an oddly winning portrayal of one of life 's ultimate losers,1
1368,it has plenty of laughs,1
1369,"beautifully crafted , engaging filmmaking that should attract upscale audiences hungry for quality and a nostalgic , twisty yarn that will keep them guessing",1
1370,"but the problem with wendigo , for all its effective moments , is n't really one of resources",0
1371,"transcends its agenda to deliver awe inspiring , at times sublime , visuals and offer a fascinating glimpse into the subculture of extreme athletes whose derring do puts the x into the games",1
1372,lrb denis ' rrb bare bones narrative more closely resembles an outline for a '70s exploitation picture than the finished product,0
1373,snipes is both a snore and utter tripe,0
1374,"the chateau has one very funny joke and a few other decent ones , but all it amounts to is a mildly funny , sometimes tedious , ultimately insignificant film",0
1375,"not only is entry number twenty the worst of the brosnan bunch , it 's one of the worst of the entire franchise",0
1376,shot like a postcard and overacted with all the boozy self indulgence that brings out the worst in otherwise talented actors,0
1377,"stephen earnhart 's documentary is a decomposition of healthy eccentric inspiration and ambition wearing a cloak of unsentimental , straightforward text when it 's really an exercise in gross romanticization of the delusional personality type",0
1378,"77 minutes of pokemon may not last 4ever , it just seems like it does",0
1379,"a colorful , vibrant introduction to a universal human impulse , lushly photographed and beautifully recorded",1
1380,"a droll , bitchy frolic which pokes fun at the price of popularity and small town pretension in the lone star state",0
1381,full of surprises,1
1382,"whether or not ram dass proves as clear and reliable an authority on that as he was about inner consciousness , fierce grace reassures us that he will once again be an honest and loving one",1
1383,"the whole thing 's fairly lame , making it par for the course for disney sequels",0
1384,"vividly demonstrates that the director of such hollywood blockbusters as patriot games can still turn out a small , personal film with an emotional wallop",1
1385,one of the best rock documentaries ever,1
1386,"as david letterman and the onion have proven , the worst of tragedies can be fertile sources of humor , but lawrence has only a fleeting grasp of how to develop them",0
1387,somehow ms griffiths and mr pryce bring off this wild welsh whimsy,1
1388,"if the film 's vision of sport as a secular religion is a bit cloying , its through line of family and community is heartening in the same way that each season marks a new start",1
1389,"while somewhat less than it might have been , the film is a good one , and you 've got to hand it to director george clooney for biting off such a big job the first time out",1
1390,"if anything , the film is doing something of a public service shedding light on a group of extremely talented musicians who might otherwise go unnoticed and underappreciated by music fans",1
1391,"boasting some of the most poorly staged and lit action in memory , impostor is as close as you can get to an imitation movie",0
1392,"claude chabrol 's camera has a way of gently swaying back and forth as it cradles its characters , veiling tension beneath otherwise tender movements",1
1393,the crassness of this reactionary thriller is matched only by the ridiculousness of its premise,0
1394,"anyone who welcomes a dash of the avant garde fused with their humor should take pleasure in this crazed , joyous romp of a film",1
1395,"it 's about as convincing as any other arnie musclefest , but has a little too much resonance with real world events and ultimately comes off as insultingly simplistic",0
1396,nothing more or less than an outright bodice ripper it should have ditched the artsy pretensions and revelled in the entertaining shallows,0
1397,"precocious smarter than thou wayward teen struggles to rebel against his oppressive , right wing , propriety obsessed family",1
1398,` unfaithful ' cheats on itself and retreats to comfortable territory,0
1399,"yes , spirited away is a triumph of imagination , but it 's also a failure of storytelling",0
1400,"much of the digitally altered footage appears jagged , as if filmed directly from a television monitor , while the extensive use of stock footage quickly becomes a tiresome clich",0
1401,"the fluid motion is astounding on any number of levels including the physical demands made on b ttner and it implies in its wake the intractable , irreversible flow of history",1
1402,derailed by bad writing and possibly also by some of that extensive post production reworking to aim the film at young males in the throes of their first full flush of testosterone,0
1403,i like it,1
1404,"birot creates a drama with such a well defined sense of place and age as in , 15 years old that the torments and angst become almost as operatic to us as they are to her characters",1
1405,"` god help us , but capra and cooper are rolling over in their graves '",0
1406,poignant japanese epic about adolescent anomie and heartbreak,1
1407,"a little uneven to be the cat 's meow , but it 's good enough to be the purr",1
1408,"lrb there 's rrb quite a bit of heart , as you would expect from the directors of the little mermaid and aladdin",1
1409,"it 's a hoot watching the rock chomp on jumbo ants , pull an arrow out of his back , and leap unscathed through raging fire !",1
1410,giggling at the absurdities and inconsistencies is part of the fun,1
1411,the film is insightful about kissinger 's background and history,1
1412,it makes me feel weird thinking about all the bad things in the world like puppies with broken legs and butterflies that die and movies starring pop queens,0
1413,"a brilliant , absurd collection of vignettes that , in their own idiosyncratic way , sum up the strange horror of life in the new millennium",1
1414,"beautiful , cold , oddly colorful and just plain otherworldly , a freaky bit of art that 's there to scare while we delight in the images",1
1415,this is n't a stand up and cheer flick it 's a sit down and ponder affair,1
1416,this story still seems timely and important,1
1417,"a sloppy , amusing comedy that proceeds from a stunningly unoriginal premise",1
1418,"jae eun jeong 's take care of my cat brings a beguiling freshness to a coming of age story with such a buoyant , expressive flow of images that it emerges as another key contribution to the flowering of the south korean cinema",1
1419,"the film 's appeal has a lot to do with the casting of juliette binoche as sand , who brings to the role her pale , dark beauty and characteristic warmth",1
1420,"like the english patient and the unbearable lightness of being , the hours is one of those reputedly `` unfilmable '' novels that has bucked the odds to emerge as an exquisite motion picture in its own right",1
1421,the footage of the rappers at play and the prison interview with suge knight are just two of the elements that will grab you,1
1422,"lrb f rrb rom the performances and the cinematography to the outstanding soundtrack and unconventional narrative , the film is blazingly alive and admirable on many levels",1
1423,it 's bedeviled by labored writing and slack direction,0
1424,it is too bad that this likable movie is n't more accomplished,0
1425,"quiet , adult and just about more stately than any contemporary movie this year a true study , a film with a questioning heart and mind that is n't afraid to admit it does n't have all the answers",1
1426,"although god is great addresses interesting matters of identity and heritage , it 's hard to shake the feeling that it was intended to be a different kind of film",0
1427,you can not guess why the cast and crew did n't sign a pact to burn the negative and the script and pretend the whole thing never existed,0
1428,feel free to go get popcorn whenever he 's not onscreen,0
1429,"definitely funny stuff , but it 's more of the ` laughing at ' variety than the ` laughing with '",1
1430,pray does n't have a passion for the material,0
1431,plays like an unbalanced mixture of graphic combat footage and almost saccharine domestic interludes that are pure hollywood,0
1432,"the increasingly diverse french director has created a film that one can honestly describe as looking , sounding and simply feeling like no other film in recent history",1
1433,"the film is a confusing melange of tones and styles , one moment a romantic trifle and the next a turgid drama",0
1434,"lush and beautifully photographed lrb somebody suggested the stills might make a nice coffee table book rrb , but ultimately you 'll leave the theater wondering why these people mattered",0
1435,"instead of using george and lucy 's most obvious differences to ignite sparks , lawrence desperately looks elsewhere , seizing on george 's haplessness and lucy 's personality tics",0
1436,it recycles every clich about gays in what is essentially an extended soap opera,0
1437,one of the most splendid entertainments to emerge from the french film industry in years,1
1438,"the piano teacher , like its title character , is repellantly out of control",0
1439,the basic premise is intriguing but quickly becomes distasteful and downright creepy,0
1440,"it is ok for a movie to be something of a sitcom apparatus , if the lines work , the humor has point and the actors are humanly engaged",1
1441,"too campy to work as straight drama and too violent and sordid to function as comedy , vulgar is , truly and thankfully , a one of a kind work",0
1442,this romantic comedy asks the question how much souvlaki can you take before indigestion sets in,0
1443,"visually breathtaking , viscerally exciting , and dramatically moving , it 's the very definition of epic adventure",1
1444,full frontal had no effect and elicited no sympathies for any of the characters,0
1445,"the movie is n't painfully bad , something to be ` fully experienced ' it 's just tediously bad , something to be fully forgotten",0
1446,"if you 've the patience , there are great rewards here",1
1447,"devolves into the derivative , leaning on badly rendered cgi effects",0
1448,"it 's the type of film about growing up that we do n't see often enough these days realistic , urgent , and not sugarcoated in the least",1
1449,remember back when thrillers actually thrilled ?,0
1450,perhaps even the slc high command found writer director mitch davis 's wall of kitsch hard going,0
1451,the acting is fine but the script is about as interesting as a recording of conversations at the wal mart checkout line,0
1452,writer director alexander payne lrb election rrb and his co writer jim taylor brilliantly employ their quirky and fearless ability to look american angst in the eye and end up laughing,1
1453,"if you can push on through the slow spots , you 'll be rewarded with some fine acting",1
1454,"chris columbus ' sequel is faster , livelier and a good deal funnier than his original",1
1455,this is the stuff that disney movies are made of,1
1456,what 's invigorating about it is that it does n't give a damn,1
1457,"it 's difficult to conceive of anyone who has reached puberty actually finding the characters in slackers or their antics amusing , let alone funny",0
1458,the film is a verbal duel between two gifted performers,1
1459,it 's makes a better travelogue than movie,0
1460,it 's a masterpiece,1
1461,"been there , done that , liked it much better the first time around when it was called the professional",0
1462,i have to admit i walked out of runteldat,0
1463,a movie so bad that it quickly enters the pantheon of wreckage that includes battlefield earth and showgirls,0
1464,but it makes for one of the most purely enjoyable and satisfying evenings at the movies i 've had in a while,1
1465,the unexplored story opportunities of `` punch drunk love '' may have worked against the maker 's minimalist intent but it is an interesting exercise by talented writer director anderson,1
1466,there are now two signs that m night shyamalan 's debut feature sucked up all he has to give to the mystic genres of cinema unbreakable and signs,0
1467,"if cinema had been around to capture the chaos of france in the 1790 's , one imagines the result would look like something like this",1
1468,"this quiet , introspective and entertaining independent is worth seeking",1
1469,"what little atmosphere is generated by the shadowy lighting , macabre sets , and endless rain is offset by the sheer ugliness of everything else",0
1470,what `` empire '' lacks in depth it makes up for with its heart,1
1471,"the usual movie rah rah , pleasantly and predictably delivered in low key style by director michael apted and writer tom stoppard",1
1472,"this starts off with a 1950 's doris day feel and it gets very ugly , very fast",0
1473,"standing by yourself is haunting lrb it 's rrb what punk rock music used to be , and what the video medium could use more of spirit , perception , conviction",1
1474,"a lot like the imaginary sport it projects onto the screen loud , violent and mindless",0
1475,"all in all , a great party",1
1476,"a thriller with an edge which is to say that it does n't follow the stale , standard , connect the dots storyline which has become commonplace in movies that explore the seamy underbelly of the criminal world",1
1477,lrb seems rrb even more uselessly redundant and shamelessly money grubbing than most third rate horror sequels,0
1478,credit director ramsay for taking the sometimes improbable story and making it feel realistic,1
1479,"it 's a feel bad ending for a depressing story that throws a bunch of hot button items in the viewer 's face and asks to be seen as hip , winking social commentary",0
1480,it 's just that it 's so not at all good,0
1481,lrb l rrb ame and unnecessary,0
1482,"while centered on the life experiences of a particular theatrical family , this marvelous documentary touches ever so gracefully on the entire history of the yiddish theater , both in america and israel",1
1483,i 'm not sure which will take longer to heal the welt on johnny knoxville 's stomach from a riot control projectile or my own tortured psyche,0
1484,the kind of movie you see because the theater has air conditioning,0
1485,"as hannibal would say , yes , ` it 's like having an old friend for dinner '",1
1486,"it 's bright , pristine style and bold colors make it as much fun as reading an oversized picture book before bedtime",1
1487,"imagine kevin smith , the blasphemous bad boy of suburban jersey , if he were stripped of most of his budget and all of his sense of humor",0
1488,"see scratch for the history , see scratch for the music , see scratch for a lesson in scratching , but , most of all , see it for the passion",1
1489,always destined to be measured against anthony asquith 's acclaimed 1952 screen adaptation,1
1490,"try this obscenely bad dark comedy , so crass that it makes edward burns ' sidewalks of new york look like oscar wilde",0
1491,hoffman 's performance is authentic to the core of his being,1
1492,"chicago offers much colorful eye candy , including the spectacle of gere in his dancing shoes , hoofing and crooning with the best of them",1
1493,"the artwork is spectacular and unlike most animaton from japan , the characters move with grace and panache",1
1494,the best movie in many a moon about the passions that sometimes fuel our best achievements and other times leave us stranded with nothing more than our lesser appetites,1
1495,nothing more than a widget cranked out on an assembly line to see if stupid americans will get a kick out of goofy brits with cute accents performing ages old slapstick and unfunny tricks,0
1496,bad and baffling from the get go,0
1497,"the obnoxious special effects , the obligatory outbursts of flatulence and the incessant , so five minutes ago pop music on the soundtrack overwhelm what is left of the scruffy , dopey old hanna barbera charm",0
1498,"the filmmakers try to balance pointed , often incisive satire and unabashed sweetness , with results that are sometimes bracing , sometimes baffling and quite often , and in unexpected ways , touching",1
1499,harmless fun,1
1500,astonishingly skillful and moving it could become a historically significant work as well as a masterfully made one,1
1501,"feeling to it , but like the 1920 's , the trip there is a great deal of fun",1
1502,"unsurprisingly , the way this all works out makes the women look more like stereotypical caretakers and moral teachers , instead of serious athletes",0
1503,"eight legged freaks is clever and funny , is amused by its special effects , and leaves you feeling like you 've seen a movie instead of an endless trailer",1
1504,the bottom line is the piece works brilliantly,1
1505,"purposefully shocking in its eroticized gore , if unintentionally dull in its lack of poetic frissons",0
1506,tends to plod,0
