,text,lbl_index,labels
4608,What is a major cause of death in neonates in Eriterea?,9,reason
4609,What is listed as Chopin's official cause of death?,9,reason
4610,What kills more residents than AIDS?,14,other
4611,Why do birds migrate?,9,reason
4612,Why do birds primarily migrate?,9,reason
4613,When did Archimedes die?,8,date
4614,What is Watson famous for helping discover?,14,other
4615,What was unique about Einsteins invention?,12,desc
4616,Why did the NFL Network begin to broadcast games again?,9,reason
4617,Who named the city Boston?,4,ind
4618, What was Chicago's Blue Line train route named after?,14,other
4619,What was Chicago's Purple Line train route named after?,14,other
4620,Why are roofs a good place for solar panels?,9,reason
4621,What is the reason the northern fringe receives more   cloudiness and rainfall?,9,reason
4622,What influences water evaporation on leaves?,12,desc
4623,Why were alternative energy sources judged economical in 2001?,9,reason
4624,What attributes make universal motors less desirable for consumer applications like hair dryers?,9,reason
4625,who was the German Emperor who abdicated?,4,ind
4626,Who was the English politician who opposed Germany with the take over of Czechoslovakia,4,ind
4627,Who was the father of the Weimar Constitution?,4,ind
4628,What is the main mission of the ECB?,10,event
4629,What is the goal of the NIBRS?,12,desc
4630,What is the primary goal of the ECB?,12,desc
4631,What war prevented Queen Victoria from taking her annual trip to France in 1900?,10,event
4632,What war were the CAAF involved in?,10,event
4633,What war did Antigonus II fight Athenians?,10,event
4634,When did the battle for Mexico City take place,8,date
4635,"What battle took place on November 30, 1853?",10,event
4636,Which was the most important battle fought in Chihuahua?,10,event
4637,Who was Franklin D. Roosevelt the leader of?,4,ind
4638,What was the first wartime program of financial assistance  aimed at promoting the development of civil airports?,10,event
4639,Which president followed Congress' plan for appropriated government programs?,4,ind
4640,During which conflict was I-94 built?,10,event
4641,What were the first conflicts of the American Revolution?,10,event
4642,"What battle took place on November 30, 1853?",10,event
4643,What is celebrated in the Catholic calendar the 8 of December? ,10,event
4644,What national holiday celebrates Moussa Traore?,10,event
4645,When were Greek festivals celebrated?,8,date
4646,What happened in June 1895?,10,event
4647,"What happened on May 19, 2023?",10,event
4648,What happened on November 1745?,10,event
4649,What war began in the city?,10,event
4650,What war were the CAAF involved in?,10,event
4651,What war occurred after the end of World War II?,10,event
4652,What war took place in 1945?,10,event
4653,What war occurred after the end of World War II?,10,event
4654,What war was Germany involved in the longest?,10,event
4655,What was the name of the first satellite launched for the system?,44,veh
4656,The first American to orbit around the planet was whom?,4,ind
4657,Who was the first person to take a spacewalk?,4,ind
4658,What happened on 1 July 1969?,10,event
4659,What happened on 8 August 1997?,10,event
4660,What happened in 1899?,12,desc
4661,When did the Bronze Age began in Southeastern Europe?,8,date
4662,In what current country were Late Bronze Age civilizations located?,18,country
4663,What events of significance to human development occurred during the Bronze Age ?,10,event
4664,What was the shortest of the major battles fought during the stalemate?,10,event
4665,What war was Germany involved in the longest?,10,event
4666,Which war had the least U.S. casualties with it?,10,event
4667,"What battle took place on November 30, 1853?",10,event
4668,In which famous battle did Duke William II of Normandy see victory?,10,event
4669,At what battle were the Germans defeated?,10,event
4670,What event occurs on New Year's Eve?,10,event
4671,What is celebrated in the Catholic calendar the 8 of December? ,10,event
4672,What year anniversary does the Silver Jubilee celebrate?,8,date
4673,What war took place in 1945?,10,event
4674,What years did the civil war take place?,8,date
4675,In which county was the English Civil War primarily fought?,14,other
4676,What happened in 1602?,12,desc
4677,What happened in 1900?,12,desc
4678,What happened in 1918?,12,desc
4679,In which county was the English Civil War primarily fought?,14,other
4680,What war were the CAAF involved in?,10,event
4681,In what war did Wilber and Bailey fight together?,10,event
4682,What emergency session was called by Stalin?,10,event
4683,What did Napoleon name the war with Russia in an effort to garner support from Poland?,10,event
4684,What was the title of Stalin’s report called?,1,cremat
4685,What is recently considered the type of eclipse that occurred?,10,event
4686,What event occurs on New Year's Eve?,10,event
4687,What happened on 12 December 2012?,10,event
4688,What fight did the Cathar lead against the Catholic Church?,10,event
4689,What pope launched the First crusade?,4,ind
4690,In what era did the Protestant Reformation occur?,8,date
4691,What other day does New Zealand celebrate its independence day each year?,8,date
4692,What national holiday celebrates Moussa Traore?,10,event
4693,What is the date of the celebration of Britain Day?,8,date
4694,When was the Philippine-American War fought?,8,date
4695,Where did the American army fight the Spanish in the Spanish American War?,14,other
4696,What battle did the Spanish win in 1571?,10,event
4697,What was the name of the third submarine launched for the system?,44,veh
4698,During what war was the island used as a Royal Navy station?,10,event
4699,What war was the FlaK first used in?,10,event
4700,What war were the CAAF involved in?,10,event
4701,What war took place in 1945?,10,event
4702,What war was the FlaK first used in?,10,event
4703,What happened on 1 July 1969?,10,event
4704,What happened in June 1895?,10,event
4705,What happened in 1935?,12,desc
4706,What year did Napoleon end of the War of the Fourth Coalition?,8,date
4707,What was the name of the period when France was crushed military?,10,event
4708,Who crowned Napoleon Emperor?,4,ind
4709,What year was Old South Church organized?,8,date
4710,What was built to protect the city from Confederates?,14,other
4711,What political party Dominated NC after the confederacy?,5,gr
4712,What concert venue is in the area?,14,other
4713,In general how many people attend these music concerts?,13,count
4714,"What concert did Philly host on July13th, 1985?",10,event
4715,When did nazis lose power in Thuringia?,8,date
4716,What war caused severe damage to Germany?,10,event
4717,What German war policy precipitated US involvement in WWI?,12,desc
4718,What happened in 1899?,12,desc
4719,What happened in June 1895?,10,event
4720,What happened in 1900?,12,desc
4721,Which natural disaster happened after English occupation of Lower Manhattan?,10,event
4722,What event led to the decline in wooden construction in New York City?,10,event
4723,"In 1978, what famous attacks occured at Northwestern?",10,event
4724,How many were killed in the April 1979 protests?,13,count
4725,The outbreak of the Indian Revolution took place in what year?,8,date
4726,What resulted in 600 British fatalities?,9,reason
4727,What war occurred after the end of World War II?,10,event
4728,What German war policy precipitated US involvement in WWI?,12,desc
4729,What war took place in 1945?,10,event
4730,What war occurred after the end of World War II?,10,event
4731,What notable battle occurred in 731?,10,event
4732,What war took place in 1945?,10,event
4733,What is celebrated in the Catholic calendar the 8 of December? ,10,event
4734,When was the so-called February Countercurrent?,8,date
4735,What day is he celebrated in the Eastern Orthodox Church?,8,date
4736,During what war was the island used as a Royal Navy station?,10,event
4737,What war were the CAAF involved in?,10,event
4738,Where did UK ships and French privateers fight between 1798 and 1800?,14,other
4739,What does bandes dessinées mean?,7,def
4740,What are there prominent examples of in comic history?,14,other
4741,What are the individual images with action called in comics?,20,termeq
4742,Which natural disaster happened after English occupation of Lower Manhattan?,10,event
4743,What event led to the decline in wooden construction in New York City?,10,event
4744,"In 1978, what famous attacks occured at Northwestern?",10,event
4745,What event played a major part in the decline of the economy during 1999?,10,event
4746,What happened in 1900?,12,desc
4747,What happened on 8 August 1997?,10,event
4748,During what war was the island used as a Royal Navy station?,10,event
4749,"What battle took place on November 30, 1853?",10,event
4750,What war were the CAAF involved in?,10,event
4751,What hurricane hit in 1991?,10,event
4752,What notable hurricane occurred between the 1980s and 1990s?,10,event
4753,What large hurricane hit New Orleans?,10,event
4754,What Jewish feast day was first celebrated in the 2nd century AD?,10,event
4755,On what date were the Jews of Strasbourg evacuated?,8,date
4756,What territory did Israel attack in 1955?,14,other
4757,When did the most catastrophic earthquakes occur?,8,date
4758,What industry collapsed affecting the local economy for hundreds of years?,5,gr
4759,Which natural disaster happened after English occupation of Lower Manhattan?,10,event
4760,What period brought a term that was more unrestricted to describe literature?,8,date
4761,What literary genre exploded in thee early 18th century?,1,cremat
4762,During what literary movement did the definition of literature begin to narrow?,10,event
4763,What war occurred after the end of World War II?,10,event
4764,What led into World War I?,14,other
4765,What notable battle occurred in 731?,10,event
4766,What is Judaism termed?,20,termeq
4767,What is the Skullcap that orthodox men wear known as?,20,termeq
4768,What does Orthodox Judaism regard Jews who depart from traditional practices as?,20,termeq
4769,"In 1849, what railroad was created?",14,other
4770,By what year was the gold rush largely over?,8,date
4771,When were gold dollars first minted?,8,date
4772,What war occurred after the end of World War II?,10,event
4773,How many bombing raids were there during World War II?,13,count
4774,What war took place in 1945?,10,event
4775,What war took place in 1945?,10,event
4776,Which war had the least U.S. casualties with it?,10,event
4777,What war occurred after the end of World War II?,10,event
4778,What country was the largest aid donor to China?,18,country
4779,What's the largest desalination plant in the world?,30,plant
4780,What is the name of China's oldest stage art?,1,cremat
4781,During what war was the island used as a Royal Navy station?,10,event
4782,"What battle took place on November 30, 1853?",10,event
4783,What war were the CAAF involved in?,10,event
4784,What state was Abraham Lincoln from?,11,state
4785,In what state did Jesse Bishop's execution occur?,11,state
4786,What state was Aaron Burr originally from?,11,state
4787,Which of the Samoan islands has active volcanoes?,14,other
4788,What are the 50 states in the Union known as?,11,state
4789,Which two states do Shtokavian verbs have?,11,state
4790,In which US state is New Haven located?,11,state
4791,What is the area closest to the continental US called?,14,other
4792,What is the area farthest to the continental US called?,14,other
4793,What is Oklahoma's nickname?,11,state
4794,What are the 50 states in the Union known as?,11,state
4795,What lies east of the Mississippi River tallgrass prairie states?,14,other
4796,In what state did Francisco Vazquez de Coronado first encounter Native Americans?,11,state
4797,In which US state is New Haven located?,11,state
4798,What state was Abraham Lincoln from?,11,state
4799,What is the highest mountain in Pennsylvania?,24,mount
4800,Which country has North America's largest deposit of naturally occurring bitumen?,18,country
4801,What country has the largest deposits of bitumen?,18,country
4802,Where is Basque Country located?,14,other
4803,What subgroup is located in Slavonia and Kosovo?,14,other
4804,What country besides Bosnia are Bosniaks always also Muslim?,18,country
4805,Which state is north of Oklahoma?,11,state
4806,In which US state is New Haven located?,11,state
4807,Which states are in the South-Central Semi-Arid Prairies?,11,state
4808,What state did the Pilgrims move to?,11,state
4809, What state did this revival take place in?,11,state
4810,In which US state is New Haven located?,11,state
4811,Which Indian state has Sanskrit as its official language?,11,state
4812,What is the worlds most populated Hindu nation?,18,country
4813,Which state has more forests than any other?,11,state
4814,What is the length of the shortest Contiguous Coastline in the US?,40,dist
4815,In which US state is New Haven located?,11,state
4816,On which coast of Florida is Miami not located?,14,other
4817,What is the area farthest to the continental US called?,14,other
4818,What is the area closest to the continental US called?,14,other
4819,What state did the Pilgrims move to?,11,state
4820,What is Oklahoma's nickname?,11,state
4821,What did Boston's early settlers call the area?,14,other
4822,What was the nickname given to the city of New Haven due to an indigenous tree which largely perished in the mid-20th century?,30,plant
4823,In which US state is New Haven located?,11,state
4824,What state was Abraham Lincoln from?,11,state
4825,Who has exclusive rights to sell crawfish to the US and UK?,4,ind
4826,Where was the first solar thermal power plant built?,14,other
4827,When did The Norddeutsche Affinerie nuclear plant first begin production?,8,date
4828,When was the first electric light installed in the Eastern Market?,8,date
4829,What state was Abraham Lincoln from?,11,state
4830,What state was John Kerry originally from?,11,state
4831,What two locations in Florida were renamed after Kennedy by President Johnson?,14,other
4832,What is the lowest temperature state in the US?,11,state
4833,How high is the tallest point in the US?,40,dist
4834,How many feet above sea level is Oklahoma's highest point?,13,count
4835, In what state did the smallest American mass execution occur?,11,state
4836,In what state did the last burning at the stake take place in the US?,11,state
4837,What state was Abraham Lincoln from?,11,state
4838,What year was the college founded?,8,date
4839,What year was the first public university opened in the United States?,8,date
4840,When was the university founded?,8,date
4841,Who was Massachusetts first governor?,4,ind
4842,In which state was the Governor a member of the court of appeals?,11,state
4843,Who was the Governor of New Jersey in 1964?,4,ind
4844,Which state is north of Oklahoma?,11,state
4845,In which US state is New Haven located?,11,state
4846,In what part of the United States is Texas located?,14,other
4847,Which state has more forests than any other?,11,state
4848,What would be a state that lies east of the Great Plains?,11,state
4849,What is Oklahoma's largest urbanized area?,14,other
4850,Which state is north of Oklahoma?,11,state
4851,In which US state is New Haven located?,11,state
4852,What state did the Pilgrims move to?,11,state
4853,What area of states lie in the Great Plains?,11,state
4854,What is Oklahoma's largest urbanized area?,14,other
4855,What is the lowest temperature state in the US?,11,state
4856,What state was the fourth highest percentage of housing related costs in the country? ,11,state
4857,What is the lowest temperature state in the US?,11,state
4858,What is the fifth most populated metropolitan area in the US?,14,other
4859,What are the 50 states in the Union known as?,11,state
4860,Which state is north of Oklahoma?,11,state
4861,What would be a state that lies east of the Great Plains?,11,state
4862,Which side of the state has more precipitation?,11,state
4863,What is the lowest temperature state in the US?,11,state
4864,Which state has more forests than any other?,11,state
4865,In what states is hydrogen mostly found in the universe?,11,state
4866,Which element is the only that has different names for its isotopes?,28,substance
4867,What are the 50 states in the Union known as?,11,state
4868,Which state has more forests than any other?,11,state
4869,Which states are in the South-Central Semi-Arid Prairies?,11,state
4870,What would be a state that lies east of the Great Plains?,11,state
4871,Which state did Harper Lee spend her childhood?,11,state
4872,Who created Miss America?,4,ind
4873,What state was Abraham Lincoln from?,11,state
4874,Which state did Harper Lee spend her childhood?,11,state
4875,What state was Abraham Lincoln from?,11,state
4876,What state was John Kerry originally from?,11,state
4877,What is the lowest temperature state in the US?,11,state
4878,How many feet above sea level is Oklahoma's highest point?,13,count
4879,What is the length of the shortest Contiguous Coastline in the US?,40,dist
4880,What is Oklahoma's nickname?,11,state
4881,What lies east of the Mississippi River tallgrass prairie states?,14,other
4882,What is a common nickname for Mexico City?,21,city
4883,In which US state is New Haven located?,11,state
4884,Which state is north of Oklahoma?,11,state
4885,What state was Abraham Lincoln from?,11,state
4886,What are the 50 states in the Union known as?,11,state
4887,Which state is north of Oklahoma?,11,state
4888,Which two states designated their assigned votes based on their districts?,11,state
4889,What state was Abraham Lincoln from?,11,state
4890,What state was John Kerry originally from?,11,state
4891,What state was Aaron Burr originally from?,11,state
4892,What lies east of the Mississippi River tallgrass prairie states?,14,other
4893,Which state is north of Oklahoma?,11,state
4894,What would be a state that lies east of the Great Plains?,11,state
4895,When was the 610 area code added?,8,date
4896,What is the international calling code for Saint Helena?,39,code
4897,What is the name of the city owned telephone provider?,21,city
4898,In what state did the last burning at the stake take place in the US?,11,state
4899, In what state did the smallest American mass execution occur?,11,state
4900,What state notably had electric chair malfunctions?,11,state
4901,Which state is north of Oklahoma?,11,state
4902, What state did this revival take place in?,11,state
4903,Cape Canaveral Air Force Station is located in what state?,11,state
4904,In which US state is New Haven located?,11,state
4905,What area of states lie in the Great Plains?,11,state
4906,Name a National Park in Florida ,14,other
4907,Which state is north of Oklahoma?,11,state
4908,What would be a state that lies east of the Great Plains?,11,state
4909,What lies east of the Mississippi River tallgrass prairie states?,14,other
4910,What is the lowest temperature state in the US?,11,state
4911,Which state has more forests than any other?,11,state
4912,In what states is hydrogen mostly found in the universe?,11,state
4913,What lies east of the Mississippi River tallgrass prairie states?,14,other
4914,What lake is to the east of Seattle?,14,other
4915,What lake is East of the ocean? ,14,other
4916,Which three states adopted the FRCP?,11,state
4917,In which US state is New Haven located?,11,state
4918,What state did the Pilgrims move to?,11,state
4919,What state was Abraham Lincoln from?,11,state
4920,Which state did Harper Lee spend her childhood?,11,state
4921,In what state did Francisco Vazquez de Coronado first encounter Native Americans?,11,state
4922,Some of the free people of color migrated from what state during the 18th century?,11,state
4923,What is the fifth most populated metropolitan area in the US?,14,other
4924,What state was the fourth highest percentage of housing related costs in the country? ,11,state
4925,What state was Abraham Lincoln from?,11,state
4926,Which state is north of Oklahoma?,11,state
4927,What area of states lie in the Great Plains?,11,state
4928,What is the second airport that serves Texas?,14,other
4929,The three airports that have the most people come through them in NYC are which?,14,other
4930,The most populated city in the United States is which city?,21,city
4931,What is the length of the shortest Contiguous Coastline in the US?,40,dist
4932,What lake is East of the ocean? ,14,other
4933,What is the largest main coastal town?,21,city
4934,What is the fifth most populated metropolitan area in the US?,14,other
4935,What is the lowest temperature state in the US?,11,state
4936,What is Oklahoma's largest urbanized area?,14,other
4937,What state was Abraham Lincoln from?,11,state
4938,What state was Aaron Burr originally from?,11,state
4939,When was the Oklahoma History Center created?,8,date
4940,In which US state is New Haven located?,11,state
4941,What state was Abraham Lincoln from?,11,state
4942,In what state was Bigby v. Dretke decided?,11,state
4943,Tha Appalacian mountains and foothills make up a region of what state?,11,state
4944,What would be a state that lies east of the Great Plains?,11,state
4945,Which state is north of Oklahoma?,11,state
4946,What are the 50 states in the Union known as?,11,state
4947,Which states are in the South-Central Semi-Arid Prairies?,11,state
4948,Which state is north of Oklahoma?,11,state
4949,In which US state is New Haven located?,11,state
4950,In what part of the United States is Texas located?,14,other
4951,In what state did Francisco Vazquez de Coronado first encounter Native Americans?,11,state
4952,Which state has more forests than any other?,11,state
4953,Which states are in the South-Central Semi-Arid Prairies?,11,state
4954,Which state did Harper Lee spend her childhood?,11,state
4955,What is the northernmost city in the US?,21,city
4956,What is the lowest temperature state in the US?,11,state
4957,What is its northernmost point?,14,other
4958,In what province of Canada is the Athabasca Basin?,11,state
4959,What Canadian province lies north of the Great Plains?,11,state
4960,What is the province never known as?,11,state
4961,Where is the largest department store in the world located?,14,other
4962,In which US state is New Haven located?,11,state
4963,Where is the South Hills Shopping center located?,14,other
4964,What is Oklahoma's nickname?,11,state
4965,What lies east of the Mississippi River tallgrass prairie states?,14,other
4966,What was Darrell Davis' nickname?,4,ind
4967,What are the 50 states in the Union known as?,11,state
4968,Which two states designated their assigned votes based on their districts?,11,state
4969,Which three states adopted the FRCP?,11,state
4970,How many states in the US have sales tax?,13,count
4971,What doesn't each state have their own of?,11,state
4972,What states did people not move from? ,11,state
4973,What are the 50 states in the Union known as?,11,state
4974,Which states are in the South-Central Semi-Arid Prairies?,11,state
4975,Which state is north of Oklahoma?,11,state
4976,What is the capital of the state of Washington?,21,city
4977,How many miles are between Alaska and Washington state?,13,count
4978,What are the 50 states in the Union known as?,11,state
4979,In which US state is New Haven located?,11,state
4980,What would be a state that lies east of the Great Plains?,11,state
4981,What are the 50 states in the Union known as?,11,state
4982,What two key elements that distinguish literature as a written form of art?,12,desc
4983,What does art consist of?,28,substance
4984,What two things did Cubism in the early 19th century form an important link between?,12,desc
4985,Wings from modified gills is from what origin?,12,desc
4986,What is the United States Statutes at Large?,7,def
4987,When did the United States end the new immigration laws?,8,date
4988,What two forms of law make up the laws of the United States?,12,desc
4989,When were self-driving cars built?,8,date
4990,Where does the Auto train originate ,14,other
4991,Who created the first real electric motor?,4,ind
4992,What is the name of the Swedish man known for being a large influence to a cappella across the world?,4,ind
4993,How is European art music distinguished from non-European and popular music?,0,manner
4994,What sort of sound does the music of Susan Boyle have?,14,other
4995,What is the school system praised for?,9,reason
4996,What was the main purpose of education in this period?,9,reason
4997,What makes up Education?,7,def
4998,When did the word come into use?,8,date
4999,Where does its name come from?,12,desc
5000,Where did the name sarmatism originate?,14,other
5001,What do insects receive in return for pollination?,14,other
5002,What term is used interchangeably with daylight saving time?,20,termeq
5003,What was another term used for a mechanical clock?,20,termeq
5004,What period of time do we set our clocks forward in DST?,27,period
5005,What is Yale lesser known for?,9,reason
5006,What happened to Claridge's Company in 1915?,12,desc
5007,Who runs Yale College?,4,ind
5008,What is another name for a large elephant?,2,animal
5009,Which specific mammal is the largest today?,2,animal
5010,Which group of animals does the forebrain grow the largest?,2,animal
5011,Who was Alais?,12,desc
5012,Who was the Phagmodru ruler?,4,ind
5013,Who abdicated?,4,ind
5014,What distinguishes different types of dogs from one another?,2,animal
5015,What is the basic difference between the dialects?,12,desc
5016,The distinction between clothing and what is always clear?,12,desc
5017,What is a result of changes in DNA markers within a plant species?,9,reason
5018,How do plants interact with other species in their environment?,0,manner
5019,What influences richness of biodiversity?,12,desc
5020,What is usually worn on the feet to compliment the costumes?,14,other
5021,What is not a distinctive feature? ,12,desc
5022,What was the slogan for Vilsack/Edwards at the DNC?,12,desc
5023, Who was governor of Maryland in January 2005?,4,ind
5024,What Latin motto was added to the crest in 1949?,12,desc
5025,What campus of University of Maryland is listed on the National Register of Historic Places?,14,other
5026,What services do inmates incarcerated in penitentiaries use?,14,other
5027,What does a court need to imprison a member of the nobility? ,14,other
5028,What can result in incarceration?,9,reason
5029,What Jewish feast day was first celebrated in the 2nd century AD?,10,event
5030,On what date did Portuguese navigator Ferdinand Magellan begin his trip around the world?,8,date
5031,What was of particular importance to John?,12,desc
5032,What did Charles Martel do ,12,desc
5033,From what ancient region did kuul application come?,14,other
5034,Where did I2a1b1 originate?,14,other
5035,When does the denser tissue the new pores abut come from?,8,date
5036,"In computer terms, what does PC stand for?",3,exp
5037,What does ASCII stand for?,3,exp
5038,What was IBM's PC DOS marketed as by ASCII?,20,termeq
5039,What was the March Countercurrent 1967?,7,def
5040,What were the first conflicts of the American Revolution?,10,event
5041,What did the founding fathers not intend American politics to become?,14,other
5042,What did the rebels overthrow during the rebellion,14,other
5043,What are the qualifications offered?,12,desc
5044,What are donors required to spend in Canada?,25,money
5045,What group must all donors be registered with?,5,gr
5046,What effect does jet-lag and shift-work have on the human body?,12,desc
5047,What happens to many cases of colophony?,12,desc
5048,What happens if a gymnast falls down?,12,desc
5049,What compounds are radioactive in copper?,28,substance
5050,What componds are common in copper?,14,other
5051,What non-metal elements does uranium notably react to?,28,substance
5052,Where was pepsi first produced?,14,other
5053,"Invented in the 1870s, when was soda pulping first used?",14,other
5054,What city was Cheerwine created and based in?,21,city
5055,Who did the Supreme Court grant judicial power to?,4,ind
5056,Who was chief justice of the supreme court under the Wayman v. Southard ruling?,4,ind
5057,Who was Chief Justice of the Supreme Court when Wayman v. Southard reached the Supreme Court?,4,ind
5058,Why did the term fingers become popular?,9,reason
5059,What substance in CFL bulbs raises health concerns?,28,substance
5060,How are plants that protect themselves from pests classified?,0,manner
5061,What are some of the traditional drinks of Mexico City?,17,food
5062,Who designed the COMPASS navigation system?,4,ind
5063,What would a rotor do without current reversal?,12,desc
5064,When did the Compass system begin operation on a trial bases?,8,date
5065,What provoked China to join the war?,9,reason
5066,Chinese troops attacked the UN forces when they crossed what ocean?,14,other
5067,What uncharacteristic attitude did China display?,12,desc
5068,What are domesticated birds kept by humans for the meat they produce?,2,animal
5069,How do birds conserve energy?,0,manner
5070,What do migratory and resident birds help scientists do?,12,desc
5071,What did Queen Elizabeth ask Margaret to do instead of marring Townsend?,12,desc
5072,What type of influences did Brigham Young hope to avoid with BYU?,12,desc
5073,Where does the word dog originate?,14,other
5074,When did the word come into use?,8,date
5075,Where does its name come from?,12,desc
5076,When did the word come into use?,8,date
5077,Where does the word dog originate?,14,other
5078,Where does its name come from?,12,desc
5079,Who was William C. Boyd?,12,desc
5080,Who was Alais?,12,desc
5081,who was a professor of the University of Washington?,4,ind
5082,What are digital photo cameras also called?,20,termeq
5083,"What features do LaserDiscs lack in, causing DVDs to appear sharper and clearer?",12,desc
5084,Are DVDs partially or entirely digital?,1,cremat
5085,What is a notable characteristic of Somali art?,12,desc
5086,"In addition to requiring less pasture, what distinguishes horses from oxen?",12,desc
5087,Where was E. Lucy Braun from?,14,other
5088,Where does the Rhine originate?,14,other
5089,What famous German military strategist has a name with Slavic origin?,4,ind
5090,What is one attribute of the universe?,12,desc
5091,Who launched Operation Reach Infinite?,4,ind
5092,What does space exist independently from?,14,other
5093,When was Ezra Stiles vice president of Yale?,8,date
5094,Who was Franklin D. Roosevelt the leader of?,4,ind
5095,Who was the former general to President Eisenhower?,4,ind
5096,Who was another son of Muhammad ibn al-Hanafiyyah?,4,ind
5097,Who was the son of Abu Sufyan?,4,ind
5098,What was the title for Saleh Nabhan Saleh Ali?,6,title
5099,Who is Stan L. Holland?,12,desc
5100,What does tars mean?,7,def
5101,Who wrote the story of Crassus?,4,ind
5102,When was the Battle of Cannae?,8,date
5103,Perseus fought the Romans in what war?,10,event
5104,What does the inner city look like ,14,other
5105,Who was Alais?,12,desc
5106,Who are the Siddi?,12,desc
5107,Who was Mellitus?,12,desc
5108,Who was James Bruce?,12,desc
5109,What is the former name of John Lewis Newcastle? ,4,ind
5110,What is the current name of John Lewis Newcastle? ,4,ind
5111,What did Frédéric compose after hearing Niccolò Paganini perform on the violin?,1,cremat
5112,Who was Eduard Lasker?,12,desc
5113,Who was devoted to the music of Chopin?,4,ind
5114,What did Washington warn against during his farewell address?,12,desc
5115,What Act did Disraeli push through Parliment in 1876?,12,desc
5116,What promises did Menzies make in the 1949 election?,12,desc
5117,What is the Cabildo?,7,def
5118,Who was Alais?,12,desc
5119,Who was Mellitus?,12,desc
5120,When did the word come into use?,8,date
5121,Where does the word dog originate?,14,other
5122,"From which language does the word ""adolescence"" originate?",37,lang
5123,What types of containers is beer generally sold in?,14,other
5124,What was the verdict in Maclean's trial?,12,desc
5125,What is the court case that established judicial review?,10,event
5126,What was the verdict of the accusation?,12,desc
5127,What expressions are utilized when is really implied to be a longer expression?,12,desc
5128,When did the word come into use?,8,date
5129,What are the origins of the word madrasa?,12,desc
5130,Where did the name sarmatism originate?,14,other
5131,Who was Jan Baudouin de Courtenay's student?,4,ind
5132,Who was Xiao Xiu?,12,desc
5133,Who was Thomas Muntzer?,12,desc
5134,When did the word come into use?,8,date
5135,Where does the word dog originate?,14,other
5136,What word is derived from the medieval English word?,36,word
5137,By who was the sailing ships occupied?,14,other
5138,What was the name of the only ship operating in the Indian Ocean?,44,veh
5139,"What was ""Baseball's Sad Lexicon"" also known as?",20,termeq
5140,What year was the national postal service of Somalia relaunched?,8,date
5141,What event played a major part in the decline of the economy during 1999?,10,event
5142,What year did Led Zeppelin move to folk music to get away from hard rock?,8,date
5143,What acid rock album did Led Zeppelin record in 1970?,1,cremat
5144,After whom is the Houston skate park named?,4,ind
5145,In what year was Stepney Meeting House founded?,8,date
5146,Where were some of the best-known traditions first recorded?,14,other
5147,Where did the Neolithic culture begin?,14,other
5148,Where did I2a1b1 originate?,14,other
5149,What is formed when moving ice seperates from sragnant ice below?,14,other
5150,When does most snowfall occur?,8,date
5151,What does the cracking of the ice create?,14,other
5152,What was the name of the third submarine launched for the system?,44,veh
5153,What effort was the Canadian Military known for in Germany?,10,event
5154,When did the 10.5 centimeter FlaK 38 appear in Germany?,8,date
5155,"Who came up with the nickname ""The Blues""?",4,ind
5156,What party is associated with blue?,5,gr
5157,Where does the sun get its energy from?,14,other
5158,"In biological gender, what is the universe conceived of?",14,other
5159,Who posited the existence of God?,4,ind
5160,When did the word come into use?,8,date
5161,What was the earliest recording of Pythagoras' law?,14,other
5162,What are the origins of the word madrasa?,12,desc
5163,Where does the word dog originate?,14,other
5164,Where did the name sarmatism originate?,14,other
5165,When did the word come into use?,8,date
5166,When was the Loyal Toast first used?,8,date
5167,When was the term copy-text introduced?,8,date
5168,What may have the invention of clothing happened with?,12,desc
5169,None of the Fantastic Four had what hidden element so common to other superheroes?,28,substance
5170,Who is the Doris Leuthard?,12,desc
5171,Who is Samantha Power?,12,desc
5172,Who is Irene?,12,desc
5173,What was the first animated short with synchronized sound?,1,cremat
5174,What year were the earliest known recordings of sound?,8,date
5175,What was used in first recordings of vinyl records?,14,other
5176,Where does meteoric iron come from?,12,desc
5177,What part of the moon did Guinea fowl originate from?,14,other
5178,Where does the word dog originate?,14,other
5179,What can the lack of regular sleep patterns cause?,9,reason
5180,How are sleep and wake cycles as well as body functions coordinated?,0,manner
5181,Damage to the reticular formation can cause what?,9,reason
5182,What englishman excavated pompeii?,4,ind
5183,What happened to the Western Alps during the Cenozoic Era,12,desc
5184,What happened in northern Italy during the 1100's?,12,desc
5185,What is the main function of the epidermis?,9,reason
5186,How is hydrogen used as a food additive?,0,manner
5187,What is synthesis gas used for?,9,reason
5188,How is least financial aid obtained at Yale?,0,manner
5189,What is Yale lesser known for?,9,reason
5190,Who runs Yale College?,4,ind
5191,What do students traditionally do at the beginning of each football game kickoff?,12,desc
5192,What can the audience do during a show?,12,desc
5193,What does the music playing indicate? ,7,def
5194,What is the basic difference between the dialects?,12,desc
5195,The distinction between clothing and what is always clear?,12,desc
5196,When did the word come into use?,8,date
5197,Where does its name come from?,12,desc
5198,Where does the word dog originate?,14,other
5199,What was the March Countercurrent 1967?,7,def
5200,What happened in June 1895?,10,event
5201,What happened on November 1745?,10,event
5202,What is Gough primarily known for?,9,reason
5203,By whom was Marcel Duchamp labeled an Orphanist? ,4,ind
5204,What type of art did Paris help develop with painters like Gericault?,1,cremat
5205,What country did the mandolin originate from?,18,country
