,texts,labels
750,Who was the 1st U.S. President ?,ind
751,What author landed a 468-pound marlin without harness in the early 193 's ?,ind
752,Who are the presidents of Mexico and Indonesia ?,ind
753,What writer-journalist made his mark describing colorful Broadway and underworld characters ?,ind
754,"Who created the Fantastic Four , Hulk , and Thor ?",ind
755,What is the nickname of the famous flyer who mistakenly flew to Ireland instead of to Los Angeles ?,ind
756,Who was the first man to return to space ?,ind
757,Who was the architect of Central Park ?,ind
758,"Whose special bear 's creator was born on January 18 , 1779 ?",ind
759,What English queen had six fingers on one hand ?,ind
760,Who was chairman of the Senate select committee that tried to get to the bottom of Watergate ?,ind
761,What football coach 's story was told in the movie Run to Daylight ?,ind
762,Who directed The Wild Bunch ?,ind
763,What actress 's autobiography is titled Shelley : Also Known as Shirley ?,ind
764,Who played the original Charlie 's Angels ?,ind
765,What were Babe Ruth 's Christian names ?,ind
766,What Argentine boxer was shot dead outside a Nevada brothel in May ?,ind
767,What tennis player has the nickname `` Nasty '' ?,ind
768,Who wrote `` Much Ado About Nothing '' ?,ind
769,What two commanders directed the forces in the Battle of El Alamein ?,ind
770,"Who created the World Wide Web , WWW ?",ind
771,Whose first presidential order was : `` Let 's get this goddamn thing airborne '' ?,ind
772,Who was Gerald Ford 's vice president ?,ind
773,"Who was the Columbia Pictures head who forged actor Cliff Robertson 's name on a $1 , 000 check ?",ind
774,"What celebrity couple , when going through a divorce , divided their toilet paper into two equal piles ?",ind
775,Who invented the road traffic cone ?,ind
776,Who directed Citizen Kane ?,ind
777,Who was the first black to be head coach of a major league pro sports team ?,ind
778,Whose cover is that of an employee of Universal Import and Export ?,ind
779,Who took over as conductor of the Boston Pops after Arthur Fiedler 's long reign ?,ind
780,Who wrote NN DT NNP NNP '' ?,ind
781,What comedian was born Allen Stewart Konigsberg ?,ind
782,"What President lived at 219 North Delaware Street , Independence , Missouri ?",ind
783,Who leads the star ship Enterprise in Star Trek ?,ind
784,"Who wrote the book , `` Huckleberry Finn '' ?",ind
785,Who is King in Alley Oop 's home of Moo ?,ind
786,"What TV character said ; `` One of these days , Alice , pow , right in the kisser '' ?",ind
787,What government department did The Untouchables work for ?,gr
788,What is the world 's largest distilling company ?,gr
789,What was the name of Humphrey Bogart 's club in Casablanca ?,gr
790,What piano company claims its product is the `` Instrument of the immortals '' ?,gr
791,What NFL team did Vince Lombardi end his coaching career with ?,gr
792,What was the previous name for the Commonwealth ?,gr
793,Which college did Dikembe Mutombo attend ?,gr
794,What Japanese manufacturer is known for both its pianos and its motorcycles ?,gr
795,"What cigarette company urged us , `` Come to where the flavor is ? ''",gr
796,What was the backup singing group for Roy Rogers ?,gr
797,What university football team did O.J. Simpson take to the Rose Bowl ?,gr
798,What is `` the airline built for professional travelers '' ?,gr
799,What is the first personal computer company ?,gr
800,What Indian tribe is F Troop perpetually doing battle with ?,gr
801,What chocolate company gives you a one-pound kiss ?,gr
802,What is the name of Joan Jett 's band ?,gr
803,What was the Ventura County police department that seized the county 's largest amount of cocaine ever ?,gr
804,What university was Woodrow Wilson President of ?,gr
805,What army 's motto is Blood and Fire ?,gr
806,"Who manufactures the software , `` PhotoShop '' ?",gr
807,"Who provides telephone service in Orange County , California ?",gr
808,What card company sells Christmas ornaments ?,gr
809,What is the best college in the country ?,gr
810,What was the name of the 187s Irish terrorist group in Pennsylvania mining areas ?,gr
811,What was the business of the animated Sky Hawks ?,gr
812,What ethnic group introduced the idea of potlatch ?,gr
813,What Cruise Line does Kathie Lee Gifford advertise for ?,gr
814,What television network flogged its sports programming on Inga Nielsen 's body in 197 ?,gr
815,What 's the supreme policy-making bureau of the Soviet Communist Party ?,gr
816,"Name the company that used the line , `` Even your best friend won 't tell you '' in its ad ?",gr
817,What college football team did Knute Rockne build into a power ?,gr
818,What bread company used to feature stickers of the Cisco Kid on the ends of their packages ?,gr
819,What international organization was founded by Clara Barton ?,gr
820,Who used to make cars with rotary engines ?,gr
821,"What was the name given the 6 , 500 German airforce troops that used the Spanish Civil War as a training exercise ?",gr
822,Name a French fascist party .,gr
823,Which team won the Super Bowl in 1968 ?,gr
824,What company markets a shampoo `` for brunettes only '' ?,gr
825,Whom did the Chicago Bulls beat in the 1993 championship ?,gr
826,What organization did Mr. Waverly assign agents for ?,gr
827,What stereo manufacturer is `` Slightly ahead of its time '' ?,gr
828,What company sells the most greeting cards ?,gr
829,Name the food company that traveled to Soviet Georgia to film a series of ads .,gr
830,Who made the first airplane ?,gr
831,"What inescapable purveyor of background music celebrated its 5th anniversary in July , 1984 ?",gr
832,What army was founded by William Booth and his wife Catherine ?,gr
833,What civilization invented the arch ?,gr
834,What group kidnaped Patricia Hearst ?,gr
835,What baseball team was routinely called `` dem bums '' by its frustrated fans ?,gr
836,What level of government or governmental agency is responsible for dealing with racism ?,gr
837,Which college did Dikembe Mutombo play basketball for ?,gr
838,What South African producer had a 1988 profit of $836 million ?,gr
839,What team did baseball 's St. Louis Browns become ?,gr
840,"When the Tutankhamun exhibit was on display in the U.S. , what moving company transported it ?",gr
841,What was the first U.S.-based team in the NHL ?,gr
842,What is the best distance education university or college ?,gr
843,What diamond producer controls about 80% of the world 's diamonds ?,gr
844,What manufacturers are there in Texas ?,gr
845,Which radio stations air the Jim Bohannon Radio Talk Show ?,gr
846,What party was Winston Churchill a member of ?,gr
847,What company has built more than 2.5 billion little green houses since 1935 ?,gr
848,Who is the leading competitor of Trans Union Company ?,gr
849,What record company produced the 1978 movie The Wiz ?,gr
850,"What camera company said , `` If you haven 't got the time , we 've got the camera ? ''",gr
851,What college did Joe Namath play football for ?,gr
852,What businesses in Alaska were affected by the Exxon Valdez oil spill ?,gr
853,What 's the most common nickname of U.S. college football teams ?,gr
854,Name the fast food chain with the golden arches .,gr
855,What is the best Internet business to go into ?,gr
856,Woodrow Wilson served as president of what university ?,gr
857,What businesses or agencies would do an employment verification ?,gr
858,Name a South African diamond producer ?,gr
859,What Japanese electronics company was named for a coastal city northeast of Tokyo ?,gr
860,What company was the original sponsor of TV 's Superman ?,gr
861,What are the residents of the island of Lesbos called ?,gr
862,What are the four railways in Monopoly ?,gr
863,Which college did Dikembe Mutombo play basketball at ?,gr
864,What corporation does Madonna advertise for ?,gr
865,What 's the name of Pittsburgh 's baseball team ?,gr
866,"When not adventuring on Rann , what does Adam Strange call his profession ?",title
867,What did the Seven Dwarfs do for a living ?,title
868,What is Steve Rogers 's profession when he 's not Captain America ?,title
869,What is Larry King 's occupation ?,title
870,What title does comedian Henry Youngman claim ?,title
871,What occupation has the highest divorce rate ?,title
872,What is Nicholas Cage 's occupation ?,title
873,What task does the Bouvier breed of dog perform ?,title
874,What is Nicholas Cage 's profession ?,title
875,What does Nicholas Cage do for a living ?,title
876,"What 's Mrs. Bridges 's job on TV 's Upstairs , Downstairs ?",title
877,What title did Suzette Charles assume for two months in 1984 ?,title
878,What title did Shevardnadze have during the Soviet era ?,title
879,Name the five positions who are in the line of succession to the presidency .,title
880,What are the only players eligible to score points in Roller Derby called ?,title
881,What does Robin Williams do ?,title
882,What did Andy Hardy 's father do for a living ?,title
883,What is the oldest profession ?,title
884,What was Eduard Shevardnadze 's job in the Soviet Union ?,title
885,What is the occupation of Nicholas Cage ?,title
886,What does Larry King do for a living ?,title
887,What is Larry King 's job ?,title
888,What was Queen Victoria 's title regarding India ?,title
889,What is her profession ?,title
890,What was the occupation of Mandy Rice-Davies ?,title
891,What is a Guild ?,def
892,What is InterLata Internet service ?,def
893,What is pasta ?,def
894,What are boxcars ?,def
895,What is Toulmin logic ?,def
896,What is moxie ?,def
897,What does Ouija mean ?,def
898,What does the name Jenna mean ?,def
899,What was a Mae West on a World War II battleship ?,def
900,What is hypnotherapy ?,def
901,What is a nanometer ?,def
902,What is the meaning of `` CPR '' ?,def
903,What is the poetic meter of blank verse ?,def
904,What is the highest Roman numeral ?,def
905,What does the name `` Justin '' mean ?,def
906,What is a pig in a poke ?,def
907,What is Australia Day ?,def
908,What is Megan 's law ?,def
909,What is agent orange ?,def
910,What is meant by `` capital market '' ?,def
911,What is a person 's socioeconomic position ?,def
912,What is home banking ?,def
913,What is real time processing ?,def
914,What is `` bloodhound '' ?,def
915,What is goldenseal ?,def
916,What is Greek pita ?,def
917,What is making love ?,def
918,What is magnetar ?,def
919,What is prepared mustard ?,def
920,What are the Poconos ?,def
921,What is yohimbine ?,def
922,What is fellatio ?,def
923,What is a meerkat ?,def
924,What is `` Vocal Sampling '' ?,def
925,What does Venus Retrograde mean ?,def
926,What is the English meaning of caliente ?,def
927,What is a virtual IP address ?,def
928,What is a specimen of basidiomycetes ?,def
929,What was the Vietnam War ?,def
930,What is the `` 7-minute cigarette '' ?,def
931,What is a multiplexer ?,def
932,What is a hormone ?,def
933,What is the meaning of thalassemia ?,def
934,What does N est-ce pas mean ?,def
935,What is nuclear proliferation ?,def
936,What are the seven virtues ?,def
937,What is artificial intelligence ?,def
938,What is a Canada two-penny black ?,def
939,What is measured in curies ?,def
940,What is the Socratic method ?,def
941,What does storm wave mean in Japanese ?,def
942,What 's a short ton ?,def
943,What is the nature of learning ?,def
944,What is a transistor ?,def
945,What is the definition of `` chancery '' file in real estate ?,def
946,What is `` Chicago Hope '' ?,def
947,What 's the meaning of the name Tatiana ?,def
948,What does the number 33 on the Rolling Rock beer bottle mean ?,def
949,What is Occam 's Razor ?,def
950,What is the definition of ` graphic details ' ?,def
951,What are the Urals ?,def
952,What 's the rathaus in Frankfurt ?,def
953,What is hydrogen ?,def
954,What does the term glory hole mean ?,def
955,What is idealab ! ?,def
956,What is mandibulofacial dysostosis ?,def
957,What does palindromic mean ?,def
958,What is idealab ! ?,def
959,What are the Greek numerals ?,def
960,"What is the 401 , K , plan ?",def
961,What is ouzo ?,def
962,What is a green bog ?,def
963,What is the virus HIV ?,def
964,What is a turnkey contract ?,def
965,What is a Certified Nurse Midwife ?,def
966,What is dry ice ?,def
967,Define cosmology .,def
968,What do pointed letters mean to a handwriting analyst ?,def
969,What is hyperopia ?,def
970,What is the feudal system ?,def
971,What are the cookies in Internet ?,def
972,What is film noir ?,def
973,What was the Long March in China ?,def
974,What is a pyrotechnic display ?,def
975,What does Elysium mean ?,def
976,What is an aortic abdominal aneurysm ?,def
977,What is tyvek ?,def
978,What is molybdenum ?,def
979,What is Sinn Fein ?,def
980,What does Las Vegas mean ?,def
981,"What was archy , and mehitabel ?",def
982,What are the alveoli ?,def
983,What is a bourdon tube ?,def
984,What are pomegranates ?,def
985,How is thalassemia defined ?,def
986,What does the name Calder mean ?,def
987,What is being done about the millennium bug ?,def
988,"What does caliente mean , in English ?",def
989,What are `` inkhorn terms '' ?,def
990,What is swap math ?,def
991,What is a philanthropist ?,def
992,"What are vermicilli , rigati , zitoni , and tubetti ?",def
993,What is a cullion ?,def
994,What is Plc ?,def
995,What is the circumorbital hematoma ?,def
996,What does the word affiant mean ?,def
997,What is the contents of proposition 98 ?,def
998,What is a `` False Moon '' ?,def
999,What is Shalom ?,def
1000,What are chloroplasts ?,def
1001,What is usenet for the Internet ?,def
1002,What is false consciousness ?,def
1003,What do the 12 days of Christmas mean ?,def
1004,What is a ` borrow pit ' ?,def
1005,What is an isthmus ?,def
1006,What are dingoes ?,def
1007,What is limbo ?,def
1008,What is commonly considered the fifth sense ?,def
1009,What is hebephrenia ?,def
1010,What is the Kashmir issue ?,def
1011,What does the name Billie mean ?,def
1012,What does the name Kelly mean ?,def
1013,What is a `` repeating voter '' ?,def
1014,What is the Immaculate Conception ?,def
1015,What are Bellworts ?,def
1016,What was The Living Room War ?,def
1017,What is lung cancer ?,def
1018,What are manifest and latent function theories ?,def
1019,What is Butterfield 8 in Butterfield 8 ?,def
1020,What is the meaning of the name Ella ?,def
1021,What is a Mexican hairless ?,def
1022,What does a red flag mean in auto racing ?,def
1023,What is the Lost Colony ?,def
1024,What is an urban legend ?,def
1025,What is the definition of a cascade ?,def
1026,What is Cabarnet Sauvignon ?,def
1027,What are the Baltic States ?,def
1028,What is `` the washed vodka '' ?,def
1029,What 's the staff of life mentioned in the Lord 's Prayer ?,def
1030,What is a bone marrow transplant meant for ?,def
1031,What 's the meaning of UOL ?,def
1032,What was the filling in the first golf balls ?,def
1033,What is a virtual IP address ?,def
1034,What does the theory of quantum leaps mean in simpler terms ?,def
1035,What is a phalanx ?,def
1036,What does seccession mean ?,def
1037,What is diabetes ?,def
1038,What is the definition of a witch ?,def
1039,What is sound ?,def
1040,What was the Chivington Massacre ?,def
1041,What does the term 3 mean to a newspaper editor ?,def
1042,What is `` dew point '' ?,def
1043,What is a First World country ?,def
1044,What are the `` Star Wars '' satellites ?,def
1045,What are equity securities ?,def
1046,What is the half-life of P-32 ?,def
1047,What is a wop ?,def
1048,What is Linux ?,def
1049,What is Eagle 's syndrome styloid process ?,def
1050,Define the Pheonix Club ?,def
1051,What does the word `` opera '' mean ?,def
1052,What is a `` node '' in computer terms ?,def
1053,What does laser stand for ?,def
1054,What is Srpska Krajina ?,def
1055,"What are Kythnos , Siphnos , Seriphos and Mykonos ?",def
1056,What is office automation ?,def
1057,What does Robert mean ?,def
1058,What is the Internet2 ?,def
1059,What are values ?,def
1060,What was an `` Asiento '' ?,def
1061,What is proposition 98 about ?,def
1062,What is Doegs ?,def
1063,"What 's the meaning of the Latin battle cry : Ad arma , ad arma .",def
1064,What is the Milky Way ?,def
1065,What is a cake of soap ?,def
1066,What is ethology ?,def
1067,What year did Montana become a state ?,date
1068,When did the Berlin Wall go up ?,date
1069,The film `` Jaws '' was made in what year ?,date
1070,When did Mount St. Helen last have a significant eruption ?,date
1071,What time of day did Emperor Hirohito die ?,date
1072,What year was Desmond Mpilo Tutu awarded the Nobel Peace Prize ?,date
1073,What year was Janet Jackson 's first album released ?,date
1074,In what year was De Gaulle elected president of France ?,date
1075,What time of year has the most air travel ?,date
1076,What year was the NAACP founded ?,date
1077,When did Muhammad live ?,date
1078,What is Dick Clark 's date of birth ?,date
1079,When does the average teenager first have intercourse ?,date
1080,When was the Parthenon built ?,date
1081,When is a woman most fertile ?,date
1082,When was the last major eruption of Mount St. Helens ?,date
1083,When is the site www.questions.com going to open ?,date
1084,What year was the setting for American Graffiti ?,date
1085,What year did nylon stockings first go on sale ?,date
1086,In what year was the cannon invented ?,date
1087,In what year did the Bounty mutiny happen ?,date
1088,When was the first successful heart transplant for a human ?,date
1089,When was the bar-code invented ?,date
1090,In what year was the Berlin Wall erected ?,date
1091,When was Franklin D. Roosevelt stricken with polio ?,date
1092,When did the Carolingian period begin ?,date
1093,On what day were John F and Jackie Kennedy married ?,date
1094,What year did Hitler die ?,date
1095,"When did President Kennedy , Lee Harvey Oswald , and Jack Ruby all die ?",date
1096,When was the USSR dissolved ?,date
1097,When was cigarette advertising banned on television and radio ?,date
1098,When did the Bounty mutiny take place ?,date
1099,When are the Oscars Academy Awards in 1999 ?,date
1100,When was the first Wall Street Journal published ?,date
1101,On what date did Rosa Parks Become a symbol of the civil rights movement for refusing to give up her seat on the bus ?,date
1102,In what year did Thatcher become prime minister ?,date
1103,In what year was the movie the Ten Commandments released ?,date
1104,When did the Dow first reach ?,date
1105,When was Queen Victoria born ?,date
1106,When did Nixon die ?,date
1107,When did the neanderthal man live ?,date
1108,When was London 's Docklands Light Railway constructed ?,date
1109,When was Berlin 's Brandenburg gate erected ?,date
1110,"What month , date , and year did Charles I die ?",date
1111,When did the original Howdy Doody show go off the air ?,date
1112,When did they canonize the Bible ?,date
1113,When is Bastille Day ?,date
1114,What geological time do we live in ?,date
1115,When did the last Americans leave Vietnam ?,date
1116,What day is known as the `` national day of prayer '' ?,date
1117,What is Judy Garland 's date of birth ?,date
1118,When was Nostradamus born ?,date
1119,What 's the third month of the Gregorian calendar ?,date
1120,When did Thatcher become prime minister ?,date
1121,When did Theo Rousseau paint the `` Forest of Fontaine '' ?,date
1122,When was the De Beers company founded ?,date
1123,In what year was the first patent for the pull-tab opener on cans obtained ?,date
1124,When was the Hoover Dam constructed ?,date
1125,What date is Richard Nixon 's birthday ?,date
1126,What year did Spielberg make `` Jaws '' ?,date
1127,"When did Lucelly Garcia , a former ambassador of Columbia to Honduras , die ?",date
1128,What is President Nixon 's birthdate ?,date
1129,When was the NFL established ?,date
1130,When was Microsoft established ?,date
1131,What is the date of Bastille Day ?,date
1132,When did communist control end in Hungary ?,date
1133,What year did Germany sign its nonaggression pact with the Soviet Union ?,date
1134,What date did man first land on the moon ?,date
1135,In what year was Gandhi assassinated ?,date
1136,When was the San Francisco fire ?,date
1137,When did Mount St. Helen last have a major eruption ?,date
1138,When were the Olympic Games in which Nadia Comaneci became popular played ?,date
1139,When is the Tulip Festival in Michigan ?,date
1140,When is Boxing Day ?,date
1141,When did Jaco Pastorius die ?,date
1142,What was the date of CNN 's first broadcast ?,date
1143,When did beethoven die ?,date
1144,When was the Congress of Vienna ?,date
1145,On which date is the Ukrainians ' Christmas ?,date
1146,When was the G7 group of nations formed ?,date
1147,When was China 's first nuclear test ?,date
1148,What is Martin Luther King Jr. 's real birthday ?,date
1149,When was the Bill of Rights ratified ?,date
1150,When did the vesuvius last erupt ?,date
1151,In what year did Thatcher gain power ?,date
1152,In what year was actress Joan Collins born ?,date
1153,When did CNN begin broadcasting ?,date
1154,What is the busiest air travel season ?,date
1155,What time does Wee Willie Winkie run through the town ?,date
1156,What month did the Edmund Fitzgerald sink ?,date
1157,When did Mount St. Helens last erupt ?,date
1158,Why are the U.S. presidential elections held in November ?,reason
1159,Why are so many umbrellas black ?,reason
1160,Why is Chicago named Chicago ?,reason
1161,What function does a community 's water tower serve ?,reason
1162,What is the function of the appendix ?,reason
1163,What made the Finger Lakes in western New York state ?,reason
1164,Why is Microsoft 's Windows 3 such a successful computer program ?,reason
1165,Why do men snore ?,reason
1166,What causes an earthquake ?,reason
1167,Why do girls have to wear training bras ?,reason
1168,What caused Harry Houdini 's death ?,reason
1169,Why do we call someone `` honey '' ?,reason
1170,Why are lions called `` King of the Jungle '' ?,reason
1171,What makes thunder ?,reason
1172,"In the song `` Yankee Doodle , '' why did Yankee Doodle stick a feather in his cap and call it macaroni ?",reason
1173,How come light bulbs go out ?,reason
1174,"Why was Henry Ford 's first automobile calleda Model T & his second type of automobile , introduced in 1928 , called a Model A ?",reason
1175,Why can 't you taste anything when you have a cold ?,reason
1176,Why are eggs supposed to be stored small end down ?,reason
1177,What are the medical purposes of `` clitoridectomy '' ?,reason
1178,Colin Powell is most famous for what ?,reason
1179,What incident caused the canning of a summit conference between Eisenhower and Khrushchev ?,reason
1180,Why do roosters sing at five o 'clock in the morning ?,reason
1181,From what cause does tuberculosis stem ?,reason
1182,"Why do some jets have a vapor trail , and others do not ?",reason
1183,Why do they call a hamburger a hamburger when there is no ham ?,reason
1184,"Why does a wheel , e.g. a car tire , appear to spin in the opposite direction as it slows down ?",reason
1185,Why does a candle need a wick ?,reason
1186,"What was the claim to fame of the football game that saw Fordham defeat Waynesburg State 12601 on September 3 , 1939 ?",reason
1187,What caused Shea & Gould to close their L.A. office ?,reason
1188,What is Jane Goodall known for ?,reason
1189,Why do pressure cookers save time in the kitchen ?,reason
1190,Why were red M&Ms discontinued then brought back ?,reason
1191,What is the cause of endangered species ?,reason
1192,What is the purpose of a car bra ?,reason
1193,Why can 't ostriches fly ?,reason
1194,What makes salt ?,reason
1195,What 's the claim to fame of night watchman Frank Wills ?,reason
1196,Why did Egyptians shave their eyebrows ?,reason
1197,Why is Indiglo called Indiglo ?,reason
1198,Why do some people have two different color eyes ?,reason
1199,What makes hamburgers taste like steakburgers ?,reason
1200,What is the S&P 500 used for ?,reason
1201,What are those little blue reflectors in the middle of the road for ?,reason
1202,Why was Muhammad Ali stripped of his title and barred from boxing in 1967 ?,reason
1203,"What was Al Capone finally imprisoned for , in 1931 ?",reason
1204,Why does cotton get caught in belly buttons ?,reason
1205,"Why was Washington , DC originally called District of Columbia ?",reason
1206,Why are haunted houses popular ?,reason
1207,Why was Curious George curious ?,reason
1208,"What makes Black Hills , South Dakota a tourist attraction ?",reason
1209,Why did the Globe Theatre burn down ?,reason
1210,What makes a clitoris sensitive ?,reason
1211,What problems contributed to the high failure rate of Plains farmers in the 1800s ?,reason
1212,What are tonsils for ?,reason
1213,What caused the Lynmouth floods ?,reason
1214,Why did David Koresh ask the FBI for a word processor ?,reason
1215,What are the most common causes of death in the U.S. ?,reason
1216,What exactly is the purpose of the anteater ?,reason
1217,Why do recipe books recommend starting with cold water when you boil something ?,reason
1218,What are Cushman and Wakefield known for ?,reason
1219,Why are the ears your center of balance ?,reason
1220,What is the function of RAM ?,reason
1221,"What are the factors leading to the high teen pregnancy rate in Spartanburg , South Carolina ?",reason
1222,What causes rust ?,reason
1223,What causes tuberculosis ?,reason
1224,Why was the L.A. office of Shea and Gould closed ?,reason
1225,Why is Rush 's 2112 called 2112 ?,reason
1226,What causes the body to shiver in cold temperatures ?,reason
1227,Why are there letters on the telephone ? Why are there no Q or Z ?,reason
1228,Why do people in the upper peninsula of Michagin say `` eh ? '' ?,reason
1229,Why was the zipper invented ?,reason
1230,What caused the Titanic to sink ?,reason
1231,For what reason did the Shea & Gould law firm close their L.A. office ?,reason
1232,What causes headaches ?,reason
1233,Why were people recruited for the Vietnam War ?,reason
1234,Why are peanut butter cookies topped with crisscrosses ?,reason
1235,Why do we have to go to school ?,reason
1236,Why do they sterilize the needle for lethal injection ?,reason
1237,What causes canker sores in the mouth ?,reason
1238,What is the mission of Nike ?,event
1239,"What happened on January 15 , 1969 ?",event
1240,What is celebrated during the week of February 21-27 ?,event
1241,What are the rites accompanying the circumcision of a newly born-child in Judaism called ?,event
1242,What age followed the Bronze Age ?,event
1243,In what war was the first submarine used ?,event
1244,What concerts are held in New York this week ?,event
1245,"What feud ended with a marriage in Kentucky on March 21 , 1891 ?",event
1246,What war did Johnny Reb and Billy Yank fight ?,event
1247,What civil war was fought between 1936 and 1939 ?,event
1248,"What incident of 1933 did the German Nazis use to justify emergency decrees , imprisoning opponents and vesting more power in themselves ?",event
1249,What was Franklin Roosevelt 's program for economic recovery called during the Great Depression ?,event
1250,What astronomical phenomenon takes place in Jan. 1999 ?,event
1251,What war did the Potsdam Conference follow ?,event
1252,What is the name of the largest water conservancy project in China ?,event
1253,What famed gangland slaughter cut into the membership of Bugs Moran 's outfit ?,event
1254,Name the French historical period during the reign of Napoleon III .,event
1255,What are the historical trials following World War II called ?,event
1256,What Jewish holiday saw the start of the 1973 Mideast War ?,event
1257,What started in 1849 when gold was discovered at Sutter 's Mill ?,event
1258,What are some important events of the 1830 's ?,event
1259,"What was organized as a Confederate veterans ' social club in Pulaski , in Tennessee , in 1866 ?",event
1260,What holidays or observances are celebrated in Italy ?,event
1261,What are some of the significant historical events of the 1990s ?,event
1262,What was the name of the U.S. 's first manned space program ?,event
1263,What were the trials called which followed World War II ?,event
1264,What famous events have happened on March 27 ?,event
1265,What historical event happened in Dogtown in 1899 ?,event
1266,What is the name of the American literary era that includes 1896 ?,event
1267,What was the name of the famous battle between Texas and Mexico ?,event
1268,What was the tragedy that struck the city of Dogtown in 1899 ?,event
1269,"What was the name of the Crimean meeting of Roosevelt , Churchill , and Stalin ?",event
1270,What new year is celebrated on February 16th ?,event
1271,What tragedy befell the city of Dogtown in 1899 ?,event
1272,What was the name of the Protestant revolt against the supremacy of the Pope ?,event
1273,What are the ages in comic book lingo ?,event
1274,What holidays are celebrated in Ireland ?,event
1275,The trials resulting from World War II are known as what ?,event
1276,What was the name of Hitler 's unsuccessful attempt to overthrow the Bavarian government in Munich in 1923 ?,event
1277,What war did the Wanna-Go-Home Riots occur after ?,event
1278,What series of trials followed World War II ?,event
1279,What is the name of the 1919 occurrence in which British troops killed over 3 unarmed Indian protestors ?,event
1280,What war saw battles at Parrot 's Beak and Black Virgin ?,event
1281,What was the worst hurricane ?,event
1282,What was the longest war in U.S. history ?,event
1283,What is considered the costliest disaster the insurance industry has ever faced ?,event
1284,"What World War I battle saw 6 , 0 troops killed in one day ?",event
1285,What war did Florence Nightingale tend the troops in ?,event
1286,What war added jeep and quisling to the English language ?,event
1287,What phenomenon would you expect to read about in the monthly publication The Bigfoot News ?,event
1288,"What events happened January 26 , 1978 ?",event
1289,What war was fought by the Spanish as far as the Philippines ?,event
1290,What significant battle was fought in Belgium in 1815 ?,event
1291,What war saw a naval battle between the luxury liners Cap Trafalgar and the Carmania ?,event
1292,What war saw battles at Parrot 's Beak and Black Virgin ?,event
1293,What are some science fair projects for 8th graders ?,event
1294,What state was Herbert Hoover born in ?,state
1295,Mississippi has what name for a state nickname ?,state
1296,What province is Edmonton located in ?,state
1297,What states do not have state income tax ?,state
1298,Which two states enclose Chesapeake Bay ?,state
1299,Kosovo is a province of what country ?,state
1300,What New England state covers 5.9 square miles ?,state
1301,What U.S. state are the Finger Lakes in ?,state
1302,What state is Niagara Falls located in ?,state
1303,What state is the Filenes store located in ?,state
1304,What state 's home to the Buffalo Bill Historical Center ?,state
1305,What New England state carries the telephone area code 27 ?,state
1306,What U.S. state has sagebrush as its state flower ?,state
1307,"What U.S. state boasts Stone Mountain , the world 's largest mass of exposed granite ?",state
1308,What U.S. state has the second-longest coastline ?,state
1309,What U.S. state ends with a G ?,state
1310,What is the leading pecan and peanut growing state ?,state
1311,What is the nickname of Pennsylvania ?,state
1312,In what U.S. state was the first woman governor elected ?,state
1313,What state was named the Green Mountain state ?,state
1314,In which state are the Mark Twain National Forests ?,state
1315,What U.S. state comes last in an alphabetical list ?,state
1316,What is the richest state in the U.S. ?,state
1317,What southwestern state is dubbed The Silver State ?,state
1318,What state did Anita Bryant represent in the 1959 Miss America contest ?,state
1319,What is the nickname for the state of Mississippi ?,state
1320,What state has the longest Great Lakes shoreline ?,state
1321,What state has the most Indians ?,state
1322,What two states is Washington D.C. between ?,state
1323,What U.S. state is Mammoth Cave National Park in ?,state
1324,What U.S. state includes the San Juan Islands ?,state
1325,What eastern state sprouted the first commercial nuclear power plant in the U.S. ?,state
1326,What U.S. state has the most blondes ?,state
1327,"What populous state covers 49 , 576 square miles ?",state
1328,In what state was the first co-educational college established,state
1329,What U.S. state has the lowest highest elevation at 6 feet ?,state
1330,What U.S. state boasts Leif Ericson Park ?,state
1331,What sprawling U.S. state boasts the most airports ?,state
1332,What are all the southern states of the United States ?,state
1333,What state is Mount McKinley in ?,state
1334,In what state was there an 11 million gallon oil spill ?,state
1335,What U.S. state lived under six flags ?,state
1336,What U.S. state is Fort Knox in ?,state
1337,What state does Martha Stewart live in ?,state
1338,What U.S. state has an element named for it ?,state
1339,What four U.S. states have active volcanoes ?,state
1340,What is the fastest growing state in the U.S.A. in 1998 ?,state
1341,What state full of milk and honey was the destination in The Grapes of Wrath ?,state
1342,What 's the northernmost U.S. state apart from Alaska ?,state
1343,What U.S. state is Dixville Notch in ?,state
1344,What is the state nickname of Mississippi ?,state
1345,What U.S. state records the least rainfall ?,state
1346,What state on the Gulf of Mexico has its lowest point five feet below sea level ?,state
1347,What are the only two states that incorporate the Confederate battle flag in their flags ?,state
1348,What U.S. state 's biggest lake is Lake Sam Rayburn ?,state
1349,What state does Charles Robb represent ?,state
1350,What state is known as the Hawkeye State ?,state
1351,What state produces the best lobster to eat ?,state
1352,What state in the U.S. has the most blacks ?,state
1353,What state did Helen Keller call home ?,state
1354,What U.S. state borders Illinois to the north ?,state
1355,What are all the southern states of the U.S. ?,state
1356,What state in the United States covers the largest area ?,state
1357,What U.S. state does the Continental Divide leave to enter Canada ?,state
1358,What state is John F. Kennedy buried in ?,state
1359,What is the largest U.S. state east of the Mississippi ?,state
1360,Where does `` bovine '' come from ?,desc
1361,What is the difference between a fruit and a vegetable ?,desc
1362,What happened in the Long March ?,desc
1363,Who is Zebulon Pike ?,desc
1364,What are the requirements for becoming a citizen of Australia ?,desc
