,texts,labels
2369,What was the maternal mortality rate of the Congo in the year 2000?,other
2370,What income is evenly distributed in the Congo?,money
2371,Colonization reduced the power of what groups in the Congo River basin?,gr
2372,What served as the symbolic capital of France during World War I?,city
2373,Who took control of the company during the transition from Youlou to Debat?,ind
2374,What method of transport is not available in the Republic of the Congo?,other
2375,What country has a narrow range of languages?,country
2376,Who form the majority of Islamic residents of the Congo?,ind
2377,What was the infant mortality rate of the Congo in 1990?,other
2378,What economic status did oil revenue fail to provide for the Congo?,other
2379,What did the Pygmy people form a basis for?,reason
2380,What established the Third Republic?,other
2381,Who said the election was marked by very high turnout?,ind
2382,What did France denounce embezzlement investigations as?,other
2383,What is the last of its kind in Africa?,other
2384,What is not a part of Congo's economy?,other
2385,What enabled the government to finance small development projects?,reason
2386,What was the prevalence of HIV/AIDS in people over 49? ,other
2387,What is theoretically free for people over 16?,other
2388,What kind of services in the Congo are in good shape?,other
2389,What Bantu kingdom never traded with the Congo River basin?,gr
2390,What was the symbolic capital of the Nazis from 1940 to 1943? ,city
2391,What ousted Alphonse Massamba-Débat from power?,other
2392,What was the least important tool of the Sassou government?,other
2393,What allowed Sassou to run for a second term?,reason
2394,What is the yearly rainfall in the north of the country?,count
2395,What has kept the chimps isolated from humans?,other
2396,What was financed by rising forestry revenues?,other
2397,What is not a Congolese export?,other
2398,How much land did South Africa lease to the Congo?,count
2399,What are urban economies dependent on the government for?,reason
2400,What amount of the Kongo are Laari?,other
2401,How much was spent on health per capita after 2004?,money
2402,What Pygmy kingdom built trade links with the Congo River basin?,gr
2403,What did the Bateke designate as the federal capital?,city
2404,What did the Congo's name change to under Denis Sassou Nguesso?,other
2405,What did Sassou sign a ten year friendship pact with?,other
2406,What does no one refer to as slavery?,termeq
2407,What contributed to an excess of revenues?,reason
2408,What kind of legislature did Brazzaville receive prior to 1946?,gr
2409,Who subdued a series of riots in 1959?,ind
2410,What were members of Lissouba's militia called?,gr
2411,What do forests in the Congo not have to face?,other
2412,What percent of the GDP did forestry account for in 2008?,perc
2413,What is the Central African Republic also known as?,termeq
2414,Colonization increased the power of what group in the Congo River basin?,gr
2415,What branch of government does the prime minister lead?,gr
2416,From whom did ministers derive their power?,ind
2417,What 1688 event helped the parliament solidy its power against the monarch?,event
2418,"Aside from Walpole, who else denied that there was no such thing as the prime minister?",ind
2419,"In the U.S. and governments modeled on it, who holds executive power?",ind
2420,"Greece, Finland, Romania and Turkey use what kind of government?",gr
2421,What is the term for a situation in which the president and prime minister come from different political parties?,termeq
2422,Which constitution details the role and abilities of the prime minister?,cremat
2423,What document details the role and abilities given to the prime minister of the Czech Republic?,cremat
2424,What is the name of the prime ministerial position in Ireland?,title
2425,Most parliamentary governments need to have the support of what governmental body?,gr
2426,Who can put a stop the parliamentary attempts at dissovling itself in some areas?,ind
2427,What is the Russian term for prime minister?,termeq
2428,What is the Italian term for the prime minister?,termeq
2429,In what kinds of nations can the head of government attain the title of Excellency?,country
2430,What kind of role is the head of state in Westminster-based parliamentary governments?,ind
2431,What is it called when a monarch has a share of executive powers?,termeq
2432,Who was referenced as prime minister in a negative manner when the term was first used in its modern sense?,ind
2433,Who held the equivalent of the post of prime minister under Queen Anne?,ind
2434,Who was responsible for naming people to serve in the cabinet?,ind
2435,Which kings tried to get power back to the monarchy?,ind
2436,What is another name for the Republic of China?,termeq
2437,What can the French parliament cause in order to oust the prime minister?,reason
2438,What is the pinyin form of premier?,termeq
2439,Who's constitution is not clear on how a prime minster should be removed?,ind
2440,"If the head of state prevents the dissolution of parliament, what needs to happen?",desc
2441,"In Ireland, when was the power to dissolve parliament assigned to the prime minister?",date
2442,What is the Israeli term for prime minister?,termeq
2443,What honorific title can be given to prime ministers in commonwealth nations?,title
2444,"What are the heads of government in Wales, Scotland and Northern Ireland called?",ind
2445,What empire expanded in the 1900's?,gr
2446,"In some political models like semi-presidential systems, what does the prime minister manage?",other
2447,In wich parlimentry system is the monarch the head of state?,other
2448,What are former titles once held by the Prime Minister of the UK?,title
2449,During whose government did prime minister first see use on official state documents?,ind
2450,What contry only vaugly outlines the role of prime minister?,other
2451,The Constitution Act mentions the prime minister in the context of which kinds of other ministers?,ind
2452,"In contemporary parliamentary governments, which official is usually in charge of asking parliament to dissolve?",ind
2453,The 1922 Irish Free State Constitution previously gave what body the power to dissolve parliament?,gr
2454,What does the title Satsminister refer to in Italy?,termeq
2455,What are British prime ministers part of that grants them the title Right Honourable?,other
2456,What is the Indian term for Prime Minister?,termeq
2457,What is the Cabinet in Canada?,def
2458,Who avoided using the the British model o cabinet government?,ind
2459,In what system does the prime minister have reserve powers?,other
2460,Who has no reponsibility for passing bills with the rest of the cabinet?,ind
2461,What body did the monarch have no control over?,gr
2462,What would a minister have to do if he did not publicly support a cabinet policy?,desc
2463,What needs the support of the upper house of parliment?,other
2464,who has the power to disolve parliment?,ind
2465,What is the Irish term for prime minister?,termeq
2466,What is an example of a country where prime ministers can be called Right Honourable solely because of their position?,country
2467,What is the term for prime minister in Pakistan?,termeq
2468,What roles did Benjamin Netanyahu serve in prior to serving on the cabinet of Israel?,title
2469,What title is no longer honorific?,title
2470,What is it called when the president and and legislature are controlled by the same party,termeq
2471,What office did not exist in any form in the UK until the early twentieth century?,other
2472,Who can the prime minister damand a resignation from?,ind
2473,Who lost the power to request a dissolution of parliment in 1918?,ind
2474,What is the prime minister entitled to in Commonwealth countries?,other
2475,What does Wazir-e-Azam mean in English?,def
2476,What Revolution took place in the 17th century?,event
2477,what kind of dissalution can parliment request?,other
2478,since when has the power to request a dissalution belonged to the whole government?,date
2479,What is the secretary of State in Italy?,ind
2480,Who is called Honourable in non Commonwealth countries?,ind
2481,In what type of system is the prime minister the head of state?,other
2482,What does the Executive Council have the power to do in Ireland?,desc
2483,Who can not be part of the privy council?,ind
2484,Who's opponents packed the House of Commons?,ind
2485,In what century did the term polytechnic first show up?,date
2486,What was the first institute of technology in the world?,gr
2487,What term was used in some countries to describe select universities that focus on technological education in applied science and engineering?,termeq
2488,In what city is the École Polytechnique de Montréal located?,city
2489,What is Canada's national alliance of 11 research-focused schools called?,gr
2490,EPN's Nuclear Science Department is among how many of its kind in Ecuador?,count
2491,Universities that encompass several engineering schools provide curricula in sciences and what other field?,gr
2492,What are an institute of technology called in France?,gr
2493,"In Eastern Europe, what is the word for an institute of technology?",word
2494,Which department's faculty can be associated with university hospitals?,gr
2495,What's the name of the Act that changed how Greek public institutes of technology were designated?,other
2496,What kind of mining did the world's first institute of technology prepare students for?,other
2497,What's the name of the diploma awarded in India for technical or vocational coursework?,other
2498,"Rather than four-year Bachelor's degrees, Politeknik offer a diploma after how many years?",count
2499,What was the original name of Ireland's Institute of Technology system?,other
2500,What two-letter abbreviation is used for undergraduate engineering  courses?,abb
2501,What is the Portuguese word for the short-cycle degrees awarded prior to 1988?,word
2502,What's the name of Singapore's centralized institute that students can attend before university?,gr
2503,What type of economy was technical education in Venezuela intended to support?,other
2504,"What system were institutes of technology a part of during the seventies, eighties, and early nineties?",other
2505,What is the new name of the Northern Melbourne Institute of TAFE?,gr
2506,"In addition to Bachelor's degrees, what other kind of degree can one earn from a Fachhochschule?",title
2507,"In addition to private equity and industry sources, what's a third source of research funding for institutions of higher learning in Canada?",other
2508,What century in France's history included the French École polytechnique that influenced education systems in other countries?,date
2509,What's the main focus of a Technische Universität?,desc
2510,What's the approximate number of students in Germany who are enrolled in a university of technology?,other
2511,What's the founding year of the first institute of technology ever?,date
2512,What area of discipline do Japan's institutes of technology specialize in?,title
2513,What's the focus of Mauritius's University of Technology's specialized mission?,other
2514,In what decade did New Zealand's tertiary education institutions begin consolidation?,date
2515,"What are people being trained for, mainly, in Pakistan's polytechnic institutes?",other
2516,What type of degree were Thailand's technical colleges historically not allowed to confer?,title
2517,What was the previous name of Rajamangala University of Technology?,gr
2518,What is Thailand's only government-established and owned institute of technology?,gr
2519,The Further and Higher Education Act 1992 allows polytechnics to award degrees without what organization's approval?,gr
2520,What century brought the advent of technical schools or technical institutes?,date
2521,What was the founding name of the Braunschweig University of Technology?,gr
2522,"In addition to technology, Fachhochschulen offer courses in social science, medicine, design, and what other discipline?",title
2523,Which German state has the highest ratio of universities of technology to standard universities?,state
2524,In what city in the state of Perak is the Politeknik Ungku Omar located?,city
2525,The Banská Akadémia was originally intended for training workers in what two precious metals?,other
2526,What's the new name of Pathumwan Technical School?,gr
2527,What two-word term does Scotland use to describe their technological universities?,termeq
2528,In what decade did colleges of technology gain the University designation?,date
2529,Where does the information stored on the Wayback Machine come from?,desc
2530,What are the saved versions of a site called?,termeq
2531,"In 2009, what size did the data saved by Wayback Machine reach?",other
2532,What 2009 court battle involved the Wayback Machine?,event
2533,What does Telewizja Polska operate?,other
2534,What kind of limitations exist in keeping copies of a website?,desc
2535,What kinds of laws could the Wayback Machine be viewed as breaking in Europe?,desc
2536,Web pages that contained content critical of what religous movement were taken off of the Internet Archive in 2002?,other
2537,What kind of protocol is the Robots Exclusion Standard?,other
2538,Who were sometimes permitted to use the Archive's database?,ind
2539,What is the minimum amount of time that elapses before most snapshots are released for viewing?,period
2540,Which platform did Internet Archive adopt in 2009?,other
2541,The older version of Wayback Machine did not have much new data past what year?,date
2542,In what jurisdiction was the Netbula v. Chordiant case tried?,other
2543,What is EchoStar's platform?,other
2544,What is an example of a condition that must be met for the Internet Archive data to be considered acceptable for submission to patent offices in the US and Europe?,desc
2545,What would the Internet Archive have to do if requested by someone whose content is available on Wayback Machine?,desc
2546,What file is utilized to exercise the rights promoted by the Robots Exclusion Standard?,other
2547,Who asserts that they will respond to direct contracts requesting material be removed from Web sites?,ind
2548,At what milestone was the archive made public?,other
2549,What term characterizes the rate at which snapshots are made of websites?,termeq
2550,The newer version of the Wayback Machine included date up to and including what year?,date
2551,Which party won its argument regarding Netbula's robots.txt file?,gr
2552,Which judge denied Telewizja Polska's attempt to block the use of Internet Archive contents as evidence?,ind
2553,What are owners not interested in?,other
2554,In what jurisdiction were Internet Archive's counterclaims filed?,other
2555,What individuals founded Internet Archive?,ind
2556,What 2009 court battle involved Netbula's robots?,event
2557,Which judge overturned Keys' ruling?,ind
2558,What is an example of a condition that must be met for the Internet Archive data to be considered acceptable for submission to patent offices on the Web?,desc
2559,What kinds of laws could the Wayback Machine be viewed as breaking in the FAQ?,desc
2560,Web pages that contained content critical of what religious movement were taken off of the Wayback Machine in 2002?,other
2561,What laws did Healthcare Advocates accuse Internet Archive of having broken?,desc
2562,In what jurisdiction where counterclaims nullified by the court?,other
2563,Which characters on The Rocky and Bullwinkle Show used a device that allowed the to travel through WABAC?,ind
2564,What is the minimum amount of time that elapses before most snapshots are released for recording?,period
2565,"In 2009, what size did the data saved by rate systems reach?",other
2566,Which campus did Internet Archive adopt 2009?,other
2567,What became a threat of theft?,other
2568,In what jurisdiction was the California v. Chordiant case tried?,other
2569,What does Telewizja Polska intend to offer?,desc
2570,What kind of limitations exist in keeping copies of the Wayback Machine?,desc
2571,What would the Internet Archive have to do if requested by someone whose content is available on robots.txt files?,desc
2572,Which law firm leveaged the Computer Fraud and Abuse Act to protect their client in 2003?,gr
2573,What file is utilized to exercise the rights promoted by the Internet Archive?,other
2574,What was the machine used by Rocky named?,product
2575,Who were sometimes permitted to attend the Archive's public ceremony?,ind
2576,What would producing web pages have caused Netbula?,reason
2577,Which party won its argument regarding California's robots.txt file?,gr
2578,Who is interested in preserving Web sites of persons who do not want their materials in the collection?,ind
2579,What was the URL owned by the Internet Archive?,other
2580,What was the DMCA trying to remove?,other
2581,What was used to alter events in a plot?,other
2582,At what milestone was the archive made clunky?,other
2583,What did the Wayback Machine believe would support its case?,desc
2584,Which judge denied Echostar's attempt to block the use of Internet Archive contents as evidence?,ind
2585,What elements of webpages are not used by site archives?,other
2586,What does the Healthcare Advocates respect?,other
2587,In what jurisdiction was Suzanne Shell's counterclaims filed?,other
2588,What Linux nodes are hoped to be captured?,other
2589,How long are intervals between cases?,dist
2590,What only has a little bit of material past 2007?,other
2591,Which judge overturned Polska's ruling?,ind
2592,Who can decide when pages are deleted from Europe?,ind
2593,In what jurisdiction were claims nullified by the court?,other
2594,What individuals founded the World Wide Web?,ind
2595,What is stored on Petabox petabyte systems?,other
2596,The Low Countries were made up of which present day countries?,country
2597,What was the 8th province of the Dutch Republic?,state
2598,Who appointed the stadtholders?,ind
2599,Several border territories were designated to the United Provinces after what?,other
2600,Who was in control of the Dutch East India Company (VOC) and the Dutch West India Company (WIC)?,ind
2601,What granted Holland and Zeeland the right to accept only one religion?,reason
2602,Which counties in the Low Countries were not ruled by the Holy Roman Empire?,other
2603,The republican forces fled to which country?,country
2604,What was the wealthiest and most urbanized region in the world during the 17th century?,other
2605,Who were always chosen as stadtholders of most of the provinces?,ind
2606,Who wanted to replace the stadtholders with a republican structure?,ind
2607,The border territories assigned to the United Provinces were known as what?,other
2608,"Who described the Dutch confederacy as exhibiting ""Imbecility in the government; discord among the provinces; foreign influence and indignities; a precarious existence in peace, and peculiar calamities from war.""",ind
2609,The degree to which different religions were persecuted depended on what?,other
2610,The Kingdom of the Netherlands was formed by which countries?,country
2611,The main executive official of the Provincial States was called what?,ind
2612,Which states had the same stadtholder as Holland?,state
2613,What were the names of the border territories assigned to the United Provinces?,other
2614,What were ruled by the Roman Empire?,other
2615,What was the status of the Dutch Golden Age compared to the world?,other
2616,In what order was The Hague arranged?,other
2617,Who had more power during times of war than the raadspensionaris?,ind
2618,Which Empire ruled the county of Flanders?,gr
2619,The low countries ruled most of what two houses?,country
2620,What did the Batavian Republic take part in from 1783 to 1795?,other
2621,Who appointed the princes of Orange?,ind
2622,What changed from religious services to private churches?,other
2623,What court founded the stock exchange in the Netherlands?,gr
2624,Who had the same princes as Holland?,ind
2625,What is one name of a Staats-Brabant assigned to the United Provinces?,other
2626,What were Reformed Church members considered as in the 17th century?,other
2627,Who talk Antwerp in 1583?,ind
2628,What trade fleet was the wealthiest and most urbanized?,other
2629,What was the stateholder denied by its tax exemption?,other
2630,Who was subordinate to Zeeland and Utrecht?,ind
2631,What was the nature of the true republican structure?,def
2632,What is similar to the Federalist No. 20?,other
2633,What religious questions were forbidden under the union?,desc
2634,What could religious refugees be fined when opening their homes to services?,money
2635,What did the Low Countries under the Kingdom of France consist of?,other
2636,Who declared their independence from Philip II in 1579?,ind
2637,What two rulers fought over the provinces after the assassination of William of Orange?,ind
2638,What was each raadspensionaris governed by?,other
2639,What were Zeeland and Utrecht always chosen as?,other
2640,What was federally-governed Maastricht?,other
2641,What type of influence did peculiar calamities of war have on the framers of the US constitution?,desc
2642,What did Calvinism state that everyone should be free to choose?,desc
2643,What factors led to immigration of religious refugees from Leiden?,reason
2644,In 1618 How did the Reformed Church help solve the controversy?,manner
2645,What republics did the Spanish kingdom come before?,gr
2646,Who did the Union of Utrecht declare independence from?,ind
2647,"In wartime, what type of power did the County of Drenthe have?",other
2648,Who did most services put the focus on in the beginning?,ind
2649,Until what century was the county of Flanders part of the Low Countries?,date
2650,Who did the provinces promise to support with the Act of Abjuration?,ind
2651,In 1581 who signed the Union of Utrecht?,ind
2652,Name two reasons why the Low Countries turned against Philip II?,reason
2653,What did Low Country provinces sign promising to support each other against Philip II?,other
2654,What is the type of symbiotic relationship where two organisms can't survive without each other?,other
2655,What organisms are described as living on the surface of whales?,animal
2656,What lives with Ritteri sea anemones?,other
2657,What type of symbiosis seen between bryozoans and hermit crabs?,other
2658,What is given to the host cell?,other
2659,What is the main alteration in an endosymbiont when it adapts to a host?,desc
2660,What is the name for the kind of symbiosis in which one organism is seriously harmed and there is no affect on the other?,termeq
2661,What organisms is the ibex in an amensalistic relationship with?,animal
2662,What type of relationship harms both organisms?,other
2663,"What type of organism did Frank apply the term ""symbiosis"" to?",animal
2664,What is the type of symbiotic relationship where the symbionts can live together but can also survive alone?,other
2665,What is it called when the organisms are not physically joined?,termeq
2666,What prevents the clownfish from being stung?,reason
2667,What type of symbiotic relationship helps one organism and doesn't have a major affect on the other?,other
2668,What type of relationship is it when arachnids attach webs to dead plants?,desc
2669,What is it called when organisms are lethal to their host?,termeq
2670,What kinds of amensalism are there?,other
2671,What is the ultimate result of synnecrosis?,desc
2672,What did some plants produce when flowers became less simple?,other
2673,What nationality was Heinrich Anton de Bary?,country
2674,What is an example of an obligate relationship?,other
2675,What is it called when one symbiont lives within its partner?,termeq
2676,What endosymbionts live in coral? ,animal
2677,What type of relationship do the clownfish and anemone have?,desc
2678,What organism digs a burrow in the sand then touches the goby fish with its tail?,animal
2679,What type of symbiotic relationship happens when there is a major affect on the other organism?,other
2680,What is it called when parasites need their host to live?,termeq
2681,"When a large tree takes the resources a young tree needs, what type of amensalism is it?",other
2682,What type of relationship is it when large animals crush small plants?,desc
2683,What do all organelles have that is their own?,other
2684,What is the biologist Darwin famous for?,reason
2685,What nationality was Albert Bernhard Frank?,country
2686,What textbooks describe the parasitic relationships as the only way to define symbiosis?,cremat
2687,What organism lives in a state of both ectosymbiosis and endosymbiosis?,animal
2688,Who restricts the definition of symbiosis to indicate both obligate and facultative concurrently?,ind
2689,What kind of clownfish eat the Ritteri sea anemones?,animal
2690,What relationship is it considered when the bryozoans and hermit crabs do not live in a close relationship?,desc
2691,What takes place when the host's lifestyle reduces the endosymbiont's genome size?,desc
2692,What proportion of animals go through a parasitic stage?,perc
2693,What has received more attention than other interactions such as predation or competition?,other
2694,What organism demonstrates only the facultative symbiotic relationship?,animal
2695,What organism demonstrates disjunctive symbiosis?,animal
2696,"What organism includes diverse microbiomes, rhizobia, nitrogen-fixing bacteria, and single-celled algae?",animal
2697,What ectoparasites are also considered commensal ectosymbionts and mutualist ectosymbionts?,other
2698,What do herbivores have to digest animal prey?,other
2699,What kind of sea anemone has special mucus to protect the clownfish?,animal
2700,What behavior does the goby exhibit when it does not live with the shrimp?,desc
2701,What do the insects need for vertical transmission?,other
2702,Commensalism explains a relationship between how many organisms when one gains most of the benefits?,count
2703,Name a biotrophic organism.,animal
2704,What flowering plants in the fossil record had relatively complex flowers?,plant
2705,What organism demonstrates only the obligate symbiotic relationship?,animal
2706,What organism demonstrates conjunctive symbiosis?,animal
2707,What must interspecies reciprocal altruism be considered to fit the the definition of symbiosis?,def
2708,What organism do the clownfish use their stinging tentacles to protect?,animal
2709,What behavior does the shrimp exhibit when it does not live with the goby?,desc
2710,What occurs when the spider utilizes phoresy with the hermit crab?,desc
2711,What is the relationship termed if both organisms benefit?,desc
2712,What is a common type of symbiosis in which the interaction between species is detrimental to both organisms involved?,other
2713,What always depends on the cell for the process of division?,other
2714,What is not considered a driving force behind evolution?,reason
2715,What is the type of symbiotic relationship where two organisms can survive without fungal symbionts?,other
2716,What is it called when one symbiont lives within and has a bodily union with its partner?,termeq
2717,What ectoparasites live on the body surface of cleaner fish?,animal
2718,What mutualistic relationships fit the the definition of symbiosis?,other
2719,When a goby fish goes blind what does it become vulnerable to?,other
2720,Who is actually sharing a table?,ind
2721,What can commensal relationships between plants and hermit crabs be considered?,desc
2722,What relationship happens after a biotrophic relationship occurs from a tick feeding on the blood of its host?,desc
2723,What is altered if the presence of ibex has little detrimental effect on the number of weevil?,other
2724,What did birds develop to access and collect these rich food sources?,other
2725,What organism has both cellulose-digesting protozoans and and mycorrhyzal fungi living in their intestines?,animal
2726,What do Ritteri sea anemones produce to evade predators?,other
2727,"What secrets juglone, a substance which enhances many herbaceous plants within its root zone?",desc
2728,What genus are the Spanish ibex?,animal
2729,What is the French name of the Canadian Armed Forces?,gr
2730,What is Canada's defense policy based on?,desc
2731,Who initially had military command?,ind
2732,Canada had which biggest army during the Second World War?,gr
2733,What is the old name of the Canadian Forces?,gr
2734,What forces were sent out in support of peacekeeping?,gr
2735,What equipment was acquired to aid in Afghanistan?,other
2736,What is the hierarchy of the Canadian Armed Forces?,other
2737,What determines who is the Commander-in-Chief of the Armed forces?,ind
2738,Who does The Health Services Group serve?,ind
2739,Who conducts training of the cadets?,ind
2740,What do Canadian Rangers perform?,other
2741,What is suitable for CAF members to wear on any occasion?,other
2742,What gives the federal government responsibility for national defense?,reason
2743,What was the goal of the CAF during the cold war?,reason
2744,What does the Canadian Armed Forces mostly consist of?,other
2745,Until when were Canadian forces in Afghanistan?,date
2746,How are the Canadian forces ranked in size compared to other military?,manner
2747,What large transport plane is part of the CAF mission?,veh
2748,What are some of the equipment used by both men and women?,other
2749,What is the hierarchy of the French Armed Forces?,other
2750,Who does the Commander-in-Chief authorize to make decision regarding the Armed Forces for them?,ind
2751,What are the parts that merged into the Canadian Joint Operations Command?,other
2752,Who can temporarily be assigned the Health Serviced Group?,ind
2753,What are some of the components of the reserve force?,other
2754,What age are the cadets in the Canadian Cadet Movement?,period
2755,What other parts are there to a uniform?,other
2756,"What are the ""red"" trades?",def
2757,Who are the CAF supposed to protect?,ind
2758,What military thread did the CAF protect against in Europe?,other
2759,What other air force does the CAF cooperate with?,gr
2760,What is one of the threats that faced them?,other
2761,What prevented Canada from fully having their own army at the start?,reason
2762,What force were the Canadians part of in Afghanistan?,gr
2763,What major problem is the CAF trying to address currently?,desc
2764,What non traditional tasks were women recruited for in the 1970s?,title
2765,Who created an office to study these effects?,ind
2766,What orders fall under the royal prerogative?,title
2767,What formation is located in Quebec?,other
2768,What are the four divisions?,other
2769,What squadron is present but not an official part of the Brigade?,gr
2770,What can each forwarding operation location provide?,other
2771,What specifically prompted this merger?,reason
2772,What do the special forces support?,other
2773,What is the task of the CAF Cyber Task Force?,title
2774,What type of support does The Health Services Group provide?,other
2775,What branch are the majority of COATS members?,gr
2776,Which force are the Rangers part of?,gr
2777,What gives the federal government responsibility for international defense?,reason
2778,What peace keeping effort is the Canadian Military part of?,gr
2779,What was the new name of the Canadian Armed Forces?,gr
2780,"By what date is the primary reserve personnel estimated to go up by 30,000?",date
2781,Who must sign these orders for them to be valid?,ind
2782,What international exercises does the RCN partake in?,sport
2783,What NATO force are the Canadians part of?,gr
2784,What squadrons deploy to these locations?,gr
2785,Who won't The Health Services Group serve?,ind
2786, What are some of the components of the non-reserve force?,other
2787,What four components make up the Force Reserve?,other
2788,"Early on, what did they defend against with the British?",other
2789,Who are the Battle of Normandy Landings and the Vimy Ridge Raid notable to?,ind
2790,What is the new name of the Canadian Forces?,gr
2791,What is the total amount of Canadian Forces estimated to be in 2020?,other
2792, What equipment was acquired to aid in Iraq?,other
2793,Name some of the teaching opportunities in the CAF off limits to women in the 1980s.,other
2794, What are some of the equipment used by neither men and women?,other
2795,Who's advice is the monarch supposed to follow regarding these orders?,ind
2796,What are some of the members of the Armed Forces Council?,ind
2797,What patrols are organized from these locations?,other
2798,What are the parts that merged into the non-Canadian Joint Operations Command?,other
2799, Who can't temporarily be assigned the Health Serviced Group?,ind
2800,Who conducts formation of the cadets?,ind
2801,What do non-Canadian Rangers perform?,other
2802,What is only worn for very specific occasions?,other
2803,Who is represented by the Governor General of Canada?,ind
2804,What were based in Europe in 1950?,gr
2805,What do the Armed Canadian Forces contribute to?,reason
2806,What responsibility remained with a commander-in-chief for North America?,title
2807,What force was first deployed overseas during the Second World War?,gr
2808,What military units have completed more than 200 operations worldwide?,gr
2809,Who are the Battle of Dieppe and the Battle of Medak Pocket notable to?,ind
2810,What was introduced at then end of the war?,other
2811,What forces were sent out out of rejection of peacekeeping?,gr
2812, What small transport plane is part of the CAF mission?,veh
2813,What determines who is the Secretary-in-Chief of the Armed forces?,ind
2814,What is the the Information Management Group not responsible for?,reason
2815, What type of support does The Health Services Group refuse?,other
2816, What age are the cadets in the Non-Canadian Cadet Movement?,period
2817,What is suitable for CAD members to wear on any occasion?,other
2818,What is led by the Defence Staff Chief?,gr
2819,Who entered into conflict with the United Kingdom during the First World War?,ind
2820, What does the Canadian Armed Forces not consist of?,other
2821, Until when were Canadian forces in Iraq?,date
2822,How are the French forces ranked in size compared to other military?,manner
2823, Who created an office to reject these effects?,ind
2824,Who does the Secretary-in-Chief authorize to make decision regarding the Armed Forces for them?,ind
2825, What formation is located in Ottawa?,other
2826, What squadron is present but is an official part of the Brigade?,gr
2827,What can't each forwarding operation location provide?,other
2828, What branch are the minority of COATS members?,gr
2829, Which force aren't the Rangers part of?,gr
2830, What other parts aren't there to a uniform?,other
2831,What is the Italian name of the Canadian Armed Forces?,gr
2832,What years did the Cold War take place?,date
2833,What have Canadian military units done since 1974?,desc
2834,Canada had which biggest army during the Third World War?,gr
2835,What allowed Canada to fully having their own army at the start?,reason
2836,What was the new name of the French Armed Forces?,gr
2837, What force were the Canadians part of in Iraq?,gr
2838, What non traditional tasks were women recruited for in the 1990s?,title
2839, What orders fall under the non-royal prerogative?,title
2840, Who doesn't appoint the Chief of the Defence?,ind
2841, What international exercises does the RNN partake in?,sport
2842, What is the sixth division?,def
2843, What don't the special forces support?,other
2844, What is the task of the non-Cyber Task Force?,title
2845, What Battle in France was the Canadian Military not known for?,event
2846,"By what date is the secondary reserve personnel estimated to go up by 30,000?",date
2847, What are some of the members of the Non-Armed Forces Council?,ind
2848, What non-NATO force are the Canadians part of?,gr
2849,What patrols aren't organized from these locations?,other
2850, Who aren't the CAF supposed to protect?,ind
2851,Who doesn't represent Queen Elizabeth II?,ind
2852, What was the goal of the CAF during the warm war?,reason
2853, What type of operation is the Canadian Military uninvolved in?,other
2854, What is only worn for very non-specific occasions?,other
2855, What military thread did the CAF not protect against in Europe?,other
2856, What other air force does the CAF not cooperate with?,gr
2857,The Canadian Armed Forces were initially disorganized under what department?,gr
2858," Early on, what didn't they defend against with the British?",other
2859,"In 1059, who was responsible for electing the pope? ",ind
2860,What term was given to certain church men of honor?,termeq
2861,Who were generally temporal rulers?,ind
2862,In was year was the title decreed Eminence?,date
2863,"In early times, who was generally electied to cardinal?",ind
2864,The entire group of cardinals is known as what?,termeq
2865,What does the pope give to a new Cardinal?,other
2866,Which Cardinals still wear traditional clothing?,ind
2867,"What was a ""lay cardinal"" allowed to do that is not considered a normal status of a Cardinal?",desc
2868,What is the name of one of the deaconries in which Cardinals come from?,other
2869,"In the College of Cardinals, the elected Dean needs the approval of who?",ind
2870,Patriarch cardinals are not given what title?,title
2871,What was the original definition of a cardinal priest?,def
2872,Each cardinal priest has what?,other
2873,What were the cardinals assigned? ,other
2874,Who reasserted the earliest influence of temporal subjects?,ind
2875,What Caridinal had powers so great that he basically ran France?,ind
2876,"What do cardinals do in order to influence governing or administration of goods, discipline, or service of their titular churches? ",desc
2877,Who decreed this?,ind
2878,What should the new pople have been before becoming a pope?,other
2879,"Despite some traditions and rights, no see has the right to what?",other
2880,Which see doesn't have its own bishop?,other
2881,Which item of clothing worn by cardinals is always white?,other
2882,How were many Cardinals created during the Eastern Schism>?,manner
2883,Cardinals who were not bishops have been promoted to Cardinal around the age of 80 since what year?,date
2884,Who does not need the approval of the Pope?,ind
2885,What did Pope Paul VI decree in 1965 about the patriarchs of the Western Catholic Churches?,desc
2886,What does every cardinal priest not have?,other
2887,What was the maximum number allowed per Pope Sixtus V?,count
2888,What are cardinal deacons of eight years standing still entitled to become?,other
2889,What does the cardinal named pectore know?,desc
2890,The Church of England uses what term that is held by two senior members of the College of Minor Canons of St. Pauls Catherdral?,termeq
2891,What rank did the Eminece decree assigned?,title
2892,What is the rule if the peson elected is not a bishop? ,desc
2893,Who separated them?,ind
2894,Who is in charge of Ostia? ,ind
2895,What are the cardinals of the church not collectively known as?,ind
2896,What does the pope give to each retiring cardinal?,other
2897,The Cardinal bird was named as such because of what in relation to Cardinals of the church?,animal
2898,What was published during the reign of Pope Martin V?,cremat
2899,What is a cardinal who is a bishop entitles to wear and use?,other
2900,Who has functions that are not limited to a period of sede vacante of the papacy?,ind
2901,Who ranked after the seven cardinal bishops of the suburbicarian sees? ,ind
2902,Which rank has the most cardinals?,other
2903,"What does the name ""cardinal popes"" originally refer to?",termeq
