,texts,labels
4134,How tall did Men's Health magazine report Schwarzenegger to be in a 1999 issue?,dist
4135,When was Schwarzenegger's autobiography released?,date
4136,About how many schools across the country is ICG active in?,count
4137,How old was Schwarzenegger when he won Mr. Universe?,period
4138,What was Schwarzenegger's dad's job in their town?,title
4139,What's the name of the professional wrestler who designed the first logo for Gold's Gym?,ind
4140,How old was Schwarzenegger when he won Mr. Olympia in 1970?,period
4141,"What 1979 comedy film featured Schwarzenegger, Kirk Douglas, and Ann-Margret?",cremat
4142,Who wrote the screenplay for With Wings as Eagles?,ind
4143,What's the title of the fifth film in the Terminator franchise?,cremat
4144,What percentage of the vote did Schwarzenegger's opponent Bustamante receive?,perc
4145,What renowned publishing company partners with Schwarzenegger in Fitness Publications?,gr
4146,What year did Schwarzenegger sell Schatzi on Main?,date
4147,What year did Terminator Genisys debut?,date
4148,Who was the first governor of California who had been born in a foreign country?,ind
4149,What was the location of the earliest settlement near Plymouth?,other
4150,What is the name of the location cited by Ptolemy that is believed to have been located near modern Plymouth?,other
4151,What notable slave trader was based out of Plymouth?,ind
4152,In what year was HMNB Davenport established?,date
4153,Who founded Plymouth Porcelain?,ind
4154,What animal byproduct was imported to Plymouth in the 19th century?,animal
4155,Who was the author of the 1943 Plan for Plymouth?,ind
4156,What aircraft carrier received maintenance at Devonport Dockyard?,veh
4157,Who was the first woman MP to take her seat in the British Parliament?,ind
4158,How many wards in Plymouth elect two councillors?,count
4159,What estuary east of Plymouth is part of the River Plym?,other
4160,How many hours of sunshine does the South West England region get each year?,count
4161,How many students are studying at the University of Plymouth?,count
4162,"Along with City College Plymouth, what college calls Plymouth home?",gr
4163,How many state primary schools are in Plymouth?,count
4164,What organization known as the MBA is based in Plymouth?,gr
4165,What percentage of Devon's GVA does Plymouth comprise in 2013?,perc
4166,What percentage of Plymouth residents were suffering from poverty and deprivation in 2014?,perc
4167,How many Plymouth residents are employed in defense?,count
4168,When was the Charles Cross car park removed?,date
4169,When did Plymouth's railroad station open for service?,date
4170,How many churches are present in Plymouth?,count
4171,What percentage of Plymouth's population call themselves Christian?,perc
4172,In what year was Union Street constructed?,date
4173,How many people can fit in the Theatre Royal?,count
4174,What football league team is located in Plymouth?,gr
4175,When was the first Port of Plymouth Regatta?,date
4176,When did Plymouth begin receiving water from South West Water?,date
4177,When did the Plymouth Borough Police begin operation?,date
4178,When did Ford Park Cemetery reopen?,date
4179,In what year was the Royal Citadel constructed?,date
4180,"What structure was referred to as a ""Palmerston's Folly""?",other
4181,Who designed the Roland Levinsky building?,ind
4182,What was the birthplace of Sir Francis Drake?,other
4183,What artist died in Plymouth in 2002?,ind
4184,What is the occupation of Trevor Francis?,title
4185,How many miles away from London is Plymouth?,count
4186,In what year did Plymouth become a city?,date
4187,Where have Middle Iron Age remnants been found?,other
4188,Who served as Plymouth's mayor in 1593?,ind
4189,For how many years was Plymouth under siege during the English Civil War?,count
4190,What river was adjacent to HMNB Davenport?,other
4191,In what year was Plymouth Porcelain founded?,date
4192,Who was the designer of the Plymouth Sound Breakwater?,ind
4193,What military organization was based in Devonport until 1941?,gr
4194,"In the period 1951-1957, how many new houses were constructed yearly in Plymouth?",count
4195,In what year was the Domesday Book compiled?,date
4196,Who was elected for the Sutton and Devonport constitutency in 2015?,ind
4197,How many members are on the Plymouth council?,count
4198,How many councillors choose the Lord Mayor?,count
4199,When did the Plymouth Breakwater open?,date
4200,What location north of the city possesses granite?,other
4201,Who wrote the Plan for Plymouth?,ind
4202,About how many students are enrolled at City College Plymouth?,count
4203,Plymouth has how many state secondary schools?,count
4204,When did the Royal Naval Engineering College shut its doors in Plymouth?,date
4205,What Plymouth organization is named for Sir Alister Hardy?,gr
4206,About how many Plymouth residents are serving in the military?,count
4207,In what year was Pannier Market finished?,date
4208,Where does the ferry to France terminate?,other
4209,In what year was Plymouth's Catholic cathedral built?,date
4210,In what year was Plymouth Synagogue constructed?,date
4211,What percentage of Plymouth residents follow Islam?,perc
4212,What British Basketball League team calls Plymouth home?,gr
4213,Where is the police divisional headquarters located?,other
4214,"Along with Efford, where else does the Plymouth City Council operate a cemetery?",other
4215,When did the Pilgrim Fathers depart Plymouth for the Americas?,date
4216,How many waymarkers are present on the Devonport Heritage Trail?,count
4217,When did the Roland Levinsky building open?,date
4218,Where did the creator of Mr Benn and King Rollo study?,other
4219,In what year did the Pilgrim Fathers sail from Plymouth?,date
4220,How many members of Parliament represent Plymouth?,count
4221,In what year was the first written reference to Plymouth made?,date
4222,In what year was the fortification later known as Drake's Fort constructed?,date
4223,In what year did Drake battle the Spanish Armada?,date
4224,Where did the last battle for Plymouth during the English Civil War end?,other
4225,How many male workers were present in Plymouth Dock circa 1712?,count
4226,What was William Cookworthy's profession?,title
4227,In what year did construction finish on the Plymouth Sound Breakwater?,date
4228,What location provided a base for flying boats?,other
4229,How many attacks comprised the Plymouth Blitz?,count
4230,"In the postwar period to 1964, how many houses were built in Plymouth?",count
4231,What island is present in Plymouth Sound?,other
4232,What river was used to ferry granite from Dartmoor to Plymouth?,other
4233,About how many inches of rain fall on Plymouth every year?,count
4234,How many staff members work for the University of Plymouth?,count
4235,How many years ago was Plymouth College of Art founded?,count
4236,How many state grammar schools are based in Plymouth?,count
4237,What marine facility is attached to the University of Plymouth?,other
4238,How many people did the Plymouth unitary authority gain between 2001 and 2011?,count
4239,When was Plymouth Gin first distilled?,date
4240,How many maritime businesses operate in Plymouth?,count
4241,Where was TR2 built?,other
4242,What bridge connects Cornwall to Plymouth via the A38?,other
4243,What percentage of Plymouth consists of non-religious people?,perc
4244,How many pubs existed on Union Street in the 1930s?,count
4245,When was Plymouth Albion R.F.C. founded?,date
4246,For how many days did the America's Cup World Series take place in Plymouth?,count
4247,When did Drake's Leat open?,date
4248,How many fire stations are present in Plymouth?,count
4249,What is the name of the private cemetery in Plymouth?,other
4250,When was Smeaton's Tower first constructed?,date
4251,In what year did Sir Francis Drake die?,date
4252,What United States vice president did Donald Moffat play?,ind
4253,When did the siege of Plymouth end during the English Civil War?,date
4254,In what year was Plymstock incorporated?,date
4255,In what city does Plymouth's ferry to Spain terminate?,city
4256,"Before Plymouth dockyard was built, where was the fleet located?",other
4257,When did the Pilgrim Fathers depart Plymouth?,date
4258,In what year did Charles II ascend to the throne?,date
4259,When did construction commence on Plymouth Sound Breakwater?,date
4260,How many civilian deaths occurred as a result of the Plymouth Blitz?,count
4261,When was the Civic Centre built?,date
4262,In what year was Plymouth recognized as a town?,date
4263,In what year did Plymouth receive its first Lord Mayor?,date
4264,Who is the current Lord Mayor of Plymouth?,ind
4265,In what body of water do the rivers Plym and Tamar meet?,other
4266,"Along with West Hoe and Radford, where was Middle Devonian limestone quarried in the region?",other
4267,Who headed the team that created the 'Vision for Plymouth'?,ind
4268,About how much are the staff of the University of Plymouth paid yearly in total?,money
4269,How many independent art colleges exist in the United Kingdom?,count
4270,What is the name of the independent school in Plymouth?,gr
4271,In what year did the Dockyard Technical College close?,date
4272,What group are many of Plymouth's marine organizations a part of?,gr
4273,What company produces Plymouth Gin?,gr
4274,How many people work in Tamar Science Park?,count
4275,What notable location was named a grade II listed building in 1998?,other
4276,How many regional MPs have argued for the importance of Plymouth's train service?,count
4277,What percentage of people in the United Kingdom describe themselves as non-religious?,perc
4278,What group famously enjoyed themselves on Union Street?,gr
4279,How many galleries are present in the Plymouth City Museum and Art Gallery?,count
4280,Where do the Plymouth Raiders play their home games?,other
4281,From where did Drake's Leat draw water?,other
4282,In what year did Langage Power Station come on line?,date
4283,Where in Plymouth is the Royal National Lifeboat Institution based?,other
4284,What organization provides ambulance transport for Plymouth?,gr
4285,"In lieu of headstones, what grave markers are used at Drake Memorial Park?",other
4286,How many marine species are present at the National Marine Aquarium?,count
4287,What local figure played in the bands AMM and MIMEO?,ind
4288,In what film did Donald Moffat play President Bennett?,cremat
4289,In what body of water do the rivers Tamar and Plym converge?,other
4290,"Along with Plymouth and Devonport, what location was merged into a county borough in 1914?",other
4291,What did 'Plym Mouth' mean?,def
4292,In what year did Parliament pass a notable law that led to the building of fortifications in Plymouth?,date
4293,On what street did many of the buildings designed by John Foulston reside?,other
4294,How many homes were totally destroyed in the Plymouth Blitz?,count
4295,In what year did Parliament bestow a Charter on Plymouth?,date
4296,In what year did Plymouth twin with Plymouth in the United States?,date
4297,When did Plymstock join the unitary authority of Plymouth?,date
4298,How many parks exist in Plymouth?,count
4299,In what year was the University of Plymouth established?,date
4300,How many large colleges exist in Plymouth?,count
4301,"After the Dockyard Technical College closed, where were classes relocated to?",other
4302,What is the name of the aquarium present in Plymouth?,other
4303,What percentage of Plymouth residents in 2011 were of Chinese ancestry?,perc
4304,What percentage of Plymouth residents were unemployed in 2014?,perc
4305,What is a notable company based in Plymouth?,gr
4306,"How many residences does the ""Vision for Plymouth"" seek to build?",count
4307,Who spoke disparagingly about the Drake Circus Shopping Centre?,ind
4308,When did the Cremyll-Stonehouse ferry first operate?,date
4309,How many Methodist houses of worship exist in Plymouth?,count
4310,In what year did the Music of the Night begin?,date
4311,When did the theater in the Plymouth Athenaeum close?,date
4312,What team plays its home games at Weston Mill?,gr
4313,When were the Plymouth Raiders inaugurated?,date
4314,When did construction finish on Devonport Leat?,date
4315,What organization is the Plymouth Borough Police a part of?,gr
4316,Where is South Western Ambulance Service NHS Foundation Trust headquartered?,other
4317,When did Ford Park Cemetery first operate?,date
4318,How many listed buildings are present in the Barbican area?,count
4319,What part of Plymouth is the Roland Levinsky building situated in?,other
4320,What notable artist and Royal Academician was born in Plympton?,ind
4321,Where do the family of Michael Foot live?,other
4322,What is Dawn French's job?,title
4323,How many times is it suggested that you should warn people you are in disagreement with before parting ways?,count
4324,Who gave more exposure to the term heresy when attempting to descredit opponents during the early centuries of Christianity?,ind
4325,Who was the first Roman Emporor that was baptized?,ind
4326,In what year was the first usage of the term heresy in a legal context?,date
4327,Who was the first Christian individual to be sentenced to death by the church for heresy in Rome?,ind
4328,In what country did the Cathars grow to represent a popular movement?,country
4329,Who denounced Jewish People in many of his writings?,ind
4330,What event in England during the 16th century had an outcome of many deaths for heresy?,event
4331,What year did the deaths of heretics under Christianity come to an end?,date
4332,What group did Sultan Selim the Grim label as heretics?,gr
4333,"What is the relationship between the context heresy is used in for Christian, Jewish, or Islamic cultures?",desc
4334,What term is used to describe an individual in the early Church that introduced discord?,termeq
4335,What did Constantine the Great and Licinius pass to introduce toleration of Christianity in the Roman Empire?,other
4336,What happened to the people that sentenced Priscillian to death?,desc
4337,Which group was responsible for the deaths of the Boston martyrs?,gr
4338,Who was the last heretic put to death under the Catholic Inquisition?,ind
4339,"Who was the author of the short story ""The Theologians""?",ind
4340,What author was declared a heretic and had a bounty placed on his head by the government of Iran?,ind
4341,What institution has prosecuted groups that practice outside the official Church without permission?,gr
4342,What word is used when speaking of correct teachings in contrast to a false teacher?,word
4343,Who suggested that it were the Jews that brought dissension into Christianity?,ind
4344,Who refused to change their views before the Inquisistion?,ind
4345,What two notable figures are cited to have perished for refusing to give up the Church in England?,ind
4346,Who reformed Scientology making splinter groups heretical?,ind
4347,What film did Robert T. Bakker's book reportedly influence?,cremat
4348,How many times should you punish a divisive person before seperating from them?,count
4349,Who was the last known person to be sentenced to death for the crime of heresy by the Roman Catholic Church?,ind
4350,What rival group did the Anglican Puritans want purged from their area?,gr
4351,Who was the last Catholic executed?,ind
4352,Who denounces the teachings of Maimonides?,ind
4353,Who accuses the Curch of Scientology of squirrelling?,ind
4354,What is the term for embracing ones religion?,termeq
4355,Who was the first Roman babtized?,ind
4356,How many Christians needed to be killed to get an otherworldly reward?,count
4357,What country declare Sharia law in 1989?,country
4358,What organization has started several breakaway groups?,gr
4359,Who described Christ as the enemy of the Jews?,ind
4360,Who was executed in the 16th entury?,ind
4361,Who criticizes writing for being heretical?,ind
4362,Who wrote about heresey in the Christian church?,ind
4363,Who offered guidence to early Christians?,ind
4364,When did the Church stop dealing harshly with heritics?,date
4365,What wars helped spread hereseies?,event
4366,What caused the Great Schism?,reason
4367,What film did Bakker base his book off of?,cremat
4368,Who was high priest according to Christian tradition?,ind
4369,Who excommunicated Priscillian?,ind
4370,Who executed Protestants on political grounds?,ind
4371,Who was executed for heresey in the 18th century?,ind
4372,In which year was the Warsaw Pact established?,date
4373,Which organization was in direct competition with the Warsaw Pact?,gr
4374,Who was the Soviet minister who proposed German reunification?,ind
4375,Who was the general who spoke out against the USSR joining NATO?,ind
4376,In what year did Konrad Adenauer first visit the United States?,date
4377,In which year was West Germany admitted to NATO?,date
4378,How many countries formed the initial Warsaw Pact membership?,count
4379,In which year did Mongolia seek entry in the Warsaw Pact?,date
4380,In which year did Hungary attempt to leave the Warsaw Pact?,date
4381,In which year was the Warsaw Pact activated in a joint action?,date
4382,In which country did Warsaw Pact officials meet to dissolve the alliance?,country
4383,Who was the president of Czechoslovakia during the dissolution of the Warsaw Pact? ,ind
4384,Which country sought NATO admission in response to the fear of German rearmament?,country
4385,When was reunification first proposed as an idea?,date
4386,Who made his second visit to the US in April 1954?,ind
4387,In which year were Soviet forces scheduled to leave Mongolia? ,date
4388,Which continent was considered to be at the center of NATO/Warsaw Pact intrigues?,other
4389,Which country did the Pact conquer?,country
4390,In which year did Romania overthrow its communist government?,date
4391,In which year did Poland join NATO?,date
4392,How many documents remain classified?,count
4393,Which country was dissolved in February 1991?,country
4394,Who was also a Second Deputy Minister of Defense of the USSR?,ind
4395,Who wanted to join NATO after the Berlin Conference of January-June 1954?,ind
4396,"Who met Nixon, Eisenhower and Dulles in May 1954?",ind
4397,Who ended WWII in Europe by defeating the Allies?,ind
4398,Which country was banned from rearming?,country
4399,Who asked to join the Warsaw Pact in January 1963?,ind
4400,Which country withdrew from the Warsaw Pact in 1966?,country
4401,What country was invaded in August 1998?,country
4402,In which year did Slovakia join NATO? ,date
4403,How many Soviet allied countries were members of the Warsaw Pact?,count
4404,Which country saw the largest Warsaw Pact deployment? ,country
4405,Who was the president of Hungary during the dissolution of the Warsaw Pact?,ind
4406,Who was also a Second Deputy Chief of the General Staff of the Armed Forces of the USSR?,ind
4407,Who asked to join the Warsaw Pact under Article 10?,ind
4408,How many nuclear weapons were eventually housed in Poland?,count
4409,In which year did the Warsaw Pact cease to function effectively? ,date
4410,Which country was separated from NATO?,country
4411,Czechoslovakia invaded Albania in what year?,date
4412,In which year was the counteroffensive strategy first conceived?,date
4413,Who was Foreign Affairs Minister of Germany in 1955?,ind
4414,Who fought for influence during WWII?,ind
4415,Which country joined NATO on 11 April 2009?,country
4416,Who published classified documents in January 2006?,ind
4417,Who requested a new European Security Treaty in April 1954?,ind
4418,Hungary joined which organization in March 2004?,gr
4419,Poland joined which organization in March 2004?,gr
4420,East Germany was integrated in NATO in what year?,date
4421,What is materialism?,def
4422,What is the name of the novel written by Ibn Tufail?,cremat
4423,"Who wrote ""The Essence of Christianity""?",ind
4424,What is hyle?,def
4425,Why does Mary Midgley suggest matter is well defined? ,reason
4426,Why does materialism agree with dualism? ,reason
4427,Why does materialism belong in monist ontology?,reason
4428,When was Karl Marx born?,date
4429,In what part of the world did materialism develop during the Axial Age?,other
4430,Why is materialism is not linked to reduction?,reason
4431,When was Ibn Tufail born?,date
4432,"In what year was ""The Essence of Christianity"" written?",date
4433,What is the name of the 1991 book by Paul Davies and John Gribbins?,cremat
4434,What job does Mary Midgley hold? ,title
4435,Why does materialism agree with phenomenalism? ,reason
4436,What is the definition of non-physicalism? ,def
4437,Why was René Descartes declared a materialist? ,reason
4438,When was Friedrich Engels born? ,date
4439,What school advanced atomism?,gr
4440,Why did Jerry Fodor disagree with this view? ,reason
4441,What is Sarva-darśana-samgraha?,def
4442,When did Ibn Tufail die?,date
4443,When was Paul Davies born? ,date
4444,What book defined materialism as a non-philosophical system?,cremat
4445,Who claims that materialistic science will never explain phenomena? ,ind
4446,What is the definition of non-materialism?,def
4447,In what part of the world did materialism develop during the non-Axial Age?,other
4448,"Who wrote the line ""Everything can touch body but body""?",ind
4449,Who wrote the Sarva-darśana-samgraha?,ind
4450,In what book did Hayy ibn Yaqdhan foreshadow the idea of modern materialism? ,cremat
4451,Who claimed that a non-observing subject can only know material objects through the mediation of the brain and its particular organization?,ind
4452,When was John Gribbin born? ,date
4453,Who founded digital physics? ,ind
4454,What is the definition of neutral monism?,def
4455,When was Karl Jaspers born? ,date
4456,What book by Ibn Tufail did not discuss materialism? ,cremat
4457,What is the term for zero kinds of matter? ,termeq
4458,Why is it possible to gather direct evidence? ,reason
4459,Why do critics agree with materialism? ,reason
4460,Who wrote the Refutation of Materialism? ,ind
4461,When did Karl Jaspers die?,date
4462,When did Jayaraashi Bhatta die?,date
4463,When was Ludwig Feuerbach born?,date
4464,What is the term for lacking then gaining properties? ,termeq
4465, What school did not teach atomism?,gr
4466,How many languages was De Rerum translated into?,count
4467,When did Ludwig Feuerbach die? ,date
4468,When did the field of physics stop being taught?,date
4469,"Who wrote the chapter ""The Birth of Materialism""? ",ind
4470,When was Jayaraashi Bhatta born?,date
4471,When did Karl Marx write The Essence of Christianity?,date
4472,"According to one report, how many Christians were in the world in 2010?",count
4473,What is the Arabic term when referring to Christians in a political sense?,termeq
4474,What is the most common Persian word for Christian?,word
4475,What Japanese term was used in reference to Roman Catholics?,termeq
4476,How many Christians were in the world in 1910?,count
4477,Who wrote The Case Against Christianity?,ind
4478,When did the term Nasara become used more in modern times?,date
4479,What is the Syriac word for Nazarene?,word
4480,When was the term kirishitan used by the Japanese?,date
4481,What was the first state in this region to adopt Christianity? ,state
4482,Where does Christianity struggle to maintain dominance?,other
4483,"On average, how many children do Christians have?",count
4484,Who wrote Scientific Medicine: American Nobel Protestants?,ind
4485,How many Nobel Prize laureates between 1901 and 2000 identify as politics?,count
4486,How many historical Christian creeds did Martin write about?,count
4487,Where was the Galilean village?,other
4488,What does tars mean?,def
4489,What is the modern term for Sino-Korean Kidok?,termeq
4490,When did Armenia adopt Christianity?,date
4491,How many people today are Roman Catholics?,count
4492,How many Muslims converted to Christianity according to a 2015 poll?,count
4493,Which city did not have a reputation for coming up with nicknames ?,city
4494,Where is Nazareth located?,other
4495,When did Georgia adopt Christianity? ,date
4496,What percentage of nobel prizes in chemistry have protestants lost?,perc
4497,How many Pew Research Centers worldwide did the Christian survey conclude there were?,count
4498,What is another term for Christians which appears in the Old Testament?,termeq
4499,Where do Indians call themselves Isaai?,other
4500,In how many countries do Christians make up a minority population?,count
4501,What is the term for Christian in the Galilean village?,termeq
4502,Which Japanese word means Christ follower?,word
4503,Which countries make up Western Europe and Central Eurasia?,country
4504,What percentage of nobel prizes in Physics have protestants lost?,perc
4505,What term is used to describe anything associated with conflict?,termeq
4506,How many million Christians live as a majority?,count
4507,When was the Western Europe region called Scythia?,date
4508,Where was Peter first called Christians?,other
4509,Who wrote The Case Against Creed?,ind
4510,What is the term for a person who adheres to mashiach?,termeq
4511,Who is the author of The Apostles Creed?,ind
4512,When did the term Nasara fall in prominence?,date
4513,Who is the author of The Nicene Creed?,ind
4514,In what year did SME merge with another company?,date
4515,Who bought out ARC?,ind
4516,In what year was Epic Records created?,date
4517,In what year was Mercury Records (US) bought out?,date
4518,"Date Records gave rise to the group ""Peaches and Herb"" in what year?",date
4519,In what year did CBS and Sony come together?,date
4520,In what year was Clive Davis let go at CBS Records Group?,date
4521,How many people signed a petition to boycott Sony Music in 2016?,count
4522,In what year did Sony pull out of the Greek market?,date
4523,In what year did Sony shut down their offices in the Philippines?,date
4524,What famous music producer became CEO of Epic Records?,ind
4525,In what year did CBS sell CBS Songs?,date
4526,In what year was CBS the only network to also have a record company?,date
4527,In what year did SCA buy CBS Records?,date
4528,In what year did CBS Records buy out Tree International Publishing?,date
4529,Who was promoted to Executive VP of Label Strategy in 2011?,ind
4530,In what year did Sony and BMG Germany merge?,date
4531,In what year did Sony take BMG's half stake in the company?,date
4532,What labels strove to support indie labels and music rightsholders?,gr
4533,Columbia Pictures has been owned by Sony since what year?,date
4534,In what year did the merger take place?,date
4535,In what year did the name Sony Music Entertainment become the new name of Sony's record label?,date
4536,What was the name of the other company that SME merged with?,gr
4537,In what year did Columbia Phonography Company form?,date
4538,What company created Epic Records?,gr
4539,Who acquired Mercury Records (US)?,ind
4540,In what year did CDs come to the American market?,date
4541,What website does Sony have complaints against?,other
4542,Who joined the CEO of Epic Records in becoming the CEO of Sony Music?,ind
4543,Who was the biggest artist that CBS had?,ind
4544,What company did Barry Weiss move to?,gr
4545,Who became President of Global Digital Business and US Sales in 2012?,ind
4546,How much was the partnership worth?,money
4547,In what year did CBS Associated become Epic Associated?,date
4548,CBS had taken control of Oriole's parent company in what year?,date
4549,In what year was it known as CBS Records?,date
4550,In what year did ARC take over Columbia Phonography Company?,date
4551,Who was one of the creators of the National Academy of Recording Arts and Sciences?,ind
4552,Which company was operating five plants around the US?,gr
4553,"In February 2006, how many people signed a petition calling for a boycott of Sony Music?",count
4554,How much did SCA pay for CBS Records?,money
4555,When did Barry Weiss become CEO of RCA/Jive?,date
4556,When was Sony's new logo revealed to the public?,date
4557,Sony and Michael Jordan formed a joint venture in what year?,date
4558,"In what year did it land the name, Sony Music Entertainment?",date
4559,In what year did Sony BMG Music Entertainment go back to being called SME?,date
4560,Who was the head of CBS at the time?,ind
4561,Columbia/ABC began negotiations with Philips Records in what year?,date
4562,Who became the CEO of RCA Records?,ind
4563,In what year did the CBS Corporation begin another CBS Records?,date
4564,When did Barry Weiss become head of Jive Records?,date
4565,What company is the only group larger than Sony Music Entertainment?,gr
4566,The Columbia Phonograph Company in China was acquired by ARC in what year?,date
4567,Who convinced Paley to buy ARC?,ind
4568,"By 1972, Columbia Record Productions was operating how many plants?",count
4569,What labels did RCA disband in 2011?,gr
4570,Who was named President of Local Digital Business and US Sales in 2012?,ind
4571,The Columbia Photography Company was founded in what year?,date
4572,ABC was acquired by the Columbia Broadcasting System in what year?,date
4573,Epic Records founded Columbia in what year?,date
4574,CBS acquired Oakland Records in what year?,date
4575,Who replaced lawyer Walter Yetnikoff?,ind
4576,Why did rights-holders complain to Wikipedi.org?,reason
4577,Who was named Executive Vice President of Local Strategy in 2011?,ind
4578,How much did it cost for CBS Records to acquire SCA?,money
4579,Brickman Music Group merged with SME in what year?,date
4580,Columbia founded Daring Records in what year?,date
4581,In what year was RCA's parent company NBC sold to General Electric?,date
4582,Who founded a new CBS Records in 2016?,ind
4583,In what year did CBS Corporation found a new CAS Records?,date
4584,What year was Oklahoma city entered into the Union?,date
4585,When was oil discovered in the city limits?,date
4586,Who was the Oklahoma Cities  first female mayor?,ind
4587,When was the Skirvin Hotel Renovated?,date
4588,What is the name of the newly renovated site where the bombing occured?,other
4589,How many square miles is Oklahoma City?,count
4590,Which side is known for primarily being industrial?,other
4591,When is Oklahoma city sever weather season begin?,date
4592,How many people were counted in the 2010 census?,count
4593,How many households were in Oklahoma city?,count
4594,When did the population increases begin in Oklahoma city?,date
4595,When were six employees found dead in a restaurants freezer?,date
4596,How many substations does Oklahoma city have?,count
4597,How many universities are within the MSA region?,count
4598,"What year did forbes list Oklahoma city as ""recession proof"".",date
4599,When was the Wanda L Bass School of Music and auditorium opened?,date
4600,How many animal skeletons are in the museum of Osteology?,count
4601,When did The American Indian Cultural Center and Museum begin construction?,date
4602,When was the Oklahoma History Center created?,date
4603,What NBA team hails from Oklahoma City?,gr
4604,What team is the affiliate to the Los Angeles Dodgers?,gr
4605,What organization organizes High School football?,gr
4606,Who moved the Oklahoma City Thunder to Oklahoma City?,ind
4607,When did the Thunder start winning Northwest Division Titles?,date
4608,Where did the Hornets play after Hurricane Katrina?,other
4609,Which place hosts racetracks and is a casino?,other
4610,Which lake is the cities largest lake?,other
4611,What place hosts concerts and lectures?,other
4612,Who is the mayor of Oklahoma City?,ind
4613,Where is The Oklahoma School of Science and Mathematics located?,other
4614,How many major highways cross through Oklahoma City?,count
4615,When was MAPS 3 passed?,date
4616,Where is the Children's hospital located?,other
4617,Where is the Midwest Regional Medical Center?,other
4618,Which city is the largest in Oklahoma?,city
4619,When was the city founded?,date
4620,Who was an early leader of the city?,ind
4621,When was Patience Latting elected?,date
4622,What year did the memorial first opened?,date
4623,What year was the Core to Shore project voted for to be part of the MAPS program?,date
4624,When does Oklahoma city sever weather season end?,date
4625,How many households were recorded in the 2010 census,count
4626,When was Roger Dale Stafford executed?,date
4627,How many people were killed in the bombing?,count
4628,When did Penn Square Bank go bankrupt?,date
4629,When was the International Photography Hall of Fame relocated?,date
4630,How much is the collection worth in the museum?,money
4631,Which team became the main tenant of the arena in 2008?,gr
4632,Where are equine events hosted?,other
4633,Who is the Thunders head coach?,ind
4634,What team played against the Hornets in their final home game before leave Oklahoma City?,gr
4635,What is the name of the amphitheater located inside the Botanical Gardens?,other
4636,Where is the Lycan Conservatory located?,other
4637,When was Mat Hoffman Action Sports Park considered one of the best by National Geographic Society?,date
4638,When was Mick Cornett first elected?,date
4639,When was the university founded?,date
4640,What year did KIPP Reach College Preparatory School win the National Blue Ribbon Award?,date
4641,What is the name of The Oklahoman's website?,other
4642,When was WKY granted a federal license?,date
4643,How many counties does Oklahoma Cities Networks cover?,count
4644,How many people travel through Will Rogers World Airport each year?,count
4645,How much will MAPS 3 cost?,money
4646,When was INTEGRIS Baptist Medical Center part of U.S News and World Reports best Hospitals list?,date
4647,"How many doctors are there per 100,000 people?",count
4648,When was the Oklahoma City bombing?,date
4649,When was a dam built for the river?,date
4650,Approximately How many tornadoes have reached the city limits?,count
4651,How many families were recorded in the 2010 census?,count
4652,How many people were injured in the bombing?,count
4653,How many employees work for Tinker Air Force Base?,count
4654,What year did the oil crash?,date
4655,Where is the Oklahoma History Center located?,other
4656,Who is the city Manager?,ind
4657,Approximately how many people work in OU Health Sciences Center?,count
4658,Where is Southern Nazarene University located?,other
4659,When did E.K. Gaylord's Oklahoma Publishing Compan buy WKY Radio?,date
4660,How many firestations are there?,count
4661,What year should the streetcar become operable?,date
4662,"Who wrote the Jazz oldie ""(Get Your Kicks on) Route 66""?",ind
4663,How much money was the damage worth?,money
4664,How many employees work for Norman Regional Hospital?,count
4665,How many emergency calls are made yearly?,count
4666,How many housing units were there for the 2010 census?,count
4667,When was Timothy McVeigh Executed?,date
4668,How many people work in University of Oklahoma?,count
4669,How many groups of modern hunter-gatherers are there?,count
4670,How did early humans locate meat without hunting ?,manner
4671,When did human populations begin using hunting-gathering?,date
4672,In what kind of area did forest gardening start?,other
4673,Where do many modern day hunter-gatherers live?,other
4674,What type of areas do modern hunter-gathers live in?,other
4675,What kind of area allowed a more permanent settlement?,other
4676,What  does the immediate return system mean?,def
4677,How do modern hunters and gathers differ from early ones?,manner
4678,Where did the North American hunter-gathers mostly live?,other
4679,How many years ago did hunting-gatherers start specializing in their collection practices?,count
4680,In what other types of areas did forest gardening show up?,other
4681,How many modern hunter-gatherer cultures are there?,count
4682, Where do people who are an exception to egalitarianism live?,other
4683,When was the Man the Hunter conference?,date
4684,When did Ross Sackett study time and energy for hunter-gartherer groups?,date
4685,What caused these one-time agriculturalists to become foragers??,reason
4686,How do they manage the landscape?,manner
4687,Where do the Pila Nguru people live?,other
4688,What disappeared during the Archaic period?,other
4689,Where did hunter-gatherer peoples live?,other
4690,When did Homo sapiens begin using subsistence gathering?,date
4691,What kind of plant did these early gardeners seek out?,plant
4692,How do chimpanzees arrange themselves in a group setting?,manner
4693,Why is there a lessening of material possessions in hunting and gathering groups?,reason
4694,Where do you find groups that represent pristine conditions?,other
4695,What technique do they use to make animal habitats?,techmeth
4696,Why would they leave agricultural lifestyle?,reason
4697,What type of area did early humans avoid?,other
4698,When did hunting-gathering begin to fade from use?,date
4699,When did the use of agriculture begin it's spread?,date
4700,What kind of natural structure do hunter-gatherers use?,other
4701,What is the only way to divide hunter-gatherer groups?,techmeth
