,texts,labels
829,What trade did the 15th and 16th century Portuguese hope to control between Asia and Europe ?,ENTY
830,What 's the U.S. Navy hymn ?,ENTY
831,What 's the term for an organism that lives on or in another ?,ENTY
832,What songs were popular in 1948 ?,ENTY
833,What crop failure caused the Irish Famine ?,ENTY
834,What predators exist on Antarctica ?,ENTY
835,What do the French call La Manche ?,ENTY
836,What was Mark Johnson referring to when he said : `` I still can 't believe it- we beat the Russians ? '',ENTY
837,What does Knight Ridder publish ?,ENTY
838,What is a synonym for aspartame ?,ENTY
839,What is the best way to remove wallpaper ?,ENTY
840,"What are the 7 principles of learning from the Institute for Research on Learning , IRL ?",ENTY
841,What 1927 silent film received an international revival in 1981 ?,ENTY
842,Madonna hocks which soft drink ?,ENTY
843,What William Styron book is about a black preacher who leads a slave revolt ?,ENTY
844,What is the longest English word that can be formed using just the first row of letters on a typewriter ?,ENTY
845,What can communications satellites offer yachts ?,ENTY
846,Name a Gaelic language .,ENTY
847,"Name a movie that the actress , Sandra Bullock , had a role in .",ENTY
848,What 's the most popular contact lens color ?,ENTY
849,What types of water pollution are there ?,ENTY
850,What was the first domesticated bird ?,ENTY
851,What determines the value of the pearl ?,ENTY
852,What do humans catch zoonose diseases from ?,ENTY
853,What is the name of the vaccine for chicken pox ?,ENTY
854,What is a fear of color ?,ENTY
855,"What beer tells us , `` Grab all the gusto you can get . '' ?",ENTY
856,What was Dwight Eisenhower 's favorite card game ?,ENTY
857,"Name the product that is `` at your grocer 's , at your fingertips . ''",ENTY
858,What ocean liner burned and sank in Hong Kong harbor ?,ENTY
859,"What overalls are named for Dungri , a suburb of Bombay ?",ENTY
860,Which produces the longer sperm - an elephant or a mouse ?,ENTY
861,What is Shirley MacLaine known as ?,ENTY
862,"What blew up at Lakehurst , New Jersey , on May 6 , 1977 ?",ENTY
863,What movie told of Anna Anderson 's claim to be a Russian czar 's daughter ?,ENTY
864,"What meter did Shakespeare use in writing : `` To be , or not to be , that is the question.. . '' ?",ENTY
865,What was the first Sam Spade novel ?,ENTY
866,"What was the name of the horse that fell on Queen Elizabeth , Prince Albert 's wife ?",ENTY
867,What kind of sports team is the Buffalo Sabres ?,ENTY
868,What TV series features the adventures of a married couple named Jonathan and Jennifer ?,ENTY
869,What can I use to remove the stubborn gummed labels from some diskettes ?,ENTY
870,How do you say 2 in Latin ?,ENTY
871,What does a tarantula eat ?,ENTY
872,What food did Marco Polo introduce into Italy from the court of Kubla Khan ?,ENTY
873,What cancer is commonly associated with AIDS ?,ENTY
874,What relative of the racoon is sometimes known as the cat-bear ?,ENTY
875,What beer 's name is translated as `` lion brew '' ?,ENTY
876,What new games are available for Nintendo 64 ?,ENTY
877,In which sport is there a `` scrum '' ?,ENTY
878,What is the nickname of the Cleveland Indians ?,ENTY
879,What does a pedometer measure ?,ENTY
880,What interesting method was used to run the credits in the early Popeye cartoons ?,ENTY
881,What color were Ernest Hemingway 's eyes ?,ENTY
882,What term does a Czech use to describe a Pole ?,ENTY
883,What does the policeman become in the Canadian edition of Monopoly ?,ENTY
884,"What common plant has a button , cap , cup , gills , and ring ?",ENTY
885,What do you get by adding Lactobacillus bulgaricus to milk ?,ENTY
886,What was the monster in Spielberg 's film `` Jaws '' ?,ENTY
887,What is a fear of drinking ?,ENTY
888,What bird can swim but can 't fly ?,ENTY
889,What is the one thing you need before you can purchase life insurance ?,ENTY
890,What do you call the feeling of having experienced something before ?,ENTY
891,What kind of weapons were used in Medieval warfare ?,ENTY
892,What 's the most popular form of bridge ?,ENTY
893,What war did Johnny Reb and Billy Yank fight ?,ENTY
894,What kind of animals were in the Paleozoic era ?,ENTY
895,What kinds of animals are in Cambodia ?,ENTY
896,What is the most commonly used 1 letter word in the English language ?,ENTY
897,"What was the name of the television show , starring Karl Madsen , that had San Francisco in the title ?",ENTY
898,What are Halloween 's colors ?,ENTY
899,What line of candy products included Super Skrunch and Peanut Butter Oompas ?,ENTY
900,What was cash-conscious Colonel Edwin L. Drake the first to drill ?,ENTY
901,What is the legal blood alcohol limit for the state of California ?,ENTY
902,"What soft drink first appeared in the Old Corner Drug Store in Waco , Texas , in 1885 ?",ENTY
903,Stuart Hamblen is considered to be the first singing cowboy of which medium ?,ENTY
904,What 's the colored part of the eye called ?,ENTY
905,What animals acted as lapwarmers for American colonists in church ?,ENTY
906,What is the name of Kevin Costner 's movie about Sioux Indians ?,ENTY
907,"What game 's board shows the territories of Irkutsk , Yakutsk and Kamchatka ?",ENTY
908,What is the term for a group of geese ?,ENTY
909,What animal has been called The Poor Man 's Cow ?,ENTY
910,What is a fear of bees ?,ENTY
911,What was Paul Bunyan 's ox 's name ?,ENTY
912,What did Thomas Paine write ?,ENTY
913,What is Smokey The Bear 's middle name ?,ENTY
914,Which comic strip was never turned into a Broadway musical ?,ENTY
915,What 's the international radio code word for the letter B ?,ENTY
916,What was the distinguishing mark on the `` Little Rascals '' dog ?,ENTY
917,"What creature is the absolute fastest in moving in the world , birds , mammals , etc. , ?",ENTY
918,What is the brand name of the chemical daminozide ?,ENTY
919,"What card game has variations called Canfield , Klondike and Spider ?",ENTY
920,What delicacy is known indelicately as pickled roe ?,ENTY
921,What 's the highest hand in straight poker ?,ENTY
922,What handicraft requires you to interlace your warp and weft ?,ENTY
923,What was the name of the `` Little Rascals '' dog ?,ENTY
924,Name a novel written by John Steinbeck .,ENTY
925,What is the name of the game that Garry Kasparov plays ?,ENTY
926,What horse did Zorro ride ?,ENTY
927,What common livestock have the greatest variety of breeds ?,ENTY
928,What is the connection between New Krypton and Daxam ?,ENTY
929,What is the only primate to lack pigment in the palms of its hands ?,ENTY
930,What plant has the largest seed ?,ENTY
931,What animal 's tail is called a brush ?,ENTY
932,On which flight did Fawaz Younis commit air piracy and hostage taking ?,ENTY
933,What book did Aaron Hass write ?,ENTY
934,What two vessels fought the first sea battle between iron-covered ships ?,ENTY
935,What 's the hardest substance in the human body ?,ENTY
936,Name the operating system that runs on IBM-compatible machines .,ENTY
937,What does the method called `` cold fusion '' create ?,ENTY
938,What soft drink is most heavily caffeinated ?,ENTY
939,What kind of education would you need to become an athletic trainer for the NFL ?,ENTY
940,What kind of hat does Bat Masterson wear ?,ENTY
941,What color eyes are most sensitive to light ?,ENTY
942,What is the folklore story regarding birds ' nests and birds in Christmas trees ?,ENTY
943,What impenetrable system of French fortifications was built along the German frontier before World War II ?,ENTY
944,What is the name of the dog on the Cracker Jack box ?,ENTY
945,What are the rites accompanying the circumcision of a newly born-child in Judaism called ?,ENTY
946,What 's the singular of dice ?,ENTY
947,What was the name of the famous battle between Texas and Mexico ?,ENTY
948,What is the correct way to mount a roll of toilet paper ?,ENTY
949,What must be exceeded to produce a sonic boom ?,ENTY
950,What is celebrated during the week of February 21-27 ?,ENTY
951,"What cereal goes `` snap , crackle , pop '' ?",ENTY
952,What are some ways to help someone with Chicken Pox ?,ENTY
953,What is the name of a book written by Aaron Hass ?,ENTY
954,The trials resulting from World War II are known as what ?,ENTY
955,What does ribavirin consist of ?,ENTY
956,What is California 's state bird ?,ENTY
957,What was the sequel to The Pink Panther ?,ENTY
958,What should the oven be set at for baking Peachy Oat Muffins ?,ENTY
959,What household products are there for adult acne ?,ENTY
960,What is the only animal that can turn its stomach inside out ?,ENTY
961,Garry Kasparov plays what game ?,ENTY
962,What are the two languages of Malta ?,ENTY
963,What is a fear of thunder ?,ENTY
964,What war did the Potsdam Conference follow ?,ENTY
965,What historical event happened in Dogtown in 1899 ?,ENTY
966,What is chronic constipation a symptom of ?,ENTY
967,What famed tennis tournament 's men 's singles title was Fred Perry the last Englishman to win ?,ENTY
968,What board game does a `` wood-pusher '' play poorly ?,ENTY
969,What is the fear of frogs ?,ENTY
970,What was the name of Aristotle Onassis 's yacht ?,ENTY
971,What does God create in the first sentence of the Bible ?,ENTY
972,"What 12-hour cold medicine uses the formula `` 6 , 6 , 12 '' in its ads ?",ENTY
973,What did the Yalta Conference lead to ?,ENTY
974,What sport is Chris Jogis a top player of ?,ENTY
975,What are the first ten amendements passed ?,ENTY
976,The corpus callosum is in what part of the body ?,ENTY
977,What is a fear of food ?,ENTY
978,What did Shostakovich write for Rostropovich ?,ENTY
979,What did The Gas House Gang play ?,ENTY
980,What was the name of Sergeant Preston of the Yukon 's lead dog ?,ENTY
981,What is the correct way to use `` may '' vs. `` might '' ?,ENTY
982,What 's the most common non-contagious disease in the world ?,ENTY
983,What are the 28 tenses in the English language ?,ENTY
984,What was the name of the 1899 policy forced on China by which all nations had equal trading rights ?,ENTY
985,What turns blue litmus paper red ?,ENTY
986,What Grand Slam golf tournament wasn 't held between 1940 and 1945 ?,ENTY
987,Name the two mystical ravens Odin has at his command .,ENTY
988,What animal do buffalo wings come from ?,ENTY
989,What is the recipe for Eggs Benedict ?,ENTY
990,What is the most common cancer ?,ENTY
991,What Hermann Hesse book gave its name to a rock group ?,ENTY
992,What is a good book to read for people who hate to read ?,ENTY
993,What were the achievements of Richard Nixon ?,ENTY
994,What is a fear of weakness ?,ENTY
995,Name a film in which Jude Law acted .,ENTY
996,What color are the castellated walls of the Kremlin ?,ENTY
997,What tools do you use to crewel ?,ENTY
998,What 's the green variety of beryl called ?,ENTY
999,What kind of animal is Babar ?,ENTY
1000,What blood sport features a movement called a veronica ?,ENTY
1001,What non-mechanical sport achieves the highest speeds ?,ENTY
1002,What does a heliologist study ?,ENTY
1003,What was Connecticut 's first constitution called ?,ENTY
1004,What Shakespearean play featured Shylock ?,ENTY
1005,What 's the Hungarian word for pepper ?,ENTY
1006,What 's the traditional drink at the Kentucky Derby ?,ENTY
1007,What Homerian epic chronicles events toward the end of the Trojan Wars ?,ENTY
1008,What are the main blood vessels ?,ENTY
1009,What was the name of the flight that Fawaz Younis hijacked ?,ENTY
1010,What is a fear of rejection ?,ENTY
1011,What magazine paid Ernest Hemingway $15 a word to write a bullfighting article ?,ENTY
1012,What are the three secondary colors ?,ENTY
1013,What Triple Crown-winning horse took the 1973 Belmont Stakes by 31 lengths ?,ENTY
1014,Which gender has bigger thighs ?,ENTY
1015,What are the names of all the U.S. Navy aircraft carriers ?,ENTY
1016,What meat complemented sweet potatoes and peas in the first TV dinner ?,ENTY
1017,What chemicals are used in lethal injection ?,ENTY
1018,What is the quickest and easiest way to get nail polish out of clothes ?,ENTY
1019,What was Mae West 's last film ?,ENTY
1020,"What is the name of the ` female ' counterpart to El Nino , which results in cooling temperatures and very dry weather ?",ENTY
1021,What did a 16th-century Aztec athlete get for putting a rubber ball through a ring ?,ENTY
1022,What Tom Wolfe book is about the Mercury astronauts ?,ENTY
1023,What letter appears on the cold-water tap in Spain ?,ENTY
1024,What is a fear of water ?,ENTY
1025,Musician Ray Charles plays what instrument ?,ENTY
1026,What is the best way to travel in Japan ?,ENTY
1027,What Caribbean cult did Marcus Garvey originate ?,ENTY
1028,What operating system do IBM-compatible machines use ?,ENTY
1029,What is a 2-sided object called ?,ENTY
1030,What European race sees the winner of its mountain stage awarded a jersey with large red polka dots ?,ENTY
1031,What Nevil Shute novel is about the doomed survivors of a nuclear war ?,ENTY
1032,What is the alphabet for Latin ?,ENTY
1033,"What explosive do you get by mixing charcoal , sulfur and saltpeter ?",ENTY
1034,What book is subtitled The Preservation of Favoured Races in the Struggle for Life ?,ENTY
1035,"In Hemingway 's `` Old Man and the Sea , '' what kind of fish does the old man catch ?",ENTY
1036,"What spider makes a superb pet , even said to recognize its master ?",ENTY
1037,Which infectious disease is the world 's deadliest ?,ENTY
1038,In which Kevin Costner movie did Sioux Indians play a role ?,ENTY
1039,What is the dialogue circle in cartoons called ?,ENTY
1040,What are the titles of some R-Rated Sony Playstation games ?,ENTY
1041,What is the name of the second space shuttle ?,ENTY
1042,What does an ashen-faced eidologist search out the existence of ?,ENTY
1043,In which Tennessee Williams play is one of the characters killed and devoured by a mob of starving children ?,ENTY
1044,Name the men 's cologne that is associated with the sea .,ENTY
1045,What kind of science is cosmology ?,ENTY
1046,What is a fear of being alone ?,ENTY
1047,What do you call a book of quotes ?,ENTY
1048,What is the name given to the Islamic counterpart of the Red Cross ?,ENTY
1049,What English word has the most letters ?,ENTY
1050,What kind of meat is Fray Bentos synonymous with ?,ENTY
1051,What is the plural of gulf ?,ENTY
1052,What 's the Southern dish made of pigs ' small intestines ?,ENTY
1053,What two major world religions began in India ?,ENTY
1054,What war did the Wanna-Go-Home Riots occur after ?,ENTY
1055,What 's the second-lightest element ?,ENTY
1056,What is a fear of being cold ?,ENTY
1057,What was the first Lifesaver flavor ?,ENTY
1058,What did Jimmy Stewart invent ?,ENTY
1059,What is state tree of Nebraska ?,ENTY
1060,What kind of sport is often associated with hooligans ?,ENTY
1061,What are some colorful flowers that will bloom in the fall in New England ?,ENTY
1062,What is a fear of clouds ?,ENTY
1063,On what T.V. show could Tom Terrific be found ?,ENTY
1064,What toy can you make sleep ?,ENTY
1065,What CBS soap opera was interrupted by the bulletin of John F. Kennedy 's assassination ?,ENTY
1066,What is the fastest computer ?,ENTY
1067,What are all the different kinds of contraceptives ?,ENTY
1068,What are dinosaur droppings called ?,ENTY
1069,What three colors of ink are used to print a U.S. dollar bill ?,ENTY
1070,What card suit originally represented the peasant class ?,ENTY
1071,Which airplane was Fawaz Younis convicted of hijacking ?,ENTY
1072,What did Warlock wear on his forehead in Marvel comics ?,ENTY
1073,What is the name of the disease that actress Hunter Tylo 's baby girl has ?,ENTY
1074,What is a fear of food ?,ENTY
1075,What kind of rocket launched the Surveyor spacecraft ?,ENTY
1076,What is Bella Abzug 's sartorial trademark ?,ENTY
1077,What is the procedure called for drilling a hole in your skull to acheive a higher consciousness ?,ENTY
1078,What does a topophobic actor suffer from ?,ENTY
1079,What type of food makes you fat ?,ENTY
1080,What do penguins eat ?,ENTY
1081,"Which came first , according to Genesis 1 : 2 : 22 - the chicken or the egg ?",ENTY
1082,"What John Steinbeck novel portrays the Joad family , driven from the Oklahoma dustbowl ?",ENTY
1083,What do you call a group of geese ?,ENTY
1084,What do you call a section of your finger from one joint to another ?,ENTY
1085,What line divided the North and South in the U.S. Civil War ?,ENTY
1086,What does El Nino mean in spanish ?,ENTY
1087,What does a man suffering from diphallic terata have ?,ENTY
1088,What has to be produced in a writ of habeas corpus ?,ENTY
1089,Name one of the Seven Wonders of the Ancient World .,ENTY
1090,What Nantucket shipwreck killed more divers exploring it than the 52 people it sank with ?,ENTY
1091,What Aesop 's fable has the moral : `` The race is not always to the swift. Slow and steady is bound to win '' ?,ENTY
1092,"What TV series saw many of its aquatic scenes shot at Silver Springs , Florida ?",ENTY
1093,What is the chemical symbol for nitrogen ?,ENTY
1094,What color was the hundred billionth crayon made by Crayola ?,ENTY
1095,"What baseball outcome required nine balls in 1879 , eight balls in 1880 and seven balls in 1881 ?",ENTY
1096,What is the Jewish bible called ?,ENTY
1097,What are some tips for building a fire in a fireplace ?,ENTY
1098,What does the Peugeot company manufacture ?,ENTY
1099,What keeps clouds in the air ?,ENTY
1100,What cocktail do you concoct with whisky and sweet vermouth ?,ENTY
1101,What 's the common name for acetylsalicylic acid ?,ENTY
1102,What 's the main vegetable in vichyssoise ?,ENTY
1103,What was the name of the U.S. Navy gunboat in the film The Sand Pebbles ?,ENTY
1104,What Stephen King novel is set in a graveyard for pets ?,ENTY
1105,What color are a cherry tree 's flowers ?,ENTY
1106,What is a fear of strong light ?,ENTY
1107,What is the lens behind the iris in the eye called ?,ENTY
1108,What British TV series inspired All in the Family ?,ENTY
1109,What 's the shape of a camel 's spine ?,ENTY
1110,What disease did August von Wassermann develop a specific test for in 196 ?,ENTY
1111,What film or films has Jude Law appeared in ?,ENTY
1112,What was the name of Captain Bligh 's ship ?,ENTY
1113,What is kept in Fort Knox that is so valuable ?,ENTY
1114,What were the ceremony traditions like during the Elizabethian times ?,ENTY
1115,What is a fear of fish ?,ENTY
1116,What does a chef coddle eggs in ?,ENTY
1117,What is the best way to overcome a fear ?,ENTY
1118,What is the term for someone who hates mankind ?,ENTY
1119,What are the signs of a country going into a recession ?,ENTY
1120,What is a fear of money ?,ENTY
1121,"What TV series featured Neal , a martini-drinking St. Bernard ?",ENTY
1122,What disease is transmitted by the Anopheles mosquito ?,ENTY
1123,What 's the international radio code word for the letter F ?,ENTY
1124,What famed gangland slaughter cut into the membership of Bugs Moran 's outfit ?,ENTY
1125,What significant battle was fought in Belgium in 1815 ?,ENTY
1126,"What were Baffin , Frobisher and Franklin looking for ?",ENTY
1127,What was the eighth day following the Nones in each month of the Roman calendar called ?,ENTY
1128,What is the mascot for Notre Dame University ?,ENTY
1129,What is the name of the song that Dracula plays on the organ ?,ENTY
1130,What shape-shifting menace did Rom come to Earth to fight ?,ENTY
1131,What does a woman want ?,ENTY
1132,Name Li 'l Abner 's favorite Indian drink .,ENTY
1133,What is after death ?,ENTY
1134,What is the name of the medical condition in which a baby is born without a brain ?,ENTY
1135,What kind of creature is a coot ?,ENTY
1136,Name a film that has won the Golden Bear in the Berlin Film Festival ?,ENTY
1137,What color is the eight-ball in pocket billiards ?,ENTY
1138,What song put James Taylor in the limelight ?,ENTY
1139,Name the vessel used by the Atari Force in the DC comics .,ENTY
1140,What were the trials called which followed World War II ?,ENTY
1141,What are the first and last letters of the Greek alphabet ?,ENTY
1142,What fossilizes to form coprolite ?,ENTY
1143,"What deck of cards includes the Wheel of Fortune , the Lovers , and Death ?",ENTY
1144,Which infectious disease kills the most people worldwide ?,ENTY
1145,What are you caught in if a haboob blows up ?,ENTY
1146,What took first prize in Omni magazine 's contest to find the `` ultimate unanswerable question '' ?,ENTY
1147,Jude Law was in what movie ?,ENTY
1148,What does the six-footed Musca domestica become when it enters a house ?,ENTY
1149,What is a ball that hits the foul pole called ?,ENTY
1150,What was John F. Kennedy 's 1960 campaign song ?,ENTY
1151,What Leon Uris novel dealt with the Russian capture of Berlin ?,ENTY
1152,"What book opens : `` At a certain village in La Mancha , which I shall not name.. . '' ?",ENTY
1153,What did Martin Luther post on the church door at Wittenberg ?,ENTY
1154,What newspaper serves Salt Lake City ?,ENTY
1155,What 's the official language of Algeria ?,ENTY
1156,What video format was an alternative to VHS ?,ENTY
1157,What are the historical trials following World War II called ?,ENTY
1158,What did Englishman John Hawkins begin selling to New World colonists in 1562 ?,ENTY
1159,What sports magazine has the largest circulation ?,ENTY
1160,Italy is the largest producer of what ?,ENTY
1161,What are the conjugations of wake and woke ?,ENTY
1162,What is a fear of slime ?,ENTY
1163,What animal dined on bread and oysters with a carpenter ?,ENTY
1164,What materials did the three little pigs use to build their houses ?,ENTY
1165,What rabbit got its name because its ears resembled those of a jackass ?,ENTY
1166,What is the first book of the Old Testament ?,ENTY
1167,How do you say `` fresh '' in Spanish ?,ENTY
1168,What are some good exercises for kids to do ?,ENTY
1169,What cocktail inspired John Doxat to write the book Stirred-Not Shaken ?,ENTY
1170,What did Walter Huston remove to perform in the movie The Treasure of the Sierra Madre ?,ENTY
1171,What is the fastest commercial automobile that can be bought in the US ?,ENTY
1172,What award is the `` Oscar '' of advertising ?,ENTY
1173,What soft drink tells us to `` Go Hawaiian '' ?,ENTY
1174,What is a fear of reptiles ?,ENTY
1175,What were hairy bank notes in the fur trade ?,ENTY
1176,In what film did Steven Spielberg 's dog star as the main character 's dog ?,ENTY
1177,What are new computer games for Windows 95 or 98 ?,ENTY
1178,Which soft drink does Madonna advertise for ?,ENTY
1179,What English word contains the most letters ?,ENTY
1180,What card game can feature dealer 's choice ?,ENTY
1181,What does caliente translate to in English ?,ENTY
1182,What are different products of petroleum ?,ENTY
1183,What are the developmental stages of a swimmer ?,ENTY
1184,What novel did Ian Fleming introduce James Bond in ?,ENTY
1185,What killed Bob Marley ?,ENTY
1186,What does the technique called `` cold fusion '' produce ?,ENTY
1187,What does a polyorchid man have at least three of ?,ENTY
1188,"What events happened January 26 , 1978 ?",ENTY
1189,What was the first English play written exclusively for children ?,ENTY
1190,What auto race was Wilbur Reed the first to win three times ?,ENTY
1191,What 1981 Candice Bergen-Jacqueline Bisset movie was a remake of 1943 's Old Acquaintance ?,ENTY
1192,Which mayonnaise refers to itself as `` real '' mayonnaise ?,ENTY
1193,What 's the favorite food of dragonflies ?,ENTY
1194,What daily newspaper will `` help you see clearer across the USA '' ?,ENTY
1195,What war did Florence Nightingale tend the troops in ?,ENTY
1196,What are the four natural aids used in riding a horse ?,ENTY
1197,What film did Lee Marvin win the 1965 best actor Oscar for ?,ENTY
1198,What drug is often used to treat AIDS patients ?,ENTY
1199,What international sport was originally called hurley ?,ENTY
1200,What is the longest-running television series ?,ENTY
1201,What is a fear of black people ?,ENTY
1202,What 's been the ruin of many a poor boy in New Orleans ?,ENTY
1203,What TV station did Mary Richards work for ?,ENTY
1204,What term means a sexual attraction between a male and a female ?,ENTY
1205,What 1915 film was the first to gross $5 million ?,ENTY
1206,What are the wolverine habits ?,ENTY
1207,What did Dan Aykroyd and John Belushi quit Saturday Night Live to become ?,ENTY
1208,What Shakespeare play opens with the line : `` Now is the winter of our discontent.. . '' ?,ENTY
1209,What sport was the first televised in the U.S. ?,ENTY
1210,What was the worst hurricane ?,ENTY
1211,What is the belt of low pressure around the equator called ?,ENTY
1212,What commodity 's shortage was the largest single factor in keeping North American cars off the roads during World War II ?,ENTY
1213,What is `` the taste that beats the others cold '' ?,ENTY
1214,What hymn did John Steinbeck get his title The Grapes of Wrath from ?,ENTY
1215,What is the softest part of the body ?,ENTY
1216,What is a fear of being dirty ?,ENTY
1217,"What element , from the Periodic Table , is a gas or a solid , but never a liquid ?",ENTY
1218,What is the name of the Islamic counterpart to the Red Cross ?,ENTY
1219,What is a fear of machinery ?,ENTY
1220,What disease is the second-biggest killer of North Americans ?,ENTY
1221,"What is the smallest thing seen under the most powerful microscope , and how big is it ?",ENTY
1222,What did Woody Allen call the Japanese gangster film he dubbed into English as a comedy ?,ENTY
1223,"What sport features slotbacks , tailbacks , and touchbacks ?",ENTY
1224,What colors make up a rainbow ?,ENTY
1225,What are the top 5 fiction books of all time ?,ENTY
1226,What is the term for the sum of all genetic material in a given organism ?,ENTY
1227,What is the word for love of pain or abuse ?,ENTY
1228,What generation am I in ?,ENTY
1229,What joins white wine to put the spritz in a Spritzer ?,ENTY
1230,"What was the name of the Crimean meeting of Roosevelt , Churchill , and Stalin ?",ENTY
1231,Which leg does a cat move with its left front leg when walking - its left rear or right rear leg ?,ENTY
1232,What is a fear of jealousy ?,ENTY
1233,What musical instrument did Sherlock Holmes play ?,ENTY
1234,What do you call a Poker hand with five cards of the same suit ?,ENTY
1235,What 's the symbol for the zodiacal sign Gemini ?,ENTY
1236,What does Warner Bros. call a flightless cuckoo ?,ENTY
1237,What shrubs can be planted that will be safe from deer ?,ENTY
1238,What TV quiz show left the air in 1975 to the tune of Vera Lynn 's We 'll Meet Again ?,ENTY
1239,What 's the second-most-used vowel in English ?,ENTY
1240,What movie has made the most money ?,ENTY
1241,What 's the most popular form of gambling with women in Las Vegas ?,ENTY
1242,"What animal received royal assent as an emblem of Canada on March 24 , 1975 ?",ENTY
1243,What sport is played on the largest field ?,ENTY
1244,"What nuclear-powered Russian submarine sank in the Norwegian Sea on April 7 , 1989 ?",ENTY
1245,What does Final Four refer to in the sports world ?,ENTY
1246,What did San Francisco 's Milt Harper grow that measured 24 inches from tip to tip in 1974 ?,ENTY
1247,What meter was invented by C.C. Magee in 1935 ?,ENTY
1248,What weapon did the crossed slits in English castles accommodate ?,ENTY
1249,What is a fear of punishment ?,ENTY
1250,What were the first frozen foods ?,ENTY
1251,What animal causes the biggest threat to humans ?,ENTY
1252,Mississippi is nicknamed what ?,ENTY
1253,What is a fear of trees ?,ENTY
1254,What do Hasidic Jews refrain from while dating ?,ENTY
1255,"What is it that walks on four legs , then on two legs , then on three ?",ENTY
1256,"What magazine paid $5 , 000 for an eight-millimeter film of John F. Kennedy 's assassination ?",ENTY
1257,What was the longest war in U.S. history ?,ENTY
1258,Winnie the Pooh is what kind of animal ?,ENTY
1259,For what disease is the drug Sinemet used as a treatment ?,ENTY
1260,"What Broadway musical featured the song , `` If I were a rich man ? ''",ENTY
1261,What kind of suit did true hepcats wear in 1942 ?,ENTY
1262,What harmful chemicals are in bug spray ?,ENTY
1263,What were the names of the three ships used by Columbus ?,ENTY
1264,What Don McLean song laments the day Buddy Holly died ?,ENTY
1265,What is a fear of going to bed ?,ENTY
1266,What are common methods used to regulate monopolies ?,ENTY
1267,What are the ingredients of Coca-Cola ?,ENTY
1268,What first-aid product `` Helps the hurt stop hurting '' ?,ENTY
1269,What is a fear of robbers ?,ENTY
1270,What sports event is Meyer Wolfsheim supposed to have fixed in The Great Gatsby ?,ENTY
1271,"What English word comes from the Old French covrefeu , meaning cover fire ?",ENTY
1272,What color were their horses ?,ENTY
1273,What do camels store in their humps ?,ENTY
1274,Name the ship Beany and Cecil sailed .,ENTY
1275,What were popular songs and types of songs in the 1920s ?,ENTY
1276,What does a collier mine ?,ENTY
1277,In what medium is Stuart Hamblen considered to be the first singing cowboy ?,ENTY
1278,What 's the term for a bet before cards are dealt ?,ENTY
1279,What is the rounded part on the top of a matchbook called ?,ENTY
1280,What is April 's gemstone ?,ENTY
1281,What was the name of that popular song the Creeps sang ?,ENTY
1282,What two colors are you blind to if you suffer from protanopia ?,ENTY
1283,What war saw a naval battle between the luxury liners Cap Trafalgar and the Carmania ?,ENTY
1284,What is a fear of worms ?,ENTY
1285,Aspartame is also called what ?,ENTY
1286,What sport can a free-legged pacer compete in ?,ENTY
1287,What is the most expensive car in the world ?,ENTY
1288,What is Latin for incompetent ?,ENTY
1289,What whisky is `` known by the company it keeps '' ?,ENTY
1290,What is the celtic symbol for `` life '' ?,ENTY
1291,What TV series changed the names to protect the innocent ?,ENTY
1292,What food can I use to catch a possum ?,ENTY
1293,What is a female rabbit called ?,ENTY
1294,What does an edentulous smile lack ?,ENTY
1295,What 's the term for any four-sided figure ?,ENTY
1296,What do opposite faces of a die always add up to ?,ENTY
1297,Which cats pursued Tweety Pie in his first cartoon appearance ?,ENTY
1298,"What is a term for behavior , appearance , or expression that violates the accepted standards of sexual morality ?",ENTY
1299,Name the soft drink that is `` number one in the sun . '',ENTY
1300,What is predicted to topple over between 2010 and 2020 ?,ENTY
1301,What language is mostly spoken in Brazil ?,ENTY
1302,"What was organized as a Confederate veterans ' social club in Pulaski , in Tennessee , in 1866 ?",ENTY
1303,What film marked Robert Redford 's directorial debut ?,ENTY
1304,What color of dry wine should be served with veal roasts and chops ?,ENTY
1305,What ill-fated craft was captained by Ernst Lehmann ?,ENTY
1306,What therapy attempts to elicit the `` primal scream '' ?,ENTY
1307,What is the recipe or formula for Coca-Cola ?,ENTY
1308,"What Michelangelo sculpture is in Saint Peter 's Cathedral , Basilica , ?",ENTY
1309,"To get the most caffeine , what soda should I drink ?",ENTY
1310,What 's the highest possible bid in Contract Bridge ?,ENTY
1311,"What kind of animals are Dorsets , Lincolns , Oxfords and Southdowns ?",ENTY
1312,What is the abbreviation for Original Equipment Manufacturer ?,ABBR
1313,What is the acronym for the National Bureau of Investigation ?,ABBR
1314,What is IOC an abbreviation of ?,ABBR
1315,What is DSL ?,ABBR
1316,What does BTU mean ?,ABBR
1317,What does BUD stand for ?,ABBR
1318,What is the abbreviation of General Motors ?,ABBR
1319,What is RCD ?,ABBR
1320,CPR is the abbreviation for what ?,ABBR
1321,CNN is the abbreviation for what ?,ABBR
1322,What is the abbreviation of the International Olympic Committee ?,ABBR
1323,What does ` PSI ' stand for ?,ABBR
1324,What does e.g. stand for ?,ABBR
1325,"What does Ms. , Miss , and Mrs. stand for ?",ABBR
1326,What does the `` blue ribbon '' stand for ?,ABBR
1327,What is the correct way to abbreviate cc. at the bottom of a business letter ?,ABBR
1328,What does the T.S. stand for in T.S. Eliot 's name ?,ABBR
1329,What does NECROSIS mean ?,ABBR
